A_1_ratio_scaled_AAG	A_2_ratio_scaled_AAG	A_3_ratio_scaled_AAG	A_4_ratio_scaled_AAG	A_5_ratio_scaled_AAG	A_6_ratio_scaled_AAG	S_1_ratio_scaled_AAG	S_2_ratio_scaled_AAG	S_3_ratio_scaled_AAG	S_4_ratio_scaled_AAG	S_5_ratio_scaled_AAG	L_1_ratio_scaled_AAG	L_2_ratio_scaled_AAG	L_3_ratio_scaled_AAG	L_4_ratio_scaled_AAG	L_5_ratio_scaled_AAG	V_1_ratio_scaled_AAG	V_2_ratio_scaled_AAG	V_3_ratio_scaled_AAG	V_4_ratio_scaled_AAG	V_5_ratio_scaled_AAG	K_1_ratio_scaled_AAG	K_2_ratio_scaled_AAG	K_3_ratio_scaled_AAG	K_4_ratio_scaled_AAG	K_5_ratio_scaled_AAG	LA_1_ratio_scaled_AAG	LA_2_ratio_scaled_AAG	LA_3_ratio_scaled_AAG	LA_4_ratio_scaled_AAG	LA_5_ratio_scaled_AAG	LB_1_ratio_scaled_AAG	LB_2_ratio_scaled_AAG	LB_3_ratio_scaled_AAG	LB_4_ratio_scaled_AAG	LB_5_ratio_scaled_AAG	A_AAG	V_AAG	S_AAG	L_AAG	group_AAG	FDR_active_A_AAG	FDR_active_S_AAG	FDR_active_L_AAG	FDR_active_V_AAG	FDR_active_K_AAG	FDR_active_LA_AAG	FDR_active_LB_AAG	A_mean_log_ratio_AAG	S_mean_log_ratio_AAG	L_mean_log_ratio_AAG	V_mean_log_ratio_AAG	K_mean_log_ratio_AAG	LA_mean_log_ratio_AAG	LB_mean_log_ratio_AAG	A_1_ratio_scaled_CCT	A_2_ratio_scaled_CCT	A_3_ratio_scaled_CCT	A_4_ratio_scaled_CCT	A_5_ratio_scaled_CCT	A_6_ratio_scaled_CCT	S_1_ratio_scaled_CCT	S_2_ratio_scaled_CCT	S_3_ratio_scaled_CCT	S_4_ratio_scaled_CCT	S_5_ratio_scaled_CCT	L_1_ratio_scaled_CCT	L_2_ratio_scaled_CCT	L_3_ratio_scaled_CCT	L_4_ratio_scaled_CCT	L_5_ratio_scaled_CCT	V_1_ratio_scaled_CCT	V_2_ratio_scaled_CCT	V_3_ratio_scaled_CCT	V_4_ratio_scaled_CCT	V_5_ratio_scaled_CCT	K_1_ratio_scaled_CCT	K_2_ratio_scaled_CCT	K_3_ratio_scaled_CCT	K_4_ratio_scaled_CCT	K_5_ratio_scaled_CCT	LA_1_ratio_scaled_CCT	LA_2_ratio_scaled_CCT	LA_3_ratio_scaled_CCT	LA_4_ratio_scaled_CCT	LA_5_ratio_scaled_CCT	LB_1_ratio_scaled_CCT	LB_2_ratio_scaled_CCT	LB_3_ratio_scaled_CCT	LB_4_ratio_scaled_CCT	LB_5_ratio_scaled_CCT	A_CCT	V_CCT	S_CCT	L_CCT	group_CCT	FDR_active_A_CCT	FDR_active_S_CCT	FDR_active_L_CCT	FDR_active_V_CCT	FDR_active_K_CCT	FDR_active_LA_CCT	FDR_active_LB_CCT	A_mean_log_ratio_CCT	S_mean_log_ratio_CCT	L_mean_log_ratio_CCT	V_mean_log_ratio_CCT	K_mean_log_ratio_CCT	LA_mean_log_ratio_CCT	LB_mean_log_ratio_CCT	A_CCT_activity	A_AAG_activity	A_fold	A_pvalue	A_qvalue	S_CCT_activity	S_AAG_activity	S_fold	S_pvalue	S_qvalue	L_CCT_activity	L_AAG_activity	L_fold	L_pvalue	L_qvalue	V_CCT_activity	V_AAG_activity	V_fold	V_pvalue	V_qvalue	K_CCT_activity	K_AAG_activity	K_fold	K_pvalue	K_qvalue	LA_CCT_activity	LA_AAG_activity	LA_fold	LA_pvalue	LA_qvalue	LB_CCT_activity	LB_AAG_activity	LB_fold	LB_pvalue	LB_qvalue	qvalue_0_05_A	fold_1_5_A	active_A	final_sig_A	qvalue_0_05_S	fold_1_5_S	active_S	final_sig_S	qvalue_0_05_L	fold_1_5_L	active_L	final_sig_L	qvalue_0_05_V	fold_1_5_V	active_V	final_sig_V	qvalue_0_05_K	fold_1_5_K	active_K	final_sig_K	qvalue_0_05_LA	fold_1_5_LA	active_LA	final_sig_LA	qvalue_0_05_LB	fold_1_5_LB	active_LB	final_sig_LB	group2
HPR_ATG	-0.915060076461338	-0.965998162747892	-1.14382267671196	-0.96290257961819	-1.24300824036917	-1.49282821982748	-0.701950191262544	-1.37191500996472	-1.06952095652536	-0.496306036534947	-0.476113251543382	1.60896725044792	1.59724348442664	1.61227805772198	1.68524787308654	1.6180966632608	0.651101724030255	-0.32729203979831	-2.48485759676208	-0.816678432768984	-2.09512645772826	0.343427395479994	-1.46384662729179	-0.63083071032174	-1.44014699085312	-1.03045101259579	0.4539553853305	-0.191978752547422	1.56188701799563	0.879374349466739	-0.302912270602962	0.387089556166657	0.413732822830971	2.07335617332605	0.666330109450588	-0.265995184741308	0	0	0	1	promoter_candidate	0	0	1	0	0	1	1	-1.120603325956	-0.82316108916619	1.62436666578878	-1.01457056060548	-0.84436958911649	0.480065145928497	0.654902695406591	-2.75040163006649	-2.60439969999982	-1.97530773046879	-3.20656609264314	-1.12078757860541	-2.27212184402839	-1.46160670830581	-1.36019633585865	-0.892591806739945	-1.15476138493547	-1.19728380391642	2.32600144105395	2.25635511552562	2.23056289483478	2.19645722091705	2.27987377729896	-1.9283036398148	-1.87317136597997	-0.764274065535209	-3.04116245673412	-2.53748619544415	-0.57853199144562	-0.17191162678192	-4.98354162499321	-1.57597048592851	-2.55339061581675	0.343104004887705	-0.480093038610473	2.22568543957	0.481201909018613	0.987632309781131	-2.45938133887444	-0.0806267375892032	1.15504331715951	0.28975047705695	0.811521444235302	0	0	0	1	promoter_candidate	0	0	1	0	0	1	1	-2.321597429302	-1.21328800795126	2.25785008992607	-2.02887954470165	-1.9726692689932	0.711506124929396	-0.0567385676023754	-2.321597429302	-1.120603325956	1.200994103346	0.0192788440409591	0.0434052586933732	-1.21328800795126	-0.82316108916619	0.39012691878507	0.123069561119913	0.262660789349075	2.25785008992607	1.62436666578878	-0.633483424137295	5.09609633256454e-05	0.000155072618869835	-2.02887954470165	-1.01457056060548	1.01430898409617	0.260582071363924	0.380137516090818	-1.9726692689932	-0.84436958911649	1.12829967987671	0.293459227990814	0.603178729828085	0.711506124929396	0.480065145928497	-0.231440979000899	0.513799519835283	0.646607150164274	-0.0567385676023754	0.654902695406591	0.711641263008967	0.322407336849922	0.736525851630759	1	2	0	0	0	0	0	0	1	1	1	1	0	2	0	0	0	2	0	0	0	0	1	0	0	2	1	0	0_0_0_1
HPX	0.307204471426469	-0.0236850746505636	0.0124118326376918	0.217474012610439	0.32666067153019	0.393400165438098	2.20099478637516	2.06944173883087	2.53542919240879	2.60134940845545	2.26408026848678	1.2451190371366	1.17633013908164	1.17529699307935	1.22137144566249	1.24226922617203	1.19324935187733	0.881869368317766	0.37611635883448	0.410481814183229	1.03375001973703	0.810826033295496	0.644006744909272	0.017317656965948	-0.818597078143314	0.499766335404283	-0.218481641701828	-0.193873641414843	1.1232193386348	0.542806422981524	0.400998867345183	0.473294869888219	-0.093189103345126	1.14750195888931	0.261148879112801	0.121909023875856	0	0	0	1	promoter_candidate	1	1	1	1	1	1	1	0.205577679832054	2.33425907891141	1.21207736822642	0.779093382589968	0.230663938486337	0.330933869168968	0.382133125684212	-0.299767699752411	-0.454705923648329	-0.452351232782543	-0.523029108813518	-0.130817838269085	-0.379885951050701	1.4682833329901	2.24844348957551	2.27503740394978	2.24027118135627	1.79789160060252	2.05667161397365	2.01308484158233	1.80417755341556	1.82235648579344	1.98146035811665	-0.483554707029004	0.321245750065036	-0.0984452225892527	-0.112706251986464	0.40235712322613	0.253889451409606	0.168927865494855	-1.0498449550203	-0.337041494539934	-0.954005297608431	-0.0872181052758345	-0.350836915612367	1.83499912945649	0.779872229344975	0.525469143646939	-0.948063550779027	-0.415945696939645	0.906741725026067	0.623318076551057	0.648715924276806	0	0	0	1	promoter_candidate	1	1	1	1	0	1	1	-0.373426292386098	2.00598540169484	1.93555017057633	0.00577933833728903	-0.38361488605284	0.54045709631204	0.162953295627052	-0.373426292386098	0.205577679832054	0.579003972218152	0.000232265253966227	0.00430796744856408	2.00598540169484	2.33425907891141	0.328273677216576	0.0927288957374454	0.220231127376433	1.93555017057633	1.21207736822642	-0.723472802349904	0.000106771411558065	0.000237642656010665	0.00577933833728903	0.779093382589968	0.773314044252679	0.0272303341917181	0.0930369751550368	-0.38361488605284	0.230663938486337	0.614278824539177	0.133154819104397	0.413257386782173	0.54045709631204	0.330933869168968	-0.209523227143072	0.212905480244305	0.371868540606085	0.162953295627052	0.382133125684212	0.21917983005716	0.557407575223843	0.833436662378837	1	0	1	0	0	0	1	0	1	1	1	1	0	2	1	0	0	2	1	0	0	0	1	0	0	0	1	0	0_0_0_1
HPX_ATG	0.354276478088153	0.18320643843972	-0.264176173772806	0.227426901339286	0.487627474296593	0.271514907088041	2.03046412645957	2.69509995139417	1.66889543995264	2.04562802335013	2.57005930457491	1.79060843121399	1.80226727254555	1.74732388507294	1.8015185202673	1.84033208312632	0.793750597116074	0.77832393830925	0.6141359258484	0.839996037792679	1.10373668066942	1.13698413591391	0.798908043792601	0.470350239070669	-0.533529790209076	1.04825515197529	0.121710127533383	-0.264836715246679	1.58967089916242	1.11552493522759	0.319304662235157	-0.113071306973537	0.284949730162629	1.41628192934152	0.165252252074247	0.0919643385079411	0	0	0	1	promoter_candidate	1	1	1	1	1	1	1	0.209979337579831	2.20202936914628	1.79641003844522	0.825988635947165	0.584193556108678	0.576274781782375	0.369075388622561	0.0554647123254808	-0.0551979644438194	-0.280652772775052	-0.209892620543498	-0.191323152554267	-0.47802858950415	2.00816108636872	1.14911252079877	2.37554011948909	1.80781505291521	1.51222663110512	2.72234825360269	2.71314555475263	2.54643213127087	2.49261678739187	2.65313886042067	0.377776491450633	0.44880467471717	-0.348293329738811	0.298032482046046	0.469357489815642	0.455088201206449	-0.148111398710989	-0.92178157902843	-2.35518118427689	-0.217827256648568	0.136011706747428	0.0634526637947914	2.40793241336128	1.04762264436606	1.03910023101913	-0.165826564751805	-0.188218241972746	1.24231107318584	0.876977785721214	0.211622820684196	0	0	0	1	promoter_candidate	1	1	1	1	0	1	1	-0.193271731249218	1.77057108213538	2.62553631748775	0.249135561658136	-0.637562643491686	0.938823931857736	0.395373374573339	-0.193271731249218	0.209979337579831	0.403251068829048	0.0162021792489483	0.0396902441350024	1.77057108213538	2.20202936914628	0.431458287010901	0.337047533028741	0.487124356640797	2.62553631748775	1.79641003844522	-0.82912627904253	4.36771744830741e-05	0.000140018596388126	0.249135561658136	0.825988635947165	0.576853074289029	0.00624104827768149	0.0454371645636812	-0.637562643491686	0.584193556108678	1.22175619960036	0.00328942209661996	0.170830654217797	0.938823931857736	0.576274781782375	-0.362549150075362	0.113249866851192	0.261010787802008	0.395373374573339	0.369075388622561	-0.0262979859507786	0.900133827846482	0.967178278472289	1	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	2	1	0	0	0	1	0	0	0	1	0	0_0_0_1
HP_tv1	-0.781179652379836	-2.17919945286706	-0.890137035559429	-1.69196673665561	-1.0200757939507	-1.48763889165474	0.0869187069800455	-0.263894001690803	-0.192421616785969	-1.50749607382197	-1.42605912901666	0.997003077609618	1.12912130182053	1.16157475555518	1.20895846038257	1.13670579281578	-0.724867268006528	-1.29983342655056	-1.88886780813219	-1.22921912027407	-0.848377988043092	0.287222967235125	0.101709178232078	-0.77824527007149	-1.78671378751558	0.397146594730001	0.319839179133002	-0.123767974094671	0.865386670522076	0.385857801038388	0.253190527503285	-0.725296350821517	0.204158881378035	0.286271581459445	0.55471825451761	-0.121581611581994	0	0	0	1	promoter_candidate	0	0	1	0	0	1	1	-1.34169959384456	-0.660590422867072	1.12667267763674	-1.19823312220129	-0.355776063477973	0.340101240820416	0.0396541509903158	-0.804877809558239	-1.91863454144433	-2.6163914329642	-3.52913048606417	-4.47336695756098	-2.19687904726265	-3.57412483289473	-0.85784934454667	-2.17892111754098	-1.52454335093552	-0.629390164618623	1.30759290501205	1.35987630533701	1.2095725448849	1.1723528680196	1.19802157714646	-0.925543723127948	-1.56351707732287	-0.277807707505161	-2.25902287927475	-1.21318563367631	-0.789593461010654	-1.13434553990273	-5.98705540509445	-1.77348869265803	-0.376484723786916	-0.305107332817588	-0.765206400674382	1.15509179935015	0.802224069165696	0.18030416220422	-3.31462154480232	0.485185689807711	0.0317925584092943	-0.79184663354315	-1.47285470911071	0	0	0	1	promoter_candidate	0	0	1	0	0	1	0	-2.58988004580909	-1.7529657621073	1.24948324008	-1.24781540418141	-2.01219356449056	0.213461259445619	-1.01246892784783	-2.58988004580909	-1.34169959384456	1.24818045196453	0.0773616526060445	0.119336093821997	-1.7529657621073	-0.660590422867072	1.09237533924023	0.237176748019356	0.39227322018488	1.24948324008	1.12667267763674	-0.122810562443267	0.127061191931935	0.13268186128013	-1.24781540418141	-1.19823312220129	0.0495822819801222	0.915865260400391	0.946232145692181	-2.01219356449056	-0.355776063477973	1.65641750101258	0.144086145254957	0.418817564006012	0.213461259445619	0.340101240820416	0.126639981374797	0.598662390795821	0.720800621993732	-1.01246892784783	0.0396541509903158	1.05212307883815	0.101998338601417	0.470158022310672	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	1	0	0_0_0_1
HP_tv2	-0.36893377099535	-0.357157608894253	-0.641654924431887	-0.30024405585118	-0.356045295484639	-0.381628204145534	-0.424691762683801	-0.304442555868694	0.17400503607215	-1.06176948047062	0.277379838432861	-0.773278956383967	-0.655323662973049	-0.611271967738031	-0.509454520425874	-0.486225559713016	-0.490393097491345	-0.663989601152991	-0.759037723844253	-0.976978724311459	-0.40241559776343	-0.408586151110773	-0.702712496582601	-2.57310598389008	-0.326724103506811	-1.30999913516183	-0.733667259268631	-0.228471703257225	-0.816945847346091	-0.562443720933817	-0.714516188047006	-0.510093914952462	-1.07424492781208	-0.833365890252089	-1.10745751572252	-1.244276884361	0	0	0	1	promoter_candidate	1	1	0	1	0	1	0	-0.400943976633807	-0.26790378490362	-0.607110933446787	-0.658562948912696	-1.06422557405042	-0.611208943770554	-0.95388782662003	-0.943330893189367	-1.00780938660822	-1.08861492650231	-0.905127917164179	-1.04504256490065	-1.10772791724038	-1.62750979271333	-0.739003096894359	-1.11399709292935	-0.536950879638566	-1.10367596947815	-1.60874801016923	-1.67124006284889	-1.65540229200668	-1.56272604306232	-1.57978763527112	-1.29926594467953	-0.6402452912288	-1.23848113975192	-1.24385229985936	-0.876391880742535	-1.57727041632882	-1.64524708768243	-1.15893368208244	-1.61512287009613	-0.774481346368107	-1.26137309991347	-1.20926574393716	-1.5188627833031	-1.50439041403167	-1.3146228218052	-1.32078483550042	-1.09615237074729	-0.726414656878274	-0.763375695520626	-1.09321641484931	0	0	0	1	promoter_candidate	0	0	0	0	0	0	0	-1.01627560093418	-1.02422736633075	-1.61558080867165	-1.05964731125243	-1.35421108051159	-1.36170297259812	-0.999988794699183	-1.01627560093418	-0.400943976633807	0.615331624300377	2.2246599669661e-05	0.00192556679362955	-1.02422736633075	-0.26790378490362	0.756323581427131	0.104740075104217	0.236500053641117	-1.61558080867165	-0.607110933446787	1.00846987522486	2.34799731310457e-05	9.67772437517705e-05	-1.05964731125243	-0.658562948912696	0.401084362339732	0.0430586256318125	0.117693576726954	-1.35421108051159	-1.06422557405042	0.289985506461167	0.618232428903779	0.82184822886697	-1.36170297259812	-0.611208943770554	0.750494028827569	0.0011611833519691	0.0565351144489957	-0.999988794699183	-0.95388782662003	0.0461009680791532	0.828979763634964	0.953877748702565	1	2	1	2	0	2	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0_0_0_1
HRC	1.86532020495125	1.66175699418575	1.59904799380034	1.42744259033135	1.89669212405466	2.35275396006019	2.20331719556265	2.25070784096563	2.03573833134913	1.68137012641854	1.59474370504084	0.352016108496115	0.481162816997642	0.493599207330372	0.344961889786938	0.637083630339112	2.51942520977952	2.23899521916663	2.57417702557546	1.78550733499853	2.91165970014187	0.705585311547649	-1.27459567140319	-4.12967880146961	-3.47164359646303	1.54468726372172	1.33997873703127	1.34817134919148	1.19936629366354	1.15370043815709	0.820907028214122	-0.206632349451532	-2.82985874956612	-0.922254477508613	1.24759526921542	1.40763633756869	0	1	0	0	promoter_candidate	1	1	1	1	0	1	1	1.80050231123059	1.95317543986736	0.461764730590036	2.4059528979324	-1.32512909881329	1.1724247692515	-0.26070279394843	0.7058624718042	0.213402727158158	0.900982739193047	1.61471160428821	1.57221313031107	1.07864857245638	0.542332257192628	-2.56100365317699	0.945731769558814	1.76229406852694	1.29019196225742	-0.413412121345103	-0.577677053014359	-0.330715996758068	-0.488136918427298	-0.407598503604711	1.73633159061168	2.14153056815646	1.70014670952991	1.65529954455351	1.81772111560963	1.28719712385224	-3.52010787861665	-0.280171351530557	-2.80814146874382	2.04154874404756	1.14642163523176	0.495164559539941	-0.175423829707998	0.0912604274407816	0.544418291816173	-1.01562638317407	-0.403890926082941	-0.27150209511323	0.216744279765098	1.85192709807464	0	1	0	0	promoter_candidate	1	1	1	1	0	1	1	1.01430354086851	0.395909280871761	-0.443508118629908	1.81020590569224	-0.655934966198246	0.420368216864132	0.0755303946938995	1.01430354086851	1.80050231123059	0.786198770362076	0.0282025595091216	0.0560453924938922	0.395909280871761	1.95317543986736	1.5572661589956	0.147299383574832	0.29197511400711	-0.443508118629908	0.461764730590036	0.905272849219944	0.000119776300295278	0.000259182605361171	1.81020590569224	2.4059528979324	0.595746992240164	0.0427315549992864	0.117210849804381	-0.655934966198246	-1.32512909881329	-0.669194132615044	0.526420334627914	0.762233161106217	0.420368216864132	1.1724247692515	0.752056552387368	0.029652133550905	0.147127465198439	0.0755303946938995	-0.26070279394843	-0.33623318864233	0.615738817940705	0.85197253850055	0	2	1	0	0	2	1	0	1	2	1	2	0	2	1	0	0	1	0	0	0	2	1	0	0	0	1	0	0_1_0_0
HRG	-0.864056182002767	-1.2292830914285	-1.35559191916297	-0.871975625594482	0.145595896958812	-1.07314481752127	-2.17850292545175	-1.57694758662324	-3.44331429563654	-2.93703765279198	-1.33941614784883	-0.132560695368398	-0.167426286847844	-0.338760788996191	-0.27480337483729	-0.255030378433735	-1.97409596797357	-0.693051490749709	-1.77299634060245	-1.67043647273152	-1.47863672943726	-0.719096217246823	0.270484552091663	-1.13536952487277	-1.64309954437453	-1.333535783045	-1.30329173184462	-1.28299391795375	-0.187288910671745	-0.617345204689155	-1.30776561654313	-2.3302094759044	-0.324071537646016	-1.6533933748861	-1.72521607263915	-1.38567581157694	0	0	0	1	promoter_candidate	0	0	1	0	0	0	0	-0.874742623125195	-2.29504372167047	-0.233716304896692	-1.5178434002989	-0.912123303489492	-0.939737076340479	-1.48371325453052	-1.81704587978318	-1.07642987518833	-1.94847310422892	-1.35003407185053	-1.38390927484741	-1.33267349841843	-1.8114538294071	-1.94211475436696	1.93850531214018	-4.76742514852422	-3.93703147107496	-0.0828897971566921	-0.143374135559602	-0.302999935661356	-0.213813118994369	-0.321583868191618	-1.13622375547822	-1.91632902007274	-2.34796211187384	-1.80584178322098	-2.45024768681503	-1.01508610936524	-1.4717934270564	-1.78280780015509	-0.471279651585202	-2.02737291669036	-2.61923980854193	-1.83635042991498	-0.558360456016208	-0.679027728698851	-0.982791107494508	-3.4494006488298	-0.708981258763827	-1.13768414975142	-2.34586774587562	-1.02538775429385	0	0	0	1	promoter_candidate	0	0	1	0	0	0	0	-1.48476095071947	-2.10390397824661	-0.212932171112727	-1.93132087149216	-1.35366798097046	-1.3351539061333	-1.7334643115029	-1.48476095071947	-0.874742623125195	0.610018327594272	0.0498229296166629	0.0836466857141819	-2.10390397824661	-2.29504372167047	-0.191139743423856	0.897931316854334	0.92647482891328	-0.212932171112727	-0.233716304896692	-0.0207841337839643	0.41184641758306	0.417745259501568	-1.93132087149216	-1.5178434002989	0.41347747119326	0.318359576413262	0.432059425132284	-1.35366798097046	-0.912123303489492	0.441544677480966	0.400884118808282	0.683345139062695	-1.3351539061333	-0.939737076340479	0.395416829792818	0.222682774671538	0.373857503166225	-1.7334643115029	-1.48371325453052	0.24975105697238	0.459891606562875	0.792600799806371	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_0_0_1
HRG_ATG	-1.15933913462337	-0.9990012429896	-1.77478707380736	-1.58693115380863	-2.33981453019762	-1.60875607249207	-2.35709796657851	-2.07871909256908	-2.31274505054419	-2.47035883558575	0.636260441945718	0.0874458916855152	-0.0906782275876299	-0.138558780847313	-0.111660932942554	-0.0559459176579231	-1.81842777194446	-1.17830646510329	-2.21109822717036	-0.958451314152227	-2.60972940383253	-2.0493194395884	-0.64081367133869	-6.67652647187222	-0.841795967324406	-1.33398090212267	-1.17210578927543	-0.782678272043785	-0.696774317295316	-0.0255353624668922	-2.75113989847038	-2.13511388038122	0.136323120446671	0.015484089199742	-1.19612430435449	-1.91924136618004	0	0	0	1	promoter_candidate	0	0	1	0	0	0	0	-1.57810486798644	-1.71653210066636	-0.0618795934699809	-1.75520263644057	-2.30848729044928	-1.08564672791036	-1.01973446825387	-2.18790950329661	-2.21116726065772	-1.47359507047425	-2.23391647683311	-1.88247863047014	-2.14049744997221	-2.83822663610581	-3.62995107362202	-4.48818146175531	-2.55119822738288	-2.90513284873828	-0.212756641045138	-0.14115879704852	-0.311235884829641	-0.37818445125863	-0.274690238976844	-2.12312546852835	-1.51696246381473	-2.09104083363283	-3.03056046933815	-2.29495228325312	-0.974496588888684	-1.7262510106615	-1.74724932016889	-0.221312993289556	-1.57262534088724	-1.0693873944223	-3.46913866335097	-0.221674668963317	-1.12948992283285	-2.15943910212056	-2.56934420469246	-1.11151578931611	-2.47479014969309	-1.22330982295028	-3.54298085289798	0	0	0	1	promoter_candidate	0	0	1	0	0	0	0	-2.02159406528401	-3.28253804952086	-0.263605202631755	-2.21132830371344	-1.24838705077917	-1.609825950338	-2.18438816390998	-2.02159406528401	-1.57810486798644	0.443489197297564	0.173799619281298	0.226026549950135	-3.28253804952086	-1.71653210066636	1.5660059488545	0.0645949752095355	0.176559598906064	-0.263605202631755	-0.0618795934699809	0.201725609161774	0.00978005417235648	0.0114566348876176	-2.21132830371344	-1.75520263644057	0.456125667272866	0.341332514470632	0.455304843788736	-1.24838705077917	-2.30848729044928	-1.0601002396701	0.363911079185473	0.660808230036093	-1.609825950338	-1.08564672791036	0.52417922242764	0.44437985756814	0.578882791046122	-2.18438816390998	-1.01973446825387	1.16465369565612	0.0557427114122046	0.409656341416107	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0_0_0_1
HSD11B1	0.0560774304056332	-0.199446774771264	-0.62877009225302	-0.489917667795152	-0.304036454531273	-0.436971820916817	0.222541617177637	0.467035396445341	0.238594126299774	0.254839837480014	0.610837341001757	-0.20300164468818	-0.109375108427467	-0.0502892220031029	0.00160765144245313	-0.0184790974939125	0.2569012989222	0.719506166790162	0.440838391051326	0.12016486990525	0.208708152534804	-0.175731862434379	-1.02230408414096	-0.891767634866075	-0.533420029205238	-0.957515521705124	-0.226624164899462	-0.468148989208497	-0.0926821326228464	-0.170709937373685	-0.426249701123576	0.189173019545017	-0.365508954562879	0.312100808044249	0.0588757607227577	-0.547502228339813	0	0	0	1	promoter_candidate	1	1	1	1	0	1	1	-0.333844229976982	0.358769663680905	-0.0759074842340417	0.349223775840749	-0.716147826470354	-0.276882985045613	-0.0705723189181337	-0.809294181052939	-0.557107365365762	-0.602960817938234	-0.700746078989441	-0.368601329193539	-0.353458912603972	0.0867448444256914	0.339377147369919	0.489908956948288	-0.0316338503213221	-0.0751189264028925	0.159286526074556	0.26775370544578	0.193846826749832	0.238194549322436	0.293271887308393	0.0425245990875399	0.1699701601256	0.206037173798373	0.102614621534466	0.0321208473258336	-1.87964218444258	-1.01522049253362	-0.292646480427751	-2.39728040602349	-0.725548799258896	-0.15673049755699	-0.00956813656677353	0.356968774754771	0.0104834576525806	-0.0748997990483344	0.0134352801981155	-0.334284624289055	-0.244248756982311	-0.0577245081068949	-0.218611999409182	0	0	0	1	promoter_candidate	1	1	1	1	0	1	1	-0.565361447523981	0.161855634403937	0.230470698980199	0.110653480374362	-1.26206767253727	0.0252507598470506	-0.168286921717866	-0.565361447523981	-0.333844229976982	0.231517217546999	0.165798618904064	0.220781408762848	0.161855634403937	0.358769663680905	0.196914029276968	0.262457851962754	0.416404616454145	0.230470698980199	-0.0759074842340417	-0.306378183214241	0.000458644493483666	0.000732139468081507	0.110653480374362	0.349223775840749	0.238570295466386	0.051118830552217	0.12804363022565	-1.26206767253727	-0.716147826470354	0.545919846066913	0.348708369460637	0.642183971181647	0.0252507598470506	-0.276882985045613	-0.302133744892664	0.0168676069523245	0.127571512775347	-0.168286921717866	-0.0705723189181337	0.0977146027997318	0.53495895117528	0.825213906862461	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0_0_0_1
HSD17B13	-1.09825010449389	-1.01210171414492	-0.819267249961536	-0.752611589751342	-1.28639245639538	-0.770357931292757	-1.44281264350679	-1.12215578649999	-1.32435570652197	-0.692046308862767	-2.01201379930749	-0.439524885321481	-0.325799315760139	-0.232990606139533	-0.177817094157361	-0.14218145524563	0.0139895801233448	0.221208888399724	-0.0271148665799928	-0.248672839342468	-0.534031961960679	-0.339366574664285	-0.591894339726739	-1.07170619798619	0.137821969837751	-1.18904409650819	-1.26855012664154	-0.0403981433660694	-0.524179344722395	-0.63175377630714	-0.740234724080671	-0.778030949410331	-2.40538824988502	0.0288913728728439	-0.975417278831427	-1.02663551066335	0	0	0	1	promoter_candidate	0	0	1	1	0	1	0	-0.956496841006636	-1.3186768489398	-0.263662671324829	-0.114924239872014	-0.610837847809531	-0.641023223023563	-1.03131612318346	-0.962024648173046	-1.07457819676406	-1.65730146832759	-1.7197643092804	-1.0257003537517	-1.59951774986956	-1.00995389525695	-0.820014722161098	-1.6004689689857	-1.85540583022977	-0.690663049554974	-0.446710432812386	-0.285857320596713	-0.182852984194849	-0.124092040334199	-0.0180264929368794	-0.150985914301458	-0.58645952949812	-0.588871514489713	-0.735114151534405	-0.660911696976905	-1.90889460503894	-0.165671013054484	-1.93827068384721	-1.2660713757112	-1.31237940219713	-0.496240379654557	-1.44130887799249	-0.638635768110092	-0.495726530127699	-1.80499346091626	-1.6760710324075	-0.251941427585724	-1.12392471392958	-2.02505139878724	-0.544216139555616	0	0	0	1	promoter_candidate	0	0	1	1	0	0	0	-1.33981445436106	-1.1953012932377	-0.211507854175005	-0.54446856136012	-1.31825741596979	-0.975381003360219	-1.12424094245313	-1.33981445436106	-0.956496841006636	0.383317613354423	0.150819878992578	0.203973412734754	-1.1953012932377	-1.3186768489398	-0.123375555702105	0.778982822858468	0.841647183088414	-0.211507854175005	-0.263662671324829	-0.0521548171498233	0.0683713092041669	0.0725630107221335	-0.54446856136012	-0.114924239872014	0.429544321488106	0.0280936229038335	0.0947399664159579	-1.31825741596979	-0.610837847809531	0.707419568160262	0.135733374043589	0.41465215050963	-0.975381003360219	-0.641023223023563	0.334357780336656	0.447955638620863	0.582566681945997	-1.12424094245313	-1.03131612318346	0.0929248192696737	0.890730373738175	0.96506114206125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0_0_0_1
