A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled	K_1_ratio_scaled	K_2_ratio_scaled	K_3_ratio_scaled	K_4_ratio_scaled	K_5_ratio_scaled	LA_1_ratio_scaled	LA_2_ratio_scaled	LA_3_ratio_scaled	LA_4_ratio_scaled	LA_5_ratio_scaled	LB_1_ratio_scaled	LB_2_ratio_scaled	LB_3_ratio_scaled	LB_4_ratio_scaled	LB_5_ratio_scaled	mean_log_A_ratio	mean_log_S_ratio	mean_log_L_ratio	mean_log_V_ratio	mean_log_K_ratio	mean_log_LA_ratio	mean_log_LB_ratio	A_rank_value	S_rank_value	L_rank_value	V_rank_value	K_rank_value	LA_rank_value	LB_rank_value	group	group2	A	S	L	V	A_DESeq2_Active	V_DESeq2_Active	L_DESeq2_Active	S_DESeq2_Active	K_DESeq2_Active	LA_DESeq2_Active	LB_DESeq2_Active
SLPI_ATG:::CCT	1.74369304689272	1.83472040295089	1.41780538166938	1.83753523275174	2.06378916183822	1.87643410654994	3.16935512643228	3.50786167678857	3.07934095024217	2.83244871499154	3.3397128151735	0.820301107815034	0.771989176490979	0.609283774644406	0.687608166916203	0.699692647503634	2.50520530180054	2.51798826155793	2.09503275163493	2.48265579710776	2.58577575561012	0.922289837531454	1.11007745825545	1.30544087790604	1.13980793595161	1.28170047061079	1.81496534588584	1.87903551130119	1.33278997086239	1.60630987192967	1.777214141937	1.97432259359009	1.69919779086141	2.12600908605784	1.89721009628082	2.1816988997326	1.79566288877548	3.18574385672561	0.717774974674051	2.43733157354225	1.15186331605107	1.68206296838322	1.97568769330455	149	69	402	138	152	99	59	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	1	1	1
SMPX:::AAG	0.602531566606702	0.759053877073706	0.649454333892926	0.338530977389725	0.651317288869489	0.910401416639428	-1.13522285977403	-0.713543442960477	-0.946396430839119	-1.39330625657327	-1.79330045222433	-1.17932232427158	-1.29939214095766	-1.22936076475605	-1.21249950038075	-1.22684853482909	0.536222478773697	0.516084124625358	0.831700125872045	0.162432996021489	0.0229616108405571	-1.27885383735796	-0.554697160812073	-1.14599228515039	-1.61144983240272	-0.869021033794135	-2.19996942238724	-0.930445635430501	-1.86589722330974	-0.94842192077731	-1.5517176569544	-1.43061565331453	-2.06183972726558	-0.91882669178285	-2.0284847087495	-2.36540255753305	0.651881576745329	-1.19635388847424	-1.22948465303902	0.413880267226629	-1.09200282990346	-1.49929037177184	-1.7610338677291	375	901	1048	500	792	1118	1129	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	0	0	0	0
SMPX:::CCT	0.569369708748174	0.770236185911475	0.570848319663508	0.681880810001545	0.918080938416474	0.863319076044152	-1.3421309885104	-1.36443862883539	-1.15886538360708	-1.28177606371714	-0.880168829508743	-1.93944638480409	-2.06985888093905	-2.07978558793035	-2.00853724178333	-2.0324520561528	0.889091387603351	0.896795440958195	0.443600159775827	0.777464880078184	0.748333143954049	-4.32756486472419	-2.31533709672227	-3.28435976244327	-2.20544223174311	-3.16672616179807	-2.29686023671165	-1.93444101375847	-2.258440593798	-2.64249395615309	-2.69604874478125	-1.94696959428464	-1.66194595174224	-1.37212923921789	-1.16036930175103	-1.87783973514857	0.728955839797555	-1.20547597883575	-2.02601603032193	0.751057002473921	-3.05988602348618	-2.36565690904049	-1.60385076442887	364	902	1329	427	1410	1437	1061	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	0	0	0	0
SMTNL1:::AAG	1.34545992744919	1.10338021492267	0.776023791661134	0.971459753859472	1.24503714454927	1.30939524498639	1.91549752569658	0.90565857186034	1.54903133723059	0.898573939392288	1.12447108058676	-0.120258044314146	-0.251590819169087	-0.246263597340763	-0.110420665822694	-0.0289876183893747	1.64266636051934	1.40324193688747	1.04245115547015	0.706013115884153	0.286857226605696	1.791106312655	0.630201114467607	1.02317132868235	1.23812947799023	0.486758368286206	1.24695722277921	1.40041885152203	-0.497297359837359	0.678604687119439	1.18337706539889	0.729497538693946	0.824592118598293	0.725058135507862	1.11308214531289	0.56025383139683	1.12512601290469	1.27864649095331	-0.151504149007213	1.01624595907336	1.03387332041628	0.802412093396442	0.790496753901964	272	341	668	368	175	288	285	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	1	1	1
SMTNL1:::CCT	0.626716756805894	1.09489347262121	0.562396170837554	0.408369225338957	0.302978043533353	0.445311401424858	-0.435907914236284	-0.577968302856394	0.864757127803291	0.327535538901066	0.333588197103682	-1.10818133336394	-1.13017054461785	-1.20701678332015	-1.05941280820342	-1.03323066673982	0.774026352390599	0.136102870416305	0.825146857253357	0.0999020173873756	0.618416719307421	-0.465171298485393	-1.25382602597609	0.11433682149193	0.722240013792323	-0.0877660418725309	0.440928233952072	-0.148753549120984	-0.686177291573774	-0.843998512618099	0.403995738490013	0.0903661503657918	-0.331396414388926	0.654879478395797	-0.806041665488923	-1.06116686173358	0.573444178426972	0.102400929343072	-1.10760242724904	0.490718963351011	-0.194037306209953	-0.166801076174154	-0.290671862569968	397	588	999	488	472	610	592	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	1	0	0	0
SMTNL2_tv1:::AAG	-0.538286684500079	-1.08600395200548	-1.10130603823823	-1.00124635474517	-0.589626361640988	-0.892560268577258	-1.01274156082885	-1.59337210658856	-1.48260808434253	-0.851524157338105	-0.451226592207574	-0.319149076994024	-0.428183636988175	-0.340574833977234	-0.291742203794712	-0.436457997563546	-0.0300409921301885	-1.04093266128073	-1.2143911111835	-1.00073889142121	-0.537285712969506	-0.874673619498169	0.19820702309036	-1.07836076603657	-0.812227789175007	-1.69341719586112	-1.11427545076304	-0.560226115637389	-0.82312345244149	-0.406870519110525	-0.373938358683942	-0.659914711466826	0.140195429986277	-0.201206839772324	-0.806949360060836	-0.785818410903025	-0.868171609951201	-1.07829450026112	-0.363221549863538	-0.764677873797028	-0.8520944694961	-0.655686779327277	-0.462738778443347	785	869	751	749	707	781	642	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0	0	0	0
SMTNL2_tv1:::CCT	-1.65967424700067	-1.64736518916449	-1.78808361897137	-1.20934585531304	-1.02984845176715	-2.02375530764073	-1.7666738484537	-1.78562785721094	-1.40249045919986	-1.88275112089035	-2.51990159079285	-0.950677676635568	-1.18982011860553	-1.26003971432463	-1.28207415499779	-1.21767628451889	-1.00926801944109	-1.93190859805079	-1.23954700008245	-1.66721012484345	-2.22832408581575	-2.07375404935974	-1.4121780306597	-3.53537183955475	-0.934891882150432	-0.943168437569298	-1.41678060628036	-0.992069813995387	-0.479123829210893	-1.04624301939742	-0.70213424755594	-1.10679308732112	-2.99965065219017	-1.58871526038231	-1.14635041787722	-1.48209938522274	-1.55967877830958	-1.87148897530954	-1.18005758981648	-1.6152515656467	-1.77987284785878	-0.927270303288001	-1.66472176059871	1045	1159	1027	1050	1064	886	1090	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0	0	0	0
SMTNL2_tv2:::AAG	1.52981708072322	2.3526610538136	2.89662985778458	1.74802758350444	2.8096399802756	2.75109075729703	3.15295164146856	1.93348864007867	3.03526777523622	2.30794013920988	-0.514904672563483	2.16093008724989	2.13431584791927	2.2711293790139	2.30921022690201	2.41332346055992	1.62173534166762	0.501176795494429	2.42852272943136	2.94752557315895	1.99390055927117	-4.99711253178772	2.24792572290516	-5.07539172132283	2.33714688692196	1.39471288181825	1.74426097706663	1.14056179669875	2.30948576614441	1.84135732259081	2.93725471730521	1.24042732572224	2.5913605287787	0.800192403840054	0.668526114389328	2.50907539125392	2.34797771889974	1.98294870468597	2.257781800329	1.89857219980471	-0.818543752293038	1.99458411596116	1.56191635279685	82	209	72	204	694	52	118	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	0	1	1
SMTNL2_tv2:::CCT	1.00057053271902	1.35536949930828	1.93304633657447	1.11839928210725	1.79723646164647	1.40338634047566	0.762690315901171	2.06429035108214	-0.272957401218314	0.181121487160773	1.8309407465694	1.44188704466065	1.283045417336	1.40789420225852	1.39755222545628	1.52724354348021	1.97341910981111	2.40966950951191	1.68324364136605	-0.00782332766572064	2.31511234650415	1.229953193814	0.929136220594338	-0.351738822421951	1.49650616360452	1.61260141447175	1.2570685349774	2.92554904655437	1.83486711798471	1.83621758192063	1.76949898964874	1.54790430954132	1.80965079957774	0.813452838408936	2.09471216230167	1.36001916077084	1.43466807547186	0.913217099899033	1.41152448663833	1.6747242559055	0.983291634012532	1.92464025421717	1.5251478541201	209	423	205	235	192	62	127	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	1	1	1
SMYD1:::AAG	0.485546087503153	0.0247765481478776	0.105821788066151	-0.0458697409112641	0.43865218860047	0.137606879986857	-0.572018506705087	-1.07331878937988	-1.85795661523878	-1.67613762247521	-1.85341048276099	-1.42229101741468	-1.24546468115744	-1.24667523859207	-1.23586789709161	-1.1276695420843	-0.0402548648333003	0.0357146956233855	-0.388220641869863	-0.368176029078884	-0.686208384297801	-0.800943926118605	-1.62791352974678	-1.36184591236586	-0.68274328961487	-0.772137619147757	-1.06713494628185	-0.366923394744366	-1.09947606470355	-0.508969089514018	-1.23414910344318	0.137362249774521	-0.588436413359004	-0.0920394579219655	-1.18907903197686	-0.528792329506019	0.191088958565541	-1.40656840331199	-1.25559367526802	-0.289429044891292	-1.04911685539878	-0.855330519737394	-0.452196996597865	495	978	1065	651	776	860	640	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	0	0	0	0
SMYD1:::CCT	0.207560912616234	0.185216387303264	-0.176921758343576	-0.112189530513165	0.211576620118255	-0.000845435310646556	-1.5887839034392	-0.948543209610248	-0.805129391119399	-0.607501647898599	-0.884308225823494	-2.18988870364437	-2.18078672356513	-2.17388318870835	-2.21723899156244	-2.10572649991575	-0.177482307765337	-0.462855340860161	-0.719423988086058	-0.246240953756242	-0.581607160444207	-2.01403248950035	-1.17601333270153	-2.81947876155658	-2.25603479338156	-1.74248365194682	-0.922407840600934	-1.27491848115739	-1.81806332736003	-1.34705040480339	-1.06022320223614	-1.42832445054003	-2.02293389989679	-1.8863664088341	-0.3750596343757	-0.736846005542478	0.0523995326450611	-0.966853275578188	-2.17350482147921	-0.437521950182401	-2.00160860581737	-1.28453265123158	-1.28990607983782	527	830	1374	684	1156	1036	945	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	0	0	0	0
SMYD1_ATG:::AAG	0.0918597405986301	0.178011614783537	0.113450785626458	0.181757070481038	0.022952298548087	-0.0702156102081593	0.106570359844369	-0.101312301236037	-0.159399425943385	-0.629212425996828	-0.217791117483467	-1.09022154589128	-0.968655984150747	-0.859599510644105	-0.999560262071377	-0.845166907549086	-0.0669718115787001	-0.520651532370274	-0.757070480972647	-0.402954189781708	-0.528244984671072	0.100562252661621	-0.562206920151315	-0.835241529727183	-1.9509830806344	-4.23002845719678	-0.0640669615395413	-0.515127045129658	-1.11866655122416	-1.27126444007481	-0.789259400984392	-1.03207077580961	-0.100229270408148	-0.0946191993765349	-0.956440633640695	-0.609008699435815	0.0863026499715984	-0.20022898216307	-0.95264084206132	-0.45517859987488	-1.49557954700961	-0.751676879790511	-0.558473715734161	519	646	940	691	957	812	677	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	1	0	0	0
SMYD1_ATG:::CCT	-0.0103950365005832	-0.163615136269149	-0.685318329879192	-0.0851705009302676	0.209939416346679	-0.274004201794829	-1.15765677940839	-0.360611743626121	-0.104519634926255	-0.856415236571909	-0.608308817730926	-1.80933784659993	-1.88304683263577	-2.0468082319357	-1.94028556091475	-1.99340373025834	-0.927131412415784	-0.572850481677544	-1.01937399980863	-0.84862118824887	-0.859483794719254	-1.91047948873083	-0.689236997905642	-1.07713732431344	-1.64989165201072	-1.03879905680015	-1.04307432132495	-0.843882715362525	-1.94022886294674	-1.17970829611886	-1.06464284918541	-0.596085429436357	-1.08528858295126	-1.44833142333007	-0.717634204614717	-0.584940537817131	-0.16809396483789	-0.617502442452721	-1.9345764404689	-0.845492175374016	-1.27310890395216	-1.2143074089877	-0.886456035629906	568	743	1300	783	869	1002	782	promoter_candidate	0_0_1_0	0	1	0	0	1	0	0	0	0	0	0
SNTA1:::AAG	0.58033338308763	0.410448063527036	-3.18104125393888	0.493458847013126	-0.362816195479921	-0.475438366348859	-0.969865827227219	-0.261300914887622	-0.0790353988917161	-2.43547572392078	0.468448470839352	-0.288749479049126	-0.34302326703283	-0.216843455562073	-0.644531039041793	-0.304845389008369	-0.824881350695774	0.0855894286503678	-0.485071079916526	0.261940083628136	-0.175355703790719	-3.3413772368577	-1.41932894674881	-5.59405290674872	-5.51885506908552	-5.57999537454244	0.0558560659391098	-1.28683758245383	-0.332214019010144	-2.07263287942279	0.359198372674105	-3.69520924803483	-0.296676824733326	2.66102450789257	1.19794789710667	0.659119761500287	-0.422509253689978	-0.655445878817597	-0.359598525938838	-0.227555724424903	-4.29072190679664	-0.65532600845471	0.105241218746275	642	748	749	638	1508	780	457	promoter_candidate	0_0_1_0	0	1	0	0	0	1	0	0	0	0	1
SNTA1:::CCT	-1.28497557018718	0.212647892103788	-1.04302770473913	-2.26931958685182	-0.910244279587265	0.108143949460312	-0.954064442618563	0.0279711396638132	-0.0829247016483714	-0.703276139323086	0.538615580921884	-0.582525270924292	-0.791015240322984	-0.699244335276456	-0.733779846522414	-0.516039266706482	-1.97749774563645	-1.6853843895986	-2.45175964645485	-2.31709103332553	-0.590544554398952	0.0258797233942364	0.560375349212741	-6.20781231063838	0.602724469765932	-1.25655609602868	-0.820872490093214	0.0961286139738168	0.10817098874296	0.802065929982802	-1.13667559433112	-3.54162045660841	-0.693382336796303	-0.832997530847186	0.234654643955752	1.10931883234204	-0.864462549966882	-0.234735712600865	-0.664520791950526	-1.80445547388288	-1.25507777285883	-0.190236510344951	-0.744805369590822	782	651	840	1142	861	619	730	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0	0	0	0
SOD3:::AAG	1.26566155248635	1.66259485554422	1.00413845008486	1.20913117435623	1.2779109157178	1.3970515011357	0.846834661057235	0.80060856135181	0.841862157524291	1.4336648498192	1.19082900877939	1.04982700755894	1.13858636170042	1.25287667800952	1.22694547722956	1.24270642918558	1.43735236909782	1.63483553716703	1.53161797823219	1.48436850202501	1.54880912653924	1.32165183675003	1.42870416765356	2.13567023455334	1.16935751005397	1.63499802363687	1.54548746969062	1.43758391399587	1.02772675158265	1.13212217950848	1.59989379595204	1.03397432499835	1.56570368045365	1.88807454919967	0.259018615332881	1.73792922265462	1.30274807488753	1.02275984770639	1.1821883907368	1.52739670261225	1.53807635452955	1.34856282214593	1.29694007852783	232	402	261	272	90	164	166	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1	1	1	1
SOD3:::CCT	0.805574108373241	1.04139376995085	0.762345339261935	0.815769582284915	0.978281453305151	0.674678957126585	0.236156983846978	-0.116846271214942	0.274891799910057	0.357383027096564	0.2652428400652	0.806301556275476	0.678371050023492	0.717729178602905	0.709286849992811	0.784005385601524	1.01128768557962	1.44560877371581	1.14753540726798	1.12446828105455	1.20899019383082	1.37831782197988	0.951994656009511	1.03940087750278	1.60980364651358	1.01273277710941	0.707579927621473	1.02618875384245	0.845394984986889	0.802251869996555	0.796152131869041	1.19983553531455	1.10170889837974	1.47408041236853	0.759840738800812	1.40909904843864	0.846340535050446	0.203365675940772	0.739138804099242	1.18757806828976	1.19844995582303	0.835513533663282	1.18891292666046	334	573	394	337	139	281	201	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1	1	1	1
SORBS1:::AAG	1.73825688160193	1.84064590162577	1.50257036214151	0.799129281586081	1.47909047860597	2.19370340121074	1.25577687393387	2.90341957678683	1.8096364627629	2.77473681238539	2.09149066590919	0.606381318905506	0.670717933625709	0.807175531647445	0.797551744433772	0.866254153902767	3.01821490130133	2.49542148799229	2.29611177630703	1.86141799163547	2.17383569271427	0.58069767089763	0.948977523311105	1.22516034235098	0.3468446825079	1.43241591828289	0.919559518317188	1.43294281040429	1.17307288270478	1.66988346184568	1.01346878997674	2.35841708487819	0.935822489815533	0.470714447349244	0.884190116473021	2.13033441624252	1.59223271779533	2.16701207835564	0.74961613650304	2.36900036999008	0.9068192274701	1.24178549264973	1.3558957109517	187	181	389	149	209	181	160	promoter_candidate	0_1_0_0	0	0	0	1	1	1	1	1	1	1	1
SORBS1:::CCT	1.29443677418761	1.51660683563851	0.732707523813858	1.43943254765428	0.878975217478525	1.2523272832363	1.37588517898189	1.47600568062698	1.78560543549512	2.4673774926171	2.11904552307651	0.324503878047887	0.283076155439177	0.303364150611467	0.137997412450519	0.0545991492670303	2.29698023522975	2.0205788719709	1.86246165594603	2.34416444147041	1.8229579126582	1.04462297234513	1.71007434657195	0.801021088327013	0.220944488207894	1.7869330669221	0.710173193432413	-0.208763160963881	0.497956307246571	1.25683111645354	0.707198976225924	1.14647861723868	0.536006039051274	1.46907062534786	1.45245295347197	1.08879250065919	1.18574769700151	1.84478386215952	0.220708149163216	2.06942862345506	1.11271919247482	0.592679286478913	1.1385601471538	256	235	540	185	160	349	209	promoter_candidate	0_1_0_0	0	0	0	1	1	1	1	1	1	1	1
SORBS2:::AAG	-1.17272603751158	-1.19319552736286	-2.2439818106854	-1.77335332479347	-2.43871332108807	-1.80241613915884	-3.05643702485756	-1.64120113118873	-2.66114558180735	-1.59658536321687	-1.40450589769976	-1.37541727595626	-1.46248515064676	-1.47407010566334	-1.402389844715	-1.27715994343077	-1.8177302481158	-1.68754961995475	-1.04113186828338	-1.25428303718705	-1.95937614702613	-0.63381275106572	-2.03280312834102	-7.32459019251353	-2.14744610616806	-0.646114223137855	-1.45095675385946	-2.3573806936569	-1.37382563848367	-1.9660966229888	-1.52053868697526	-2.29087276801336	-1.11631701558646	-1.63818765945011	-1.9473161218285	-0.75978870405712	-1.7707310267667	-2.07197499975406	-1.39830446408243	-1.55201418411342	-2.55695328024524	-1.73375967919282	-1.55049645378711	1145	1233	1105	1028	1327	1196	1041	promoter_candidate	0_1_0_0	0	0	0	1	0	0	0	0	0	0	0
SORBS2:::CCT	-2.32800528211697	-2.20130009259872	-2.81749060241299	-2.37569871126725	-2.95461153626869	-2.74313868500422	-3.46827990486111	-2.91061372801758	-2.5891844222302	-3.25121855826168	-3.17375491976829	-2.30801168689263	-2.27721324214817	-2.29216266876858	-2.23314428911749	-2.26703282574181	-2.55387542226553	-1.3478154905073	-3.10600959571145	-2.57113131581821	-2.09307550948735	-1.10611158397194	-3.06111117762931	-2.21880719781841	-1.64264567786517	-2.2086906410555	-2.04143977199944	-2.06645558579692	-2.12010088106459	-2.21764190911341	-2.19438998255714	-1.60767920252443	-1.81901941697837	-1.42690256246849	-2.01115864383564	-0.688255112075233	-2.57004081827814	-3.07861030662777	-2.27551294253374	-2.33438146675797	-2.04747325566806	-2.1280056261063	-1.51060298757643	1470	1508	1410	1400	1178	1352	1029	promoter_candidate	0_1_0_0	0	0	0	1	0	0	0	0	0	0	0
SPEG:::AAG	0.0348694363012704	-0.0863452875099104	0.189858391788983	-1.19786489127716	0.351650512622734	0.795633807810859	-0.941399951741753	-0.400021569041935	1.21372921362769	1.69839204452267	0.122357592703192	-1.41401925076415	-1.56342255312697	-1.521880102856	-1.7464315219017	-1.71730145640833	0.267093643116357	1.40264926502474	-0.230145217842622	-0.574040429497238	0.799531743962	-2.28026097002605	-0.23081837128382	-6.43003341987409	-1.05542483522849	-2.09028032576299	-2.66376906215186	-3.90064943906788	-1.52966568554448	0.472906779518715	-2.11017939715198	-4.53118976116021	-1.21292700896002	-3.61106761073447	-3.86814186962669	-6.1657469359189	0.014633661622796	0.338611466013972	-1.59261097701143	0.333017800952646	-2.41736358443509	-1.9462713608795	-3.87781463728006	537	535	1169	513	1296	1277	1525	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	1	0	0	0
