A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled	K_1_ratio_scaled	K_2_ratio_scaled	K_3_ratio_scaled	K_4_ratio_scaled	K_5_ratio_scaled	LA_1_ratio_scaled	LA_2_ratio_scaled	LA_3_ratio_scaled	LA_4_ratio_scaled	LA_5_ratio_scaled	LB_1_ratio_scaled	LB_2_ratio_scaled	LB_3_ratio_scaled	LB_4_ratio_scaled	LB_5_ratio_scaled	mean_log_A_ratio	mean_log_S_ratio	mean_log_L_ratio	mean_log_V_ratio	mean_log_K_ratio	mean_log_LA_ratio	mean_log_LB_ratio	A_rank_value	S_rank_value	L_rank_value	V_rank_value	K_rank_value	LA_rank_value	LB_rank_value	group	group2	A	S	L	V	A_DESeq2_Active	V_DESeq2_Active	L_DESeq2_Active	S_DESeq2_Active	K_DESeq2_Active	LA_DESeq2_Active	LB_DESeq2_Active
MYH2:::AAG	-2.73347486479165	-2.27003897972631	-1.16978863543613	-2.11243417626183	-2.25464686000964	-2.44703363881195	-2.50517498035293	-2.08899379764047	-1.28684766640028	-1.00715781721858	-2.33250255275088	-1.78577141320147	-1.78262247973522	-1.75203134613842	-1.67910007283873	-1.4330869221807	-2.19362012130445	-2.31233821774523	-2.36028963173262	-1.11786107882192	-0.889670782119877	-1.37290604310832	-2.41787014161998	-2.43300253946591	-0.966857726987637	-3.42217484497138	-0.823055546453407	-1.48225057429297	-2.39477035815842	-1.34638813623042	-1.63189647523208	-6.66133417505021	-5.3077476427053	-1.53276141288824	-2.11771087916996	-1.3576187192527	-2.16456952583958	-1.84413536287263	-1.68652244681891	-1.77475596634482	-2.12256225923064	-1.53567221807346	-3.39543456581328	1326	1147	1202	1126	1207	1131	1501	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0	0	0	0
MYH2:::CCT	-1.94284919704171	-2.74609850688177	-2.23469287451247	-2.42430926665999	-2.63660370714844	-1.58259820053985	-1.94947984015003	-1.66278619141016	-3.45924165882744	-1.665667244355	-1.93606044822289	-2.81987322389513	-2.74534796466147	-2.84603117581918	-2.7924861548873	-2.65596615065736	-1.75978661375312	-1.57247715986477	-2.0855287821057	-1.76591438649881	-1.75428801871893	-1.95924197799876	-3.13562515517535	-2.12939013928712	-2.4072790473091	-1.64088973679193	-1.90453842309427	-2.03415924025243	-2.28162153404794	-2.9843947786513	-1.87759340676481	-1.23092674229468	-1.88713152893589	-1.42741678693376	-1.72323849885022	-4.82759403316066	-2.26119195879737	-2.1346470765931	-2.77194093398409	-1.78759899218827	-2.25448521131245	-2.21646147656215	-2.21926151803504	1367	1259	1509	1133	1249	1392	1308	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0	0	0	0
MYH6:::AAG	1.4134189580524	1.82991393168042	1.13942580272386	1.55046835880698	0.87343781145873	1.32332032964495	1.92088804298768	1.13522320240039	1.80137209003511	1.84165744213337	2.275395891386	-0.0040767171768728	0.139638464960349	0.155415300585047	0.176136984345877	0.215594667267376	2.17313646572561	2.45112656788725	1.93077689639828	1.81509645542763	2.34964756487981	-1.8903577682498	-2.48006175803117	-5.26002613041601	0.38068383720514	0.36675980964593	1.54201978983752	1.71590532695668	0.156425992876853	0.854227360547434	1.3412644189047	0.690538882512367	-1.63255149750032	1.45252736405327	0.371430248963657	-0.156368032327349	1.35499753206122	1.79490733378851	0.136541739996355	2.14395679006371	-1.77660040196918	1.12196857782464	0.145115393140326	223	245	579	171	1062	211	449	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1	0	1	1
MYH6:::CCT	-0.00126294416038226	0.166979160409341	-0.624844004557796	-0.491396401634297	-0.934456143951119	-0.00119138322557398	1.53014294394989	0.577223167959072	-0.0212022547609974	0.297330042813993	0.824878022695313	-1.2996026217261	-1.19571321988864	-1.33504282307386	-1.25826304411875	-1.10304726511557	1.00955179062437	1.70214802007233	0.617757602455585	0.574575237354467	1.27348041794666	-1.37314773224534	-1.28108997293659	-5.38098261055246	1.23673059238825	-2.48563396324762	-0.235430015399492	0.453037618696713	-0.41504115243604	0.596991055634344	-0.154818738144355	-0.43953225318759	0.317969537105219	1.92514608331977	-0.0918710575545164	0.310626827740013	-0.314361952853304	0.641674384531453	-1.23833379478459	1.03550261369068	-1.85682473731875	0.0489477536702339	0.404467827484579	611	478	1055	365	1099	533	384	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1	0	1	1
MYH7:::AAG	1.59598470232838	1.02725307270843	0.731960746725228	0.689356055557422	0.721680115692857	1.1946707165449	1.51587109088499	1.66793275145093	2.61121801976476	1.898464351269	1.70527819600504	0.183333744108012	0.225866292976999	0.128676751094228	0.120698621079915	0.246455328656793	2.42365659131392	2.25447703844206	1.75834800786177	1.75761114688404	2.08989207017266	0.16156692089723	0.090562793120351	0.629727671172103	-0.522814009673552	0.241063538369327	0.361278107901492	0.572348991497556	0.583329921415641	0.276051517767901	0.124325195863506	0.562605052753597	-0.226170810408133	0.949210953579553	0.61892763196043	0.555310193437107	0.993484234926202	1.87975288187494	0.181006147583189	2.05679697093489	0.120021382777092	0.38346674688922	0.491976604264511	302	230	557	187	396	413	361	promoter_candidate	0_1_0_0	0	0	0	1	1	1	1	1	1	1	1
MYH7:::CCT	0.545842577842142	0.696354761575499	0.403296110562261	0.71207326532383	-0.0300744490368457	0.668262444251316	1.61340259971525	0.849977601170307	1.27693300665018	1.37731377938464	1.38594897563143	-0.62792658339577	-0.715748580956787	-0.76871164668723	-0.826362081047634	-0.662544017272937	1.6950992079919	1.98873885144218	1.08163479350713	1.33664848487203	1.54389831116613	-0.268417285404478	-0.696864497561584	0.101683926224303	-0.298220067097255	0.664832683831391	0.710632895472498	0.41969413037006	-0.329248499894013	-0.44016435419333	0.211693927665494	0.756978028521198	0.277859902615446	0.312501059766529	0.157647893494901	-0.525532272271454	0.499292451753034	1.30071519251036	-0.720258581872071	1.52920392979588	-0.0993970480015245	0.114521619884142	0.195890922425324	411	337	855	270	441	508	438	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	1	1	1	1
MYH7B:::AAG	1.63526754323681	1.76189579605002	1.52783894561609	1.43639991487034	1.66241749496531	1.59873677746111	0.358326095157156	0.459223591408784	0.308052438944885	0.418594909495947	0.547656061819302	-0.273972035436142	-0.248038235146845	-0.246371614238467	-0.15890048484005	-0.138597348040558	2.53457650229945	2.38962228854277	2.25806634245266	2.37247955169325	2.44403668580248	-1.36195201718796	-0.361728436508412	-0.707562095434662	-1.70561845776124	-1.69776061757864	-0.441442237369928	-0.305555489863162	-0.478439922210564	-0.30455123151302	-0.564353726116112	-0.106250845785085	-0.469317269693739	0.259754031821024	0.438913170642881	-0.153052294878156	1.60375941203328	0.418370619365215	-0.213175943540412	2.39975627415812	-1.16692432489418	-0.418868521414557	-0.00599064157861478	184	519	693	145	825	702	491	promoter_candidate	0_1_0_0	0	0	0	1	1	1	1	1	0	0	1
MYH7B:::CCT	1.46040922639405	1.54894818998952	1.35967356909446	1.17691578477143	1.33153941241725	1.30882804448122	0.359929857143159	0.0542797828794023	-0.281779302346174	-0.443568900792113	-0.399877098732242	-0.952392330965135	-0.998998228390481	-1.14540258562134	-1.09311832723778	-1.04980098566354	2.45477888498432	2.41325936579808	2.15718044949497	2.25062534877939	2.41928687913969	-1.13075779336817	-0.484744341296646	-0.657269247617139	-1.36377173953736	-1.24796605135151	-0.791925336592983	-0.440394950186474	-0.800707699181097	-0.727698466489264	-1.28264241719589	-0.691344883941369	-0.557382695114451	-0.351518636034176	-0.761881333782396	-0.12133426968661	1.36438570452466	-0.142203132369593	-1.04794249157566	2.33902618563929	-0.976901834634163	-0.808673773929141	-0.4966923637118	221	633	973	153	747	839	655	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	1	0	0	0
MYL1:::AAG	3.53073593961134	3.30622523609634	3.21460342030197	3.00740883675061	3.34160998809278	3.35617364112635	4.18750250244565	4.34182901542028	4.08543400608703	4.38278989694168	4.36734736197128	0.339634474429838	0.348905031046675	0.5444048650811	0.596501989231064	0.50616404752101	4.29221846378948	4.25135425293758	4.13104451190214	4.15422795872315	4.25874323793255	1.43049987208649	0.91783164261149	-0.846977825411598	0.161320176975942	0.783668108354365	0.53802319114715	0.315607244346615	0.52375803524819	0.752124804379558	0.518644978281923	0.495487453110349	0.857219835391952	1.03407560753639	0.454278408773821	0.329447857071708	3.29279284366323	4.27298055657319	0.467122081461937	4.21751768505698	0.489268394923338	0.529631650680687	0.634101832376843	12	12	463	3	310	375	322	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	1	1	1
MYL1:::CCT	3.06804632634585	3.14245573260796	2.74420816167581	2.68856000167169	3.01678118804642	2.90129744233846	3.78254039436129	3.37980499536812	3.22378156783282	3.58265953102714	3.7745903114999	-0.606788265249495	-0.542586109991668	-0.496108510128842	-0.420084233363854	-0.499679178715524	3.84252000116162	3.69921697396004	3.55710446192126	3.57350776361001	3.73757723473771	0.26910451922079	0.0238191985771324	-0.388640773692151	0.17663187430095	0.743511257261832	0.0160803442780289	0.257785790295205	-0.145475343012056	-0.0216903934570111	-0.251191606563017	0.480045871115398	0.286009398027046	0.645604055378858	0.634384243918897	0.448001034766555	2.9268914754477	3.54867536001785	-0.513049259489877	3.68198528707813	0.164885215133711	-0.0288982416917701	0.498808920641351	26	43	788	23	383	559	360	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	1	1	1	1
MYL2:::AAG	1.79471282938865	1.86321086801503	1.53427620988789	1.51328081699449	1.45156783222102	1.76791007209163	1.01255237505346	1.62530412362422	1.15205867278708	1.10985282395988	1.05202802622629	-1.03722886185954	-0.95243477520832	-0.832103950278564	-0.902964202872261	-0.782885056997706	2.47648041077326	2.03131677059346	2.19486496921078	2.04032361711463	1.94623868019285	-0.0228972853432584	-0.663926898416123	-1.23316434988093	1.66000570855258	-0.0962985287913464	0.289617592167591	0.188523992319065	-1.02335048495221	-0.439138116242874	-0.141472361974405	-0.0458269101484922	0.177987709711147	-0.024640080476853	0.109186441951361	-0.615900257833499	1.65415977143312	1.19035920433019	-0.901523369443278	2.137844889577	-0.0712562707758146	-0.225163875736566	-0.0798386193592672	177	363	919	173	436	632	525	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	1	1	0	1
MYL2:::CCT	1.91494432307202	1.83829067814596	1.45591329300205	1.39400890569535	1.73748556115387	1.84327481708516	1.55358265949499	1.34045982624035	1.06359794447767	0.738658011627574	1.30364779225806	-1.84751151184057	-1.71433322353037	-1.85392973336081	-1.86415117834157	-1.69562019682394	2.60839720256093	2.69165854793998	2.380750208704	2.25088463355395	2.4638405587832	-0.518032535126936	-0.391338093306841	0.211121999557054	0.288440548149888	0.199888165717943	-0.397716705987409	0.0524379596469618	-1.34748054620351	-0.482646687003907	-0.558523501255164	0.281785852938516	-1.13858260083989	0.207437641262284	-0.520436833394739	0.216001436268103	1.69731959635907	1.19998924681973	-1.79510916877945	2.47910623030841	-0.0419839830017783	-0.546785896160605	-0.190758900753145	170	359	1245	134	431	746	561	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	1	1	0	0
MYL3:::AAG	1.82308169946445	1.82004344312515	1.59888865052322	1.62001924440286	1.78803659169061	1.91640831674262	1.45372904543743	1.51284626954901	1.54851028097221	1.86036373458147	1.69611436499174	0.189586778681176	0.140222343224358	0.15664330336516	0.148461371901218	0.134283889764372	3.31921151998886	3.37216702778157	3.02485920202716	3.21308454286567	3.26981373392671	0.00977665222893041	0.797427863376063	-0.481774310196296	0.200731588270733	0.47022280687696	1.04180155674127	0.987542852070324	0.392241732723288	0.775787698998589	0.971078203468173	1.53267015095784	0.465203787193542	1.13074898891522	0.839311979794203	0.72975797484062	1.76107965765815	1.61431273910637	0.153839537387257	3.239827205318	0.199276920111278	0.833690408800328	0.939538576340286	157	268	569	52	377	282	256	promoter_candidate	0_1_0_0	0	0	0	1	1	1	1	1	1	1	1
MYL3:::CCT	1.44260119169639	1.24004752498211	0.945365035109754	1.0554637398488	1.28826928197008	1.45706392436374	0.656161410065418	1.41036033238916	1.29611481815811	1.21472814796917	1.13568276730487	-0.365411979716331	-0.562292640564866	-0.598719589241571	-0.679861576626631	-0.623012311676362	2.99059702131287	3.12513494035768	2.77086776833899	2.6494222929241	3.13825650373947	-0.537356527193638	-1.06010556342196	0.191529870104718	-0.0112380286046855	-0.455342788708526	0.745653684593356	0.233501246557801	0.0718092923245929	0.330188400766693	0.336412439706873	0.813625153274328	0.547778305492782	0.612895270260871	0.416654727629604	0.40058804289933	1.23813511632848	1.14260949517735	-0.565859619565152	2.93485570533462	-0.374502607564818	0.343513012789863	0.558308299911383	241	374	804	79	536	428	339	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	1	0	1	1
MYL4:::AAG	0.922138266855654	0.33606180769979	-0.116626813313441	0.243991162640164	0.434792282985244	0.70263737806805	-0.162439610261447	1.12005792863404	0.387522240462687	0.318125520768583	0.516009532501173	-0.735522859370617	-0.817470126643556	-0.680338676354945	-0.779728860765741	-0.713101222002474	0.936130957225219	0.614031874617586	0.280595357122056	0.573975120432672	0.862709523720327	-0.712145886926513	0.212378711150163	-1.39573558136737	-1.29590257882911	-1.60556098872391	-0.834462429277931	-0.540541489719304	-0.89619109366101	-0.590502036235335	-0.654526186619772	-0.636637166780472	-0.676645255406619	-0.970304420258543	-0.111500524473383	0.0675117480665686	0.42049901415591	0.435855122421008	-0.745232349027467	0.653488566623572	-0.959393264939347	-0.70324464710267	-0.46551512377049	428	515	864	449	744	801	644	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1	0	0	0
MYL4:::CCT	0.273914235847928	-0.389955546555165	-0.514133066088587	-0.227369064775911	-0.0925812073075735	0.218907156405618	0.139781373608928	-0.884219053217008	-0.212575177488748	0.0409919216839239	-0.329794362880645	-1.68439633369875	-1.62109903867371	-1.85306812389033	-1.67281795755167	-1.68460686135503	0.0570151487292051	0.357360530153506	-0.271674366962994	0.0246619204094287	0.493389263299723	-0.854802578311502	-1.05876713460549	-1.86857186299615	-1.50619623642085	-0.925904975323715	-1.89957122353127	-0.853806050909033	-1.15375567374717	-1.8565022134039	-1.70482271403201	-1.57069999996868	-1.95575553945413	-1.51904606190767	-1.52370793457539	-1.31752888415638	-0.121869582078949	-0.24916305965871	-1.7031976630339	0.132150499125774	-1.24284855753154	-1.49369157512468	-1.57734768401245	558	657	1212	559	855	1115	1049	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1	0	0	0
MYL7:::AAG	1.95947831181929	1.94689886465603	1.69698194145772	1.63473451937853	2.28864116855956	2.07081076235689	0.985545191975457	1.170558899362	1.10539578147247	1.18053937413009	1.15615552524263	-0.929631580698054	-0.82576034167605	-0.806629756673614	-0.770305303989807	-0.6561228953605	2.17205786801715	2.07277018301254	1.91105306497686	2.22707270630639	2.1381238665809	-1.31262431092384	-0.0403222858487344	-0.285490660483695	-0.922309406295056	0.22158379940556	-0.899347246454213	-1.74705116085714	-0.834568415513961	-0.689963404793305	-0.884850219324368	-0.854382487594424	-1.02594123426586	-0.520634507405051	-0.708247940242149	-0.721070195719461	1.93292426137134	1.11963895443653	-0.797689975679605	2.10421553777877	-0.467832572829154	-1.0111560893886	-0.76605527304539	127	380	882	177	563	925	738	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1	0	0	0
MYL7:::CCT	1.9702397886567	1.99997895478307	1.63901061699602	1.45632745707618	1.77953266135265	1.86634401797054	0.795451563889745	1.0630911593186	0.525552204659455	0.94945843708057	0.967580891734469	-1.20935944091667	-1.31564989292317	-1.29378667906631	-1.23442527375479	-1.18664182379816	1.86511671292585	1.76410619686748	1.47932018579636	1.85953824990295	1.91573363913482	-0.701548268104649	-1.62192700235409	-1.14893488858106	-1.47757858355251	-0.9094360343307	-0.982576713647909	-0.768444694423106	-0.842670416825996	-0.983146848832099	-1.06981359436469	-1.37113494923224	-0.644719881458843	-0.439434936451513	-1.20020474555296	-1.06423742982014	1.78523891613919	0.860226851336569	-1.24797262209182	1.77676299692549	-1.1718849553846	-0.92933045361876	-0.943946388503138	153	431	1059	220	829	887	805	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1	0	0	0
MYL7_ATG:::AAG	1.61374321035504	1.47188721975548	0.803481400916157	0.989108708611517	1.50769788448176	1.35305582837661	0.0236202839062887	0.416487449430882	0.325547574037228	0.681618962094083	0.235827690908092	-0.773648641897385	-0.683011412526033	-0.611956616373006	-0.5979993903096	-0.55148924766341	1.68500659736722	1.63722566246407	1.29452121231948	1.67545938117804	1.69113280121037	-0.824688799971132	-0.210015478778738	-1.42231772432175	-1.21336383745942	-1.55001734236839	-0.62780850710939	-0.682753552989863	-0.688869570212237	-0.58181123744467	-0.800559503678839	-0.224311880725272	-0.953799290452288	-0.307189912100404	-0.753191520982791	-0.404372270437735	1.28982904208276	0.336620392075315	-0.643621061753887	1.59666913090784	-1.04408063657989	-0.676360474287	-0.528572974939698	233	536	831	254	774	790	665	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1	0	0	0
MYL7_ATG:::CCT	1.50229739643334	1.37236213355966	0.8408607226195	0.961381949325448	1.38334345546777	1.13697822750444	-0.25846059956499	0.0486912083922599	-0.201328294483678	0.138703014248062	0.603133931108418	-1.3375169770687	-1.39914140692729	-1.33496767437702	-1.33199169394453	-1.22670761374813	1.4898354509679	1.52611083457975	1.30495447226072	1.18553796949155	1.48309633883721	-1.25478777917898	-2.02220705628018	-0.0599399408905033	-1.86387666771429	-1.03223868059112	-0.977239117299345	-0.723645950807651	-1.34747847684564	-1.27725055449251	-1.32522909719137	-1.14210408386966	-1.11342595498929	-0.387915930076357	-1.21786942325771	-0.463283036417987	1.19953731415169	0.0661478519400144	-1.32606507321314	1.39790701322743	-1.24661002493101	-1.1301686393273	-0.864919685722198	251	595	1086	294	858	973	777	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1	0	0	0
MYL9:::AAG	0.960491750119225	1.45322175249682	0.673234784284278	0.905802603515482	0.990725946971165	1.04178424867075	0.236524683583321	0.707104694092856	1.7537933160887	2.08393066825455	1.73375650279898	0.608507920245964	0.696397257542024	0.815494918456355	0.870515709065425	0.928446672730173	1.277426048531	1.12582685973747	0.778409015501906	1.16816839910641	0.928306495304828	1.57791124307215	2.28965918391698	-3.28244776665148	2.29539931670405	1.83493473053237	1.32382671949413	-0.890688526070208	0.801073268782296	1.90861784200026	0.678693583892206	1.09257872891975	2.37135703837882	0.366044090832201	2.5532370243594	1.1470329490328	1.00421018100962	1.30302197296368	0.783872495607988	1.05562736363632	0.943091341514812	0.764304577619735	1.50604996630459	301	336	377	359	203	297	134	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1	1	1	1
MYL9:::CCT	0.917931396465924	0.828231728612731	0.701772115813514	-0.541698160051689	-0.208487833603189	1.31344709327055	1.03419764207111	0.217558635879529	1.40068060465238	-0.61109260282429	0.252277057396316	0.732880664446427	0.552153375759632	0.550210556286695	0.636858277618926	0.712359975461406	1.45411501852951	0.206362261328785	1.18345885915898	-0.0164314606547238	0.719176725430302	0.734367695533717	-4.88905881415651	1.46742694394137	1.01111747057559	1.81464631590515	0.825699685341872	-0.0801746368957634	0.643614578921677	0.705133348495868	0.977284899663675	1.51211181128962	1.80834575086703	0.231771846099788	-0.632551009680073	1.16558591994083	0.501866056751308	0.458724267435008	0.636892569914617	0.709336280758571	0.0276999223598638	0.614311575105466	0.81705286370344	410	510	423	436	417	337	276	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1	0	1	1
MYLPF:::AAG	1.63419425017817	1.71405291678205	1.36812703504042	1.48052257019952	1.60270456359346	1.6148471758116	3.40516029969653	3.33090850295026	3.14360219145613	3.41746902966502	3.19847421099155	-0.0611415850583295	-0.0103871587892039	-0.111729244182466	-0.00866174983164767	-0.120686760361679	1.76536231338652	1.8053235301793	1.62618792108907	1.73042887334206	1.97692518552434	0.532303958754065	0.620948304253772	-0.970981474259947	-0.507610966402337	-0.0169321329866127	-0.773774842762642	-0.125125613367151	-0.333360516850836	0.237693919833714	-0.201833831715249	0.0163393327480497	0.291750295305882	-0.485242513560927	-0.133949999551974	-0.347947649386913	1.5690747519342	3.2991228469519	-0.0625212996446652	1.78084556470426	-0.068454462128212	-0.239280176972433	-0.131810106889176	193	58	651	219	435	635	540	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	1	1	1
MYLPF:::CCT	1.06100235467703	0.923928681023306	0.712567887067249	0.779149812518853	0.857925790785984	0.984672030367898	2.21482191052934	2.5768048806361	2.60226216429101	3.20736796887895	2.26849847825978	-0.618441833929484	-0.574510832437239	-0.684669328416953	-0.753276534189944	-0.907193140154236	1.45604991428623	1.28655944506715	0.783330918000644	1.18488255758258	1.51601175184485	-1.28279482540501	-0.837154520637179	-0.670835280234191	-1.00925340866762	-1.46704919888685	-0.442704174587576	-0.745520211847841	-0.610766307230741	-1.02872650423918	-1.18188679864167	-0.545240530999622	-1.03026341189015	-0.964038332224626	-1.47987724885645	0.0552571204401077	0.886541092740054	2.57395108051903	-0.707618333825571	1.24536691735629	-1.05341744676617	-0.801920799309401	-0.792832480706149	323	131	850	325	779	838	749	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	1	0	0	0
MYOM1:::AAG	-1.0851838164964	-0.800580322891664	-1.03323693662063	-1.01938582454806	-1.09159283854767	-0.951836954210404	-1.02517027430428	-0.856642987500174	-0.193742408509847	-0.486173336867135	-0.297859873571611	-0.453577833595337	-0.440386558642942	-0.394451386078883	-0.356858463237959	-0.314974114632047	-0.481206244853545	-1.11801369652963	-0.536331894047577	-0.466557295639546	-0.806093783945091	-1.28921828903657	-1.56319955633764	-1.60608566713949	-1.15806525070562	-1.57899322717966	-1.38031012070653	-0.898855746303373	-0.669977809210463	-0.616282721915281	-1.4318417934138	-1.03317878674011	-1.93718268778532	-1.02421430909162	-1.43153489401292	-1.27112946169346	-0.996969448885805	-0.571917776150609	-0.392049671237433	-0.681640583003077	-1.43911239807979	-0.999453638309889	-1.33944802786469	827	728	759	733	936	919	963	promoter_candidate	0_1_0_0	0	0	0	1	0	0	0	0	0	0	0
MYOM1:::CCT	-1.2810174350736	-1.57145937286309	-1.41393528839839	-1.43222249038099	-1.1615578362551	-1.31532094477416	-0.914511981677236	-0.914784925525102	-0.656467752270235	-1.00854906785144	-0.946948553341945	-0.829324153989922	-0.84141478496581	-0.876954547326575	-0.842408993993586	-0.794335898337462	-0.63007376805329	-0.777191762676166	-0.761911348141711	-0.786415639816701	-0.789589946586782	-1.87308205230632	-1.73360611022041	-1.29511491569602	-2.75499354385535	-1.92378482782506	-1.70240862769877	-1.78255863643989	-1.02255641305062	-1.43831396749457	-1.76247585835977	-1.45797629517162	-1.8035205513809	-2.42201281693991	-1.45439087377076	-1.41905309004141	-1.36258556129089	-0.888252456133191	-0.836887675722671	-0.74903649305493	-1.91611628998063	-1.54166270060872	-1.71139072546092	956	803	890	745	1129	1132	1105	promoter_candidate	0_1_0_0	0	0	0	1	0	0	0	0	0	0	0
MYOM2:::AAG	1.12419319581161	1.07795603510451	0.769680667938659	0.901413962660151	0.647707170403354	1.07608765960602	2.58099146194585	2.56877408228756	2.78918682242076	2.61718555359308	3.08041742809791	-0.192017007312685	-0.126337435228308	-0.0335421966395056	-0.00972678451873613	0.117110961564801	1.56778522006363	1.51746380949355	1.3140114300256	1.29309652623724	1.32667178446732	0.902313110720972	0.462036190601859	1.38053738618533	1.10011054804473	0.842701364540384	0.364487034363245	0.133115922860629	-0.0185609752919836	-0.0689137963780507	0.0369249671063796	-0.441149532682939	-0.239582186069349	0.400969432066674	-0.218287296263946	0.203486340526538	0.932839781920718	2.72731106966903	-0.0489024924268867	1.40380575405747	0.937539720018656	0.0894106305320439	-0.0589126484846044	317	115	645	293	205	520	514	promoter_candidate	0_1_0_0	0	0	0	1	1	1	1	1	1	1	1
MYOM2:::CCT	0.611474148041107	0.479430066778533	0.6488800944939	0.583902526009629	0.677681805217026	0.576871409464032	2.57573182351652	2.15318055371695	2.67018975602089	2.76628975006146	2.48715828472457	-0.889072957643156	-0.941283271280886	-0.927120530455245	-0.91802293304947	-0.775968900278732	1.26272071181356	1.03259718774238	0.937336908515516	1.00311848180261	1.18109989396342	1.26526982130273	0.631594483766971	1.18069989907726	0.993618168028765	0.817576789775785	-0.238219741672892	-0.252070409129322	-0.711865527658499	0.0539409842832993	-0.433896086047254	-0.414374153597984	0.00526118511382996	0.18939478222561	-0.0886560785718924	0.127112159105331	0.596373341667371	2.53051003360808	-0.890293718541498	1.0833746367675	0.977751832390302	-0.316422156044934	-0.0362524211450211	391	133	916	358	194	660	505	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	1	1	0	1
MYOM3:::AAG	1.31110295636831	0.776364648997669	0.885383888381339	1.2182016111554	1.27231420099936	1.41600741159488	0.932943300011262	0.405637977272993	1.20315090350708	0.80374298969236	0.359434381064225	0.406064767639298	0.458508154346225	0.438166795769689	0.541651733333678	0.574286972415066	1.46696324596576	1.47620417886238	1.68204723444474	1.81618904725629	1.75214255612928	-0.273104386859389	-0.64898230812488	0.106398414697254	-1.27635017638101	0.395474850208248	0.488400302834618	0.121703118460642	0.465771636008308	0.259582068174524	0.0938892741257824	1.02578081501661	-0.153744590106653	1.10028478603065	-0.0983201532063827	0.422086311510792	1.14656245291616	0.740981910309584	0.483735684700791	1.63870925253169	-0.339312721291956	0.285869279920775	0.459217433849004	265	457	459	243	522	452	371	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	0	1	1
MYOM3:::CCT	1.10174370348571	1.23271301635976	0.698318029299276	0.942530455959798	1.19719852365591	0.978777062521006	0.918807144286171	-0.0866123438858309	0.658139598021107	0.539852588152073	0.495332754324412	-0.256159460133068	-0.376478058273492	-0.451200228174909	-0.344169346587398	-0.328894850269098	0.136937573123268	1.33422740451751	0.878721019063653	0.964641094204365	1.39570148473163	-1.14494422733153	-1.33454565883165	-6.08505309045668	-1.00209839193628	0.892617058608168	0.254436879981165	0.276301238741019	0.0184445950593001	-0.0504231887954451	0.475097342043934	0.0695916915466005	0.225827355053843	0.079057971715222	0.325203301654802	0.0931471974510874	1.02521346521358	0.505103948179586	-0.351380388687593	0.942045715128084	-1.7348048619896	0.194771373405995	0.158565503484311	294	505	746	386	1047	479	448	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	1	0	1	1
MYOT:::AAG	-1.36341773180587	-2.75697929741888	-1.8787435003251	-2.04722407782585	-1.40977192654829	-1.00403709211255	-0.33760490686705	-0.097743964757394	0.746024202171841	-0.220580119606269	-0.604173448825062	-0.978631143874745	-1.00307021986881	-0.885225298356099	-0.769245241871104	-0.766527923301371	-0.974494343264038	-3.84663129149352	-3.00536455206183	-3.65713020298985	-2.6504416492309	-3.18516794418041	-1.29392224179395	-7.83880774799459	-7.76360991033138	-5.43687938749645	-1.5841484597747	-1.18311807927815	-1.61361243024374	-0.868108275760829	-0.861627412454053	0.388111540260346	-7.81485343480461	-0.749275505148575	-2.94409238970955	-4.33464293458715	-1.74336227100609	-0.102815647576787	-0.880539965454425	-2.82681240780803	-5.10367744635936	-1.22212293150229	-3.09095054479791	1131	624	912	1530	1538	1004	1485	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	1	0	0	0
