L_1	L_2	L_3	L_4	L_5	L2_1	L2_2,	L2_3	L2_4	L2_5
CLDN1:::CCT	0.49436969377474	0.618816086027002	0.551638040443011	0.648416047649543	0.717695411937816	0.416011380454916	0.54034681435477	0.422587603814785	0.544217130942457	0.435298017229159
CLU:::AAG	-0.982054313911599	-0.877833738329296	-0.95303111554473	-0.943985778017324	-0.837577343274882	-1.32496243419278	-1.21820587987115	-1.34618464508083	-1.41215677631257	-1.36035300771852
CLU:::CCT	-0.471406539584119	-0.42090370263838	-0.538565315282798	-0.602065672891299	-0.43361495195001	-0.410014887230786	-0.260332716121897	-0.589771971280721	-0.598390356596779	-0.476590685779935
CMYA5:::AAG	-0.108977294857463	-0.144835653378237	0.21067313329402	0.232711227869453	0.431643731397153	-0.862661908007845	-0.543068767738629	-0.496048009624962	-0.500864231556852	-0.424024438846135
CMYA5:::CCT	-0.74326230201235	-0.625506129461635	-0.839358303844243	-0.684601320399719	-0.643927642630358	-0.852160808701232	-0.803230244882811	-1.28290015475305	-0.84719552088321	-0.326158448321719
CNN1:::AAG	1.2626296730678	1.44516326832046	1.44578798246606	1.59385854121714	1.54442358233981	0.92881208083806	1.05791610136096	1.18611980426003	1.22733589908899	1.16209416699485
CNN1:::CCT	0.769060656988673	0.794690714858522	0.762468189940836	0.831973410429518	0.805611127522019	0.683561957372291	0.829972355184323	0.784970660150819	0.996761945818637	0.829270996222316
COL18A1_ATG:::AAG	0.807783304579769	0.926662542549709	0.999888706884022	1.03800968270706	1.11658034543431	0.530732169191925	0.474467471247423	0.506683444032698	0.550728915466866	0.687579284827845
COL18A1_ATG:::CCT	0.133771172649255	0.166808544339635	0.1645785488795	0.206012075156853	0.295166063878847	0.0666083223587747	0.0316242421255686	0.203163534351392	0.136037567777305	0.290131853707158
COL18A1:::AAG	0.73316738154519	0.811298631678852	0.921166089447682	0.96636434312663	1.02825390985014	0.335303725184741	0.520629984606965	0.571960219073427	0.506893468047535	0.371081507454001
COL18A1:::CCT	-0.0257566005331709	-0.00830952186151821	-0.0294242686502954	0.0888681736892569	0.191722400930105	0.0172955887763869	0.0401396030629314	-0.00710569391652933	0.082760384576804	0.20929951305658
COL1A1:::AAG	1.84433244681586	2.00369161918603	1.96156291056053	2.10448451439052	2.0749514506358	1.51039170577577	1.41241396455362	1.67499740907373	1.37191159884716	1.34128997751608
COL1A1:::CCT	1.22758698037382	1.23009967381997	1.10328183875386	1.16291245485403	1.18529181987784	1.13552795862226	1.07215244059406	0.997386246903797	0.85289792850738	0.768306430073596
COL1A2:::AAG	0.89584049690719	1.0438740110201	1.02520921376441	1.07136278655586	1.15714981365488	0.848080367350641	0.836622692945255	0.891387128504946	0.746453025491034	0.880293963266042
COL1A2:::CCT	0.114411664210521	0.201507136002277	0.135013310861582	0.149368994001296	0.216155556213716	0.338960900892242	0.331490711119924	0.335784824775604	0.297378306962237	0.314499325409667
COL3A1:::AAG	-2.04837613342468	-1.8842663612124	-2.18853344905752	-1.96126930357351	-1.99125660128905	-1.8034237457348	-1.71462623758596	-1.98529496754688	-1.9285929584797	-2.09916762540333
COL3A1:::CCT	-2.78267996258645	-2.71276664769614	-2.99782844501508	-2.69865734639607	-2.80028597890033	-2.26961785686816	-2.11610964911035	-2.69258613901761	-2.08599072783455	-2.27066896693905
COL4A2:::AAG	1.41916876563788	1.55546817125649	1.48484115908004	1.54971095066725	1.49399145560326	0.937019684926571	0.552905574683482	0.649943069951969	0.780024802607734	0.561040272716714
COL4A2:::CCT	0.856478706902495	0.818593885358898	0.797967750496171	0.821334227170209	1.07436102339975	0.978040203097473	0.225859014699953	0.324805889309411	0.581908426263721	0.765257618757421
COL6A2:::AAG	1.05937835328964	1.19163810709124	1.39136706076849	1.36326818067213	1.45526478878137	0.156898152691884	0.267271206136969	0.351784753271995	0.755542586068008	0.625853338823744
COL6A2:::CCT	0.744065064710625	0.844047442829577	1.00078033905103	0.960201279316116	0.822404497899602	0.196818859504295	0.619222395361865	0.476994715169445	0.612887188919504	0.407838123829952
COQ8A:::AAG	-0.496405601213923	-0.334667163575125	-0.447839100965587	-0.39927841781647	-0.41908675451488	-0.972364891224068	-0.835311501105743	-0.979960569427661	-0.956882501036352	-1.25773427100461
COQ8A:::CCT	-0.813200086686373	-0.953099104135487	-1.15386154391501	-0.896075822588319	-0.839635240258866	-0.94793459423145	-1.08592947030354	-1.47025111448634	-1.28243740018898	-0.985373249424468
CORO6:::AAG	0.162403718588164	0.171174478178879	0.486597892861466	0.305034873764964	0.438524463303799	-0.105668592173733	-0.393101530133529	0.167378111058994	-0.253289425210342	-0.243028350250206
CORO6:::CCT	-0.533575254358162	-0.404863490737561	-0.514954405617325	-0.57198006159414	-0.419493195027156	-0.807546085551085	-0.713606462939688	-0.56177319988811	-0.75073372929768	-0.730264445142782
COX6A2:::AAG	-0.989954189394859	-0.969932230223923	-1.00640947693431	-0.829953105945965	-0.760526834924881	-0.955643777888914	-0.932376312404527	-1.05971534209601	-0.810039789301257	-0.89106361360797
COX6A2:::CCT	-1.9201006953737	-1.81081392225511	-2.0918427913643	-2.01606210011517	-1.92918042431768	-1.60557878419028	-1.3836529495998	-1.73463770651576	-1.67190194391986	-1.71430188507954
COX7A1_ATG:::AAG	-0.0985436086530152	-0.0329056356400273	-0.0073976120049368	0.0919157972566571	0.15402646316583	-0.545906613890338	-0.612587814243066	-0.513206762102639	-0.418078008078285	-0.465333279362608
COX7A1_ATG:::CCT	-0.65594255970685	-0.467718498504998	-0.599978115056317	-0.547820128318394	-0.508354193893415	-0.658613671635888	-0.778830726338418	-0.636872232567072	-0.759277761661373	-0.858385854489176
COX7A1:::AAG	-0.173290183913698	-0.432693593620503	-0.176741481149442	-0.198581285752541	-0.0696403144527082	-0.689571083023969	-0.903472782846884	-0.760983253355375	-0.871752864989826	-0.944598363298271
COX7A1:::CCT	-0.653792832635774	-0.889755159924365	-0.866393596798432	-0.84183954107783	-0.715941739220048	-0.716737689851485	-0.865534013627963	-1.07274457448586	-0.878438772006308	-1.02904290729017
CP_ATG:::AAG	-0.417269375955626	-0.380703405602155	-0.425107215432356	-0.53489892210615	-0.48550974629149	-0.159207889893191	-0.0843805294914551	-0.369163161544253	-0.46377687644647	-0.486844505098364
CP_ATG:::CCT	-0.453209391424274	-0.305671493649901	-0.5201802441625	-0.693825304806361	-0.587070929614142	-0.00738061950722604	0.218002437947374	-0.0394945701449505	-0.212818322016274	0.0378711318171084
CP:::AAG	-0.627123636459665	-0.584507634099011	-0.819355498768822	-0.690431292034916	-0.627096315358771	-0.349977369985597	-0.181493132995358	-0.499737085309313	-0.331160793888351	-0.590584691172966
CP:::CCT	-0.775804047915995	-0.606587329535588	-0.704203010633894	-0.679694043136364	-0.839674246272638	-0.0835101863189671	0.400082824157559	-0.00755938148701536	-0.0026357076346607	-0.369332827861983
CPB2_ATG:::AAG	0.224267978156712	0.20095322663434	0.323990358418156	0.416554563616773	0.392073503818964	0.352073000868984	0.32100278893663	0.610316836147548	0.410713401337545	0.699977498082576
CPB2_ATG:::CCT	1.06471527215109	1.02923405411454	1.05890959962	1.06289013769993	1.1080400045545	1.49653267790276	1.41214801983312	1.5081875472708	1.4579046347428	1.48279729958278
CPB2:::AAG	-0.0651276113367353	0.028257019806198	0.0168100379758981	0.241058060065278	0.19866088371659	0.145135331978759	0.274205717747654	0.125702979279704	0.284881923031982	0.392953293290022
CPB2:::CCT	0.61200318998167	0.574673277909089	0.612938405550662	0.58942359841385	0.667463118266361	1.00248184550967	0.985881919919716	1.11257820118264	1.13646135114178	0.940621961580654
CPE:::AAG	-0.62003487637819	-0.562548125074957	-0.481163678994146	-0.514210047547047	-0.375425259029544	-0.874092388665156	-0.933376648009378	-0.848997208170957	-0.90848341533697	-0.847865266239483
CPE:::CCT	-1.48662206905408	-1.280252159033	-1.44159975781041	-1.36125377771414	-1.27858196233212	-1.44496011391211	-1.22181570259586	-1.32485275918247	-1.35487510680239	-1.2473235235213
CPN2:::AAG	1.09038231463013	1.21284393602995	1.21691673020381	1.26686277394454	1.25494393199098	0.972508133851627	0.969198672069689	0.942329118148348	1.01360954479814	0.865955461897618
CPN2:::CCT	1.7363439629645	1.76187160519326	1.70197228503051	1.74562449596962	1.75481898021826	1.76977541817432	1.79348982116461	1.71929136548706	1.82002357603942	1.76195924547493
CPS1:::AAG	-2.55036691300865	-2.57004484708232	-2.54133059037737	-2.65534293134951	-2.4019322824695	-2.20449745456053	-2.41337599951135	-2.38413580390771	-2.68824128377846	-2.34921957971105
CPS1:::CCT	-3.32556487779808	-3.32749774187556	-3.66276710386173	-3.62672623478275	-3.73514817182269	-2.63791762243349	-2.98914559628383	-3.08190544743172	-3.16489190570765	-3.00648344620696
CPT1B:::AAG	-0.534526091376412	-0.593474398773218	-0.568128349579154	-0.626101146880205	-0.490803329419325	-0.732510911490909	-1.0124075148876	-1.1720564388087	-1.11980536096077	-0.937584569731093
CPT1B:::CCT	-1.65029040263554	-1.59660493346545	-1.65164377638	-1.70546985090589	-1.53112204364342	-1.62277445947533	-1.65392472383397	-1.81646217950503	-1.84263902176615	-1.68258965381558
CRP:::AAG	-0.316057858844335	-0.372739913774319	-0.223266024579345	-0.17255851820335	-0.0868181437271007	0.0471191570711389	-0.128466681839551	-0.135592285349333	-0.0249754706267554	-0.120452020108553
CRP:::CCT	-0.319110245683477	-0.554146473253217	-0.492243141406087	-0.458992646008982	-0.366603933477582	0.582102041189868	-0.30279484363674	0.0756405052681109	0.139050646611995	-0.0117409339366604
CRYAB:::AAG	-1.28778759907429	-1.13884929970812	-1.07981526058225	-0.945958546090772	-0.965741357352801	-1.39989892922908	-1.40148966539921	-1.3040953065399	-1.13079845359564	-1.21690389246627
CRYAB:::CCT	-1.57526911292551	-1.67539407431981	-1.6726469808497	-1.61050214164343	-1.66508609728212	-1.42182506273714	-1.50807853951339	-1.38981905740999	-1.53265767614556	-1.55825717605792
CSRP1:::AAG	1.4808980510622	1.7120139310626	1.83205723587294	1.88407444279819	1.85961729360716	1.10446611615395	1.18528641425614	1.34287318923694	1.20766872478979	1.23782761454648
CSRP1:::CCT	1.04100205017196	1.16889852512587	1.23164882156295	1.24855052786417	1.20442220432058	0.711122899948357	0.789071887154152	0.795120110018511	1.13577443374936	0.805074651505204
CSRP3:::AAG	-1.1382257987451	-1.01028706180896	-1.05978035331352	-1.01754281604553	-0.995800717875566	-4.59788388502755	-1.3630396294954	-1.31890041846442	-2.55894703260676	-1.3580386350629
CSRP3:::CCT	-1.59913323528011	-1.66658853329979	-1.75220951109206	-1.75831818339238	-1.71926865264795	-1.29481475117355	-1.31235324078719	-1.41616128212828	-1.46982322213055	-1.47482434365912
cTNT_pro:::AAG	-0.930050567085007	-0.996874436571965	-0.881064410944004	-0.939949059818661	-0.884584291593683	-1.32107423404846	-1.33095482126472	-1.36234715027699	-1.410230247601	-1.37915274327024
cTNT_pro:::CCT	-1.94149131956307	-1.84252951913342	-1.93237969234317	-1.96847737578635	-1.89328802881404	-1.93748063103763	-1.7004778737397	-1.91433085810408	-1.8994838143998	-1.92306796955168
CXCL2:::AAG	0.931792374663465	0.981069105083926	1.03532805807893	1.05567005576597	1.04579103206134	0.811580488365935	0.747614893222349	0.765878269093363	0.781220812152789	0.807055084835096
CXCL2:::CCT	1.44309937965955	1.47407277311493	1.48232765445741	1.40701691903067	1.49755567925078	1.50726480798162	1.58544764884071	1.62404102701315	1.41254258992594	1.5060250696705
CYP1A2:::AAG	1.15846856485055	1.14991708831871	1.16922761674015	1.22143060914742	1.21329233840638	1.18709682909919	1.02357830274102	1.07809168594253	1.06502262206564	1.02533989330468
CYP1A2:::CCT	1.747375940693	1.60803784976155	1.56333640272902	1.53923397084888	1.62234931655899	2.00321082035744	1.82924831631422	1.82761957419286	1.81780080687191	1.8887322371465
CYP2A6_ATG:::AAG	2.18562922452716	2.25736657815764	2.3585226205619	2.48194578577808	2.40038491754029	2.06698016283358	2.02118469024249	2.14875751418543	2.29580003852924	2.10996147173561
CYP2A6_ATG:::CCT	2.30669670509208	2.31286933652018	2.25087645796262	2.31954128711768	2.33525692448846	2.3994679612297	2.32035671636755	2.34199175603556	2.48627611336868	2.33412844678872
CYP2A6:::AAG	1.84187857518114	1.87502527217313	2.04279957099684	2.19527177460434	2.06458491057843	1.73291936819124	1.73375969175712	1.93824188772892	2.03599484279534	1.75840603834629
CYP2A6:::CCT	1.7605850151796	1.75129012878191	1.72135209915945	1.84115123540997	1.83047166982749	1.99891440561318	1.89455812886876	1.95340262143742	2.03103494051766	1.9452530118176
CYP2C18:::AAG	-2.23580222164648	-1.68912164965634	-2.08527373669352	-2.01243316767256	-2.3130886034237	-1.71132752586658	-1.23188792049725	-1.95166735141579	-2.0010436159185	-1.98263386211392
CYP2C18:::CCT	-3.32028530045798	-3.16556951170843	-3.15659973903145	-3.10014085609643	-3.06745846771619	-2.53635282857178	-2.51125353850229	-2.59731336270351	-2.30311320719384	-2.50441522858149
CYP2C9_ATG:::AAG	-0.99325142205396	-1.04586761810448	-1.05974673461053	-1.23076661242741	-1.16100991937596	-0.638402232842857	-0.963157692060104	-0.832520280151975	-1.3090780814516	-1.34068389441325
CYP2C9_ATG:::CCT	-1.90452249779682	-1.86938707411594	-2.06094708477141	-1.87610179791425	-1.89513816076906	-1.48125798483416	-1.27214829258142	-1.48015576232131	-1.47854171637481	-1.54806407660044
CYP2C9:::AAG	-0.979983652809021	-0.951344024503871	-1.23689188792138	-1.28535967753829	-1.03755775538023	-0.792282926036061	-0.806839954708178	-1.16155869373221	-1.15908615637928	-1.26651995635867
CYP2C9:::CCT	-1.55374892070506	-1.86179980402038	-2.1369474797257	-1.97976734045	-1.71807722592563	-1.15079269371465	-1.50798009349247	-1.43722451866429	-1.46042620041346	-1.3314534490932
CYP2D6_ATG:::AAG	1.62861705843898	1.60521393984552	1.60666202158602	1.73030106672692	1.73013266239044	1.2774305025796	1.18701064437131	1.12338024152808	1.26413648293933	1.08524477251909
CYP2D6_ATG:::CCT	2.22383882775106	2.20143992707417	2.16794325799654	2.23490697587424	2.29826569025003	2.03137733466389	1.87494035720735	1.98723675480162	2.15021507615507	1.99821510154973
CYP2D6:::AAG	0.825549584610077	0.76707387939789	0.841019120554082	0.931460666166247	0.909655521458104	0.514517854435766	0.273846477161477	0.30752680170273	0.440427396240823	0.435506586263221
CYP2D6:::CCT	1.31697151108836	1.24015970601939	1.23102466470676	1.2728658323804	1.3687257318521	1.29050943406351	1.08273734627561	1.06883440405837	1.14757309913473	1.14498081260525
CYP2D7_tv1:::AAG	1.09647448569658	1.09461014496034	1.24598717988379	1.30346060129414	1.32413709270715	0.823162353521416	0.69510619784897	0.977838743866625	0.936986930261504	0.838254505924144
CYP2D7_tv1:::CCT	1.52744542301465	1.43228492258849	1.59890569692054	1.63986845038077	1.65997021085036	1.49977129867695	1.2298100290711	1.49222429240688	1.59700009570412	1.60647899765501
CYP2D7_tv2:::AAG	0.196000272378045	0.233297135526047	0.253293905867165	0.268636147785028	0.337610664659341	-0.102416673567378	-0.078851242442262	-0.120975966710157	-0.259907133600832	-0.0794078116112943
CYP2D7_tv2:::CCT	0.402497634332461	0.350148070403237	0.418903484967609	0.395283226707981	0.511370615115398	0.248171329044833	0.389420270068937	0.383669969354562	0.397980781153755	0.530671033890299
CYP2E1_ATG:::AAG	1.51631239421657	1.5743861985703	1.73060829901308	1.80650830166884	1.73589771586445	1.43953849565311	1.49551802158343	1.59520877019481	1.62858159082978	1.54904340973574
CYP2E1_ATG:::CCT	1.72047848562753	1.73868042292076	1.79734655833835	1.79753812326925	1.81793182846482	1.94803890433452	1.88502747894196	2.06479044003324	1.954344214457	1.98400419661364
CYP2E1:::AAG	1.02853567289908	1.13933812929109	1.30660387382946	1.34349439902548	1.28700754001684	1.00576382949161	1.08190464419058	1.2698687569395	1.22314199807667	1.11799488670119
CYP2E1:::CCT	1.34490991252811	1.32192899225068	1.41657470461386	1.42070637257633	1.44169194250793	1.58263587977417	1.54431659228912	1.75319966682872	1.63842178628919	1.63881615937166
CYP3A4:::AAG	0.854917011307148	1.06869165859304	1.23264109408764	1.32434185023262	1.31399039270656	0.844620571778139	1.02423819675616	1.14807087794371	1.27475975450401	1.11997935990585
CYP3A4:::CCT	0.584174722506048	0.653715009324541	0.806882693583765	0.88440144036439	0.899893807250778	0.869103064101114	0.933648005078077	1.16216764560875	1.14922521339084	1.17748657425727
CYP3A5:::AAG	1.07208683758498	1.18087041058871	1.23033867096338	1.39713098183302	1.34687987877635	1.15893612598125	1.11044215558643	1.15121847464724	1.34658183459178	1.28101601171994
CYP3A5:::CCT	1.38148449671254	1.30622395245523	1.25955419846276	1.29278380609792	1.36778074186254	1.65708859482616	1.54920180454258	1.5484555753987	1.61404727309036	1.62385143209255
CYP4A11_ATG:::AAG	-0.331525612923062	-0.341364567226154	-0.291825104642516	-0.340891807264727	-0.145698782611844	-0.340821117638522	-0.40310411135608	-0.422204365379919	-0.542380927899077	-0.297332619111642
CYP4A11_ATG:::CCT	-1.07742417912651	-1.13355181779504	-1.20764329696553	-1.27968610251369	-1.04134457419351	-0.766315061044372	-0.768747075598121	-0.8896517509577	-0.972470576028568	-0.828529462604383
CYP4A11:::AAG	-0.616898808924428	-0.651452122134679	-0.58383118739199	-0.583318774704427	-0.438469314297785	-0.561025251626402	-0.69772130352537	-0.572704716224041	-0.711391062122917	-0.611011609991374
CYP4A11:::CCT	-1.29218927549539	-1.3024396951083	-1.41569308039833	-1.37880069386601	-1.24228132637423	-0.931893421299167	-1.06279786166499	-1.13582505857371	-1.12377208484569	-1.04891217308445
CYP4A22_ATG:::AAG	1.57290969222933	1.68598287152838	1.71558987972111	1.77607376165522	1.79876102739013	1.42819127443634	1.3548917437707	1.52918928349955	1.50539247623497	1.37390756552677
CYP4A22_ATG:::CCT	1.65809220193227	1.63971891116145	1.46304462751413	1.548762977755	1.64969636682434	1.81851955118181	1.70578121777541	1.54835507558537	1.76012013693923	1.77719332796617
CYP4A22:::AAG	1.04405330321606	1.06509996642355	1.10956769915596	1.2575052671211	1.210929001358	0.931729005466847	0.735252458785021	0.890208689687884	0.912904622116957	0.900641982126856
CYP4A22:::CCT	1.12190531297705	1.09920805273449	0.914969373135965	1.05850770495795	1.1314397451036	1.30480587365648	1.25719762153104	1.11104372856132	1.25421552949959	1.16642881234448
CYP4F2:::AAG	2.21871531860504	2.22215212273353	2.23809215783694	2.32587106579558	2.34716507174078	2.03132574697089	1.91840187025715	1.95439119251624	1.96567429423606	1.95257499932783
CYP4F2:::CCT	3.31116652762215	3.2797097088968	3.20205824159932	3.17844887690063	3.37576472954662	3.2557714575268	2.96273325350988	3.01946051435599	3.00714814997111	3.15860327620764
CYP4F3:::AAG	0.451837046838669	0.5683515190259	0.658462994147655	0.770623622928525	0.719792003270024	0.153605130328591	0.10416758844556	0.283704270167442	0.293868640067582	0.180122550729754
CYP4F3:::CCT	0.354029909322368	0.319990312519096	0.183372322833331	0.270860647507596	0.306836097514808	0.42640365035513	0.488410141500083	0.135277474763531	0.316019455471337	0.282176639055055
CYP8B1:::AAG	-1.00818899509465	-0.914497991549271	-0.893935751110913	-0.820511133854502	-0.748614404938565	-0.977026687536454	-0.967969661300268	-0.903931530419735	-0.890698609583925	-0.82742643195031
CYP8B1:::CCT	-1.26208012201941	-1.25266717723834	-1.2295422341932	-1.20401557846497	-1.17009393444565	-0.908942571693682	-0.867855783877206	-0.878108032172501	-0.855812037947602	-0.903604770597052
DBH-AS1:::AAG	-1.28629480590778	-1.26947693485807	-1.23182338276086	-1.23700843375777	-1.15080706359011	-1.19979525171082	-1.19335651428757	-1.16747184241993	-1.24351881738384	-1.16031287181064
DBH-AS1:::CCT	-2.30709278671876	-2.32479742439204	-2.31517724309981	-2.26824437935377	-2.29670575928584	-1.85191518402628	-1.9247026685617	-1.87978980268084	-1.83766751029987	-1.94481648581157
DBNDD2:::AAG	-1.98619021181886	-2.11012395373048	-2.05579443369934	-2.32133929377498	-1.97374202288256	-2.54864060725619	-2.65381188918452	-2.70938195055226	-2.84336475469389	-2.88748096706245
DBNDD2:::CCT	-2.85372594498769	-2.86600135045164	-2.83705853625912	-2.79914609670049	-2.61337773124324	-2.89604252340617	-2.98697658110045	-2.96783813185542	-3.09842461978001	-2.86978158871122
DCN:::AAG	-1.47273346800878	-1.62170372341619	-1.30515600000522	-1.52376712675761	-1.22388162645371	-1.1680024472957	-1.68247864939478	-1.15262551318643	-1.63674318474887	-1.34472140569282
DCN:::CCT	-1.50128986091276	-1.51288188701261	-2.02904660480352	-1.26399813270123	-1.83391056568046	-0.707094384293774	-1.03068825562405	-1.5405400594505	-0.879862103874826	-1.23127449665119
DDIT4L:::AAG	1.1640715814085	1.21973806317495	1.33340914665676	1.42856623784753	1.4741508946292	0.716228824033497	0.862933149415385	0.579783706002281	0.733827277320785	0.940770087652872
DDIT4L:::CCT	1.10168274997993	1.00228571489925	0.923310469322043	1.15064219523133	1.13074525314507	0.669596088828619	0.686805128049844	0.851770960541211	0.958128228921178	0.884677917114065
DDN:::AAG	-0.988392222407157	-0.997491809752087	-0.833891783833076	-0.802734273515809	-0.500598730735238	-1.50899826431663	-1.60285891774816	-1.210800634583	-1.40204803903882	-0.949373844768848
DDN:::CCT	-1.24709805010522	-1.45045203324717	-1.26616742536227	-1.30652710065039	-1.34765694791147	-1.42960025619524	-1.71769796521766	-1.61859769712507	-1.67226948208847	-1.7858590398254
DEFB1:::AAG	0.789655781806786	0.837235439584276	0.90188775331265	1.03233101895911	0.963848511781032	0.830939427299702	0.756794089226724	0.823227527850431	0.929705918112804	0.837268926157874
DEFB1:::CCT	1.06146167236291	1.06593194464091	1.03654697572322	1.16031637086646	1.15101495891069	1.29958698647997	1.25835622941651	1.25283661420319	1.38903523414543	1.42058802716234
DES:::AAG	0.28880805578779	0.363780892860467	0.316090391405205	0.351016673306816	0.522294337967682	-0.316623787501836	-0.16414697737254	-0.157729828822524	-0.474487476882911	0.0447571194420706
DES:::CCT	-0.7147507846553	-0.493734025287179	-0.697701766862635	-0.58171098148339	-0.465989359009007	-0.933375094316814	-0.685987930073572	-1.00151984091536	-0.686451463297874	-0.686461755615488
DGAT2:::AAG	0.546422762090167	0.610027709441232	0.841948938649773	0.806235187134201	0.762683064804987	0.178115570728107	0.076140886063743	0.280742442457171	0.285269004776007	0.216322094673547
DGAT2:::CCT	-0.022769245234072	0.0852573289073738	0.0742180616711101	-0.0388086758560166	0.148901639167046	-0.211919230485695	-0.115250469076191	-0.149555188349188	0.0240055381287544	-0.0615484359951149
DHCR24_ATG:::AAG	0.384739442348901	0.224947633677406	0.378439435899918	0.262249418261765	0.614976321098538	-0.429658244391785	-0.230025418830247	-0.173931659046221	-0.469654493085344	0.567337477959843
DHCR24_ATG:::CCT	0.143966900339893	0.390703288774712	0.109982177811032	0.0684452212088914	0.437718337981221	-0.416744100043197	-0.00095808959487112	-0.103602757539271	-0.52391847552269	0.15636383021842
DHCR24:::AAG	0.333026045543037	0.421172131733436	0.448953923802166	0.42324156029613	0.736722917974098	-0.375944675436075	-0.647303202321549	-0.445328248336892	-0.82785241928363	-0.327775313618499
DHCR24:::CCT	0.30495184526904	0.117190452725006	-0.142515218307544	-0.0220639380017743	0.0904526043934201	-0.0398177051978895	-0.0843773758821366	-0.508621173228403	-0.528928464383442	-0.553886468088641
DHRS7C_tv1:::AAG	-1.34160195371314	-1.33372657098438	-1.52717050397795	-1.39146010157661	-1.45870960537675	-1.07948093892657	-1.02241956759726	-1.44257657207135	-1.20179664631582	-1.61425441756609
DHRS7C_tv1:::CCT	-1.86314740294153	-1.98518015239371	-2.23725686254707	-1.93984330547565	-2.04926189333602	-1.31231015302613	-1.36673215741516	-1.61302048290893	-1.41251736337055	-1.56097264864779
DHRS7C_tv2:::AAG	-0.930101858298736	-0.907844833853031	-0.821631055922223	-0.792345803084791	-0.780860832911106	-0.890165440872094	-0.926776901438532	-0.8309698442173	-0.922251170230824	-0.940115932711096
DHRS7C_tv2:::CCT	-2.02859441208978	-2.06439337208495	-2.04621840412183	-2.00096816040964	-1.95736983242998	-1.72971826657446	-1.69234647989293	-1.69444710977954	-1.71987350067005	-1.70865211527365
DHRS7C_tv2ATG:::AAG	-0.475465444424571	-0.461914285899808	-0.391892968827495	-0.424050018512332	-0.324827606611946	-0.446145778565961	-0.557817198124176	-0.471094790566699	-0.528332763129841	-0.501634771661152
DHRS7C_tv2ATG:::CCT	-1.42266876105473	-1.53212302870435	-1.54863662790853	-1.53349230262135	-1.50134818279054	-1.08660929762703	-1.1978163513556	-1.25328491557104	-1.22791494615246	-1.21441456497317
DPT:::AAG	-1.14457356987659	-1.05612081920939	-1.01997088407446	-0.899122799886094	-0.902829070393458	-0.895698895651664	-1.0132020100363	-0.925725378491793	-0.789488403226483	-0.864186450446185
DPT:::CCT	-1.96615726075038	-2.19179268297844	-2.11517378778928	-1.99514563724069	-1.99878280187441	-1.51229329063098	-1.58112737850378	-1.54658826515283	-1.49075150338444	-1.51905098922266
DPYS:::AAG	0.315875634113483	0.321333102688192	0.466486234524751	0.537419049577851	0.592057469558417	-0.0327296162190643	-0.0406136632951522	0.102770052044589	0.201824653174475	0.117778606488039
DPYS:::CCT	-0.343025717900058	-0.386407149568323	-0.379948397243268	-0.446285969254497	-0.325782624865155	-0.269669954978103	-0.346118520587444	-0.272666277987119	-0.450324447879529	-0.280213713823787
DSP:::AAG	0.66583807739627	0.844736444374305	0.902246069920203	0.643663034357152	0.704399638668888	0.335963383318526	0.034210658787794	0.351470681829209	-0.40737699473864	-0.175518267489127
DSP:::CCT	-0.0912591798588239	-0.0827504699956822	-0.202654275053144	-0.145138749379987	-0.092453041780004	-0.524568077704805	-0.12473843336613	-0.493252128064415	-0.493234599549391	-0.55661888477288
DUSP13:::AAG	-2.1905200097119	-1.79283212082138	-1.95234236437407	-1.96331315873889	-1.93885745962336	-2.27299399854219	-1.95137517084794	-2.16643968862762	-2.25158989414549	-2.24269854625801
DUSP13:::CCT	-2.80243421852913	-2.54492914100652	-2.69172001061468	-2.51296721928353	-2.63515967357105	-2.66496139133926	-2.3787589121574	-2.51542680141417	-2.33977564766576	-2.45878628680651
DUSP26:::AAG	-1.18310635619687	-1.38709636311525	-1.33037979219007	-1.27866117420848	-1.27600266347427	-1.00131926151066	-1.31122823121152	-1.30213841008012	-1.2302096787622	-1.2295401131085
DUSP26:::CCT	-2.12298449923521	-1.88858366701371	-2.24490739264763	-2.18629215481046	-2.22921156163953	-1.69994500703538	-1.50590195878829	-1.88036010509603	-1.95681006055595	-1.82243185591179
EEF1A2:::AAG	1.64398444603273	1.8215896982807	1.85942143555235	1.81508794382063	1.9178902924282	0.93136494457407	0.800554588662503	1.56891520298647	0.880019679294043	1.26572167532957
EEF1A2:::CCT	1.32515300237569	1.5243979933049	1.26100612540127	1.24593972786778	1.41163793909117	1.16212470616159	0.840956181229101	0.830899935660773	0.692800475266808	0.773678824837115
EF1a_pro:::AAG	-0.0746246935679447	0.175668756417519	0.0756889685727123	0.195270075396117	0.219929095915534	-0.452305949986139	-0.20573235208699	-0.320078474644587	-0.270866766187074	-0.27946847783324
EF1a_pro:::CCT	0.11589793884301	0.295510189048441	0.0389447744464127	-0.0119946567742693	0.244303583366736	0.143031337153928	0.293623917343359	0.115591047982833	-0.0206073354999269	0.204869565101409
EFEMP1:::AAG	1.04415996672684	1.2183716072905	1.37220831683047	1.34896271858678	1.46297070619995	0.510915296368206	0.685710100544073	0.865111869403599	0.872883346890349	1.11722217001219
EFEMP1:::CCT	0.973584875314142	0.936389880207773	0.915893944929347	1.05727573427787	1.1409808582245	0.984862921254688	0.712989422914581	0.843534925475395	0.893006540058951	0.899321158835149
