A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled	mean_log_A_ratio	mean_log_S_ratio	mean_log_L_ratio	mean_log_V_ratio	A_rank_value	S_rank_value	L_rank_value	V_rank_value	group	group2	A	S	L	V	A_DESeq2_Active	V_DESeq2_Active	L_DESeq2_Active	S_DESeq2_Active
CYP4A11_ATG:::CCT	-1.95708889894842	-2.05988055434968	-2.24694852863237	-2.08055859827326	-2.03675872727012	-2.66600235959128	-2.36716070742831	-1.0914923268193	-1.52765601973226	-1.85837148079375	-1.66893253262851	-1.07742417912651	-1.13355181779504	-1.20764329696553	-1.27968610251369	-1.04134457419351	-1.8559067722746	-1.57201751587381	-1.7670000451236	-2.419347736944	-1.42184334741091	-2.17453961117752	-1.70272261348043	-1.14792999411886	-1.80722308352539	1256	1025	962	1062	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CYP4A22:::AAG	-0.559481464450563	-0.973496804642025	-1.27430293460036	-0.690738126520883	-0.957615457785951	-0.740001640588342	1.05369421340943	0.631040677936856	1.00962513082778	0.649427821756513	1.13923343110434	1.04405330321606	1.06509996642355	1.10956769915596	1.2575052671211	1.210929001358	-0.553097978688301	-0.669332803581173	-0.261828206383972	0.288371089302587	-0.157224313457699	-0.865939404764687	0.896604255006984	1.13743104745494	-0.270622442561712	730	395	241	613	promoter_candidate	0_0_0_1	0	0	1	0	0	1	1	1
CYP4A22:::CCT	-1.48977156440047	-1.33989987498202	-1.64885296588778	-1.32267583987708	-1.39545136216	-0.863849465846318	-0.11699768409059	0.352275756992436	0.238752212255641	-0.131441208968697	0.153427603605508	1.12190531297705	1.09920805273449	0.914969373135965	1.05850770495795	1.1314397451036	-0.698671759421379	-0.747113993514894	-0.424293175136835	-0.803276319808936	-0.296594330394224	-1.34341684552561	0.0992033359588599	1.06520603778181	-0.593989915655254	890	546	255	681	promoter_candidate	0_0_0_1	0	0	1	0	0	1	1	1
CYP4A22_ATG:::AAG	-0.226338632858613	-0.413240214185417	-0.658680533605994	-0.887271564027167	-1.20658699267986	-0.371325979515028	0.417866354751481	0.728930633451873	0.604545643808429	0.921009169860363	0.931672611702532	1.57290969222933	1.68598287152838	1.71558987972111	1.77607376165522	1.79876102739013	0.0299714248956552	0.263127990166557	-0.42998708449662	-0.320500917461968	-0.179952106677874	-0.627240652812014	0.720804882714936	1.70986344650483	-0.12746813871485	653	428	122	589	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP4A22_ATG:::CCT	-1.2106132242925	-1.22082619861356	-1.68821081956155	-1.08323850091948	-1.80904672582627	-1.21332026198245	-0.466650422677594	-0.385889624816322	-0.441985900914473	-0.593828270479694	0.0186574476400872	1.65809220193227	1.63971891116145	1.46304462751413	1.548762977755	1.64969636682434	-0.96756498372496	-0.574669034008566	-1.06097866108362	-1.03846234575425	-0.593951593652289	-1.3708759551993	-0.373939354249599	1.59186301703744	-0.847125323644736	903	649	142	733	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	1
CYP4F2:::AAG	2.48410467582266	2.5467659508442	2.35380282312856	2.30633831518711	2.32387508277453	2.60764085174925	3.5549465360211	3.74243176900243	3.84765985674579	3.78940024243035	3.78479952969661	2.21871531860504	2.22215212273353	2.23809215783694	2.32587106579558	2.34716507174078	3.84415201435762	3.98882125792941	3.60263395540232	3.67757273951269	3.7871440033525	2.43708794991772	3.74384758677926	2.27039914734238	3.78006479411091	53	29	52	12	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP4F2:::CCT	2.32104002173341	2.20240602219629	1.99955664422232	2.12671652243948	2.17908686190725	2.35550809506038	3.2473714379237	3.19877072528886	3.21969686357318	3.46245212944765	3.59323635312478	3.31116652762215	3.2797097088968	3.20205824159932	3.17844887690063	3.37576472954662	3.26611646422903	3.28398244398855	3.21939314770454	3.03582051954787	3.32971088181188	2.19738569459319	3.34430550187163	3.2694296169131	3.22700469145637	80	47	6	41	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP4F3:::AAG	0.661334740314529	0.858787888973477	0.662534303895274	0.675558639679106	0.440146363048367	1.0704780637757	1.2667902806751	1.11257678063011	1.01173861143663	1.17025146853703	0.878472980680244	0.451837046838669	0.5683515190259	0.658462994147655	0.770623622928525	0.719792003270024	1.23090834418649	1.91616464131546	1.24092570258457	1.47326686808694	1.80035573010398	0.728139999947742	1.08796602439182	0.633813437242154	1.53232425725549	322	345	383	229	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP4F3:::CCT	0.208247967378957	0.368980345452933	0.274720614437316	0.450707453492388	0.561784412582963	0.124707946803468	0.629037940965196	0.578307051235758	1.31007539870593	1.42928208794694	0.801833803119805	0.354029909322368	0.319990312519096	0.183372322833331	0.270860647507596	0.306836097514808	1.16950309227366	0.94142831840986	1.20434604560264	0.96831449018845	1.35936347239774	0.331524790024671	0.949707256394727	0.28701785793944	1.12859108377447	412	382	483	311	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP8B1:::AAG	-1.39260522021647	-1.1949422493423	-1.27358435594364	-1.32748714972963	-1.62129965088205	-1.02878745349976	-1.30915333732226	-0.934530511930685	-1.46975646977586	-1.60604301261664	-1.59940793279051	-1.00818899509465	-0.914497991549271	-0.893935751110913	-0.820511133854502	-0.748614404938565	-1.08819684872538	-1.03892487011766	-1.22818819290499	-1.38081943736193	-1.33059802342913	-1.30645101326898	-1.38377825288719	-0.877149655309581	-1.21334547450782	874	912	863	834	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CYP8B1:::CCT	-1.76370026513464	-1.6740409279584	-1.78144630364296	-1.92329292509421	-2.30560087842282	-1.8480851234474	-1.80307492433135	-1.48672952553104	-1.36138301042126	-1.64283261375868	-1.68610655071773	-1.26208012201941	-1.25266717723834	-1.2295422341932	-1.20401557846497	-1.17009393444565	-1.84321035945401	-1.52573254642715	-1.80727864760008	-1.83666914133008	-2.13645169197814	-1.88269440395007	-1.59602532495201	-1.22367980927232	-1.82986847735789	1119	985	988	1076	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
DBH-AS1:::AAG	-1.70658133710009	-1.55588363758638	-1.5516095095037	-1.54431133930884	-1.88813652446489	-1.12966443951851	-1.54819604466125	-1.77125986728714	-1.95787499843195	-1.69903008996459	-2.26578672464355	-1.28629480590778	-1.26947693485807	-1.23182338276086	-1.23700843375777	-1.15080706359011	-1.87615374655063	-1.4205606128909	-1.64320360417017	-1.52515613394786	-1.40258553523093	-1.56269779791374	-1.8484295449977	-1.23508212417492	-1.5735319265581	972	1077	996	969	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
DBH-AS1:::CCT	-1.97561620074774	-2.70143221851205	-1.80934481987822	-2.33192852488093	-1.92179743076939	-2.03922088964493	-2.31419554124657	-2.0251896708779	-2.2619082695784	-2.48104363932376	-1.08771297321324	-2.30709278671876	-2.32479742439204	-2.31517724309981	-2.26824437935377	-2.29670575928584	-2.30644465685586	-2.46924410525976	-2.40239188436816	-2.5713714900642	-1.89416479894431	-2.12989001407221	-2.03401001884797	-2.30240351857005	-2.32872338709846	1235	1157	1371	1321	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
DBNDD2:::AAG	-1.5370961155187	-4.19788894858812	-2.19976746921913	-3.09686322623121	-4.41759915835009	-1.02976031145055	-2.93800917345841	-2.23670469225933	-3.75500256827512	-3.22424345513606	-5.05513658327724	-1.98619021181886	-2.11012395373048	-2.05579443369934	-2.32133929377498	-1.97374202288256	-1.09559173432771	-3.61730066766277	-3.78161523466987	-2.52753926813932	-2.52692435477832	-2.74649587155963	-3.44181929448123	-2.08943798318125	-2.7097942519156	1472	1530	1309	1466	promoter_candidate	0_1_0_0	0	0	0	1	0	0	0	0
DBNDD2:::CCT	-1.77316897108269	-2.84987405458292	-2.81837357131633	-1.59518345899846	-5.36567145722428	-1.54387086676096	-3.95521333595189	-3.67630951330051	-2.72757091162788	-2.3962632464557	-2.82632022581146	-2.85372594498769	-2.86600135045164	-2.83705853625912	-2.79914609670049	-2.61337773124324	-2.30730858945319	-3.34534376726033	-3.50998881729847	-1.70536372036611	-1.28992336187851	-2.65769039666094	-3.11633544662949	-2.79386193192844	-2.43158565125132	1450	1493	1490	1370	promoter_candidate	0_1_0_0	0	0	0	1	0	0	0	0
DCN:::AAG	-1.48162430718639	-0.970808864448308	-1.10870788154848	-0.671313858894882	-1.22615101392768	-0.356014318431841	-3.37126072771266	-3.43349903191833	-2.65229021029392	-0.537813629467917	-0.398008598091627	-1.47273346800878	-1.62170372341619	-1.30515600000522	-1.52376712675761	-1.22388162645371	-3.35718866693749	-2.0745935301554	-1.59824210837452	-0.817249236940614	-2.61402391914935	-0.969103374072931	-2.07857443949689	-1.4294483889283	-2.09225949231147	764	1180	1075	1208	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0
DCN:::CCT	-1.40776349841507	-2.63747191955209	-1.48538568062027	-2.21282200494086	-1.9311308399575	-1.39516292265041	-3.35529517951236	-4.79426177595179	-3.57972834332559	-4.16508320367867	-2.9086886170296	-1.50128986091276	-1.51288188701261	-2.02904660480352	-1.26399813270123	-1.83391056568046	-1.01792531374746	-2.14692463622696	-3.21449706586306	-3.30419545433562	-2.43532636852097	-1.84495614435603	-3.7606114238996	-1.62822541022212	-2.42377376773881	1098	1553	1131	1364	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0
DDIT4L:::AAG	1.80000466488332	1.54891542879284	1.27219679298401	1.62883254747354	2.60782550362486	0.0506017012289454	1.83712177137408	2.23984269259944	2.11570767027341	3.42077165901719	1.86713561715446	1.1640715814085	1.21973806317495	1.33340914665676	1.42856623784753	1.4741508946292	1.49945052811237	2.40905629770727	2.35452672967617	1.0035414397755	2.08775007528965	1.48472943983125	2.29611588208372	1.32398718474339	1.87086501411219	178	140	191	188	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
DDIT4L:::CCT	0.554187421438731	1.24710821070709	0.487730219860175	1.37814170794109	0.974200416844333	1.12342451563803	2.41059839601043	2.78436406961901	1.06743645729112	0.275297321446791	2.26612631967453	1.10168274997993	1.00228571489925	0.923310469322043	1.15064219523133	1.13074525314507	2.87465442455053	1.42429050809561	2.2457938964169	1.48676015451456	2.00690809403321	0.960798748738241	1.76076451280838	1.06173327651552	2.00768141552216	271	218	258	169	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1
DDN:::AAG	-1.64645535065822	-1.36836081240671	-0.733034497138144	-2.37056219162317	-0.714268887622082	-1.20904542195037	1.89986742375734	1.21313232230774	0.465634993934418	1.39413057590196	1.3117042538312	-0.988392222407157	-0.997491809752087	-0.833891783833076	-0.802734273515809	-0.500598730735238	0.453534468296061	-0.788565894884603	0.592081250343779	-1.85752856983292	1.1316504902971	-1.34028786023312	1.25689391394653	-0.824621764048673	-0.0937656511561167	888	310	847	578	promoter_candidate	0_0_1_0	0	1	0	0	0	1	0	1
DDN:::CCT	-1.29714702461964	-0.863194726566805	-1.00576986233747	-0.415880477976808	-1.91302705376937	-0.578412959496874	1.55582687221087	-0.804706060063973	0.29522347739153	0.727693956343796	0.155656596140344	-1.24709805010522	-1.45045203324717	-1.26616742536227	-1.30652710065039	-1.34765694791147	-1.45331970546861	-0.00793260489439146	-0.683120575441386	-2.52042917680424	-0.352686278759454	-1.01223868412783	0.385938968404514	-1.32358031145531	-1.00349766827362	777	494	1032	778	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	1
DEFB1:::AAG	1.58749585946652	1.23901540165672	1.20869123539805	1.09030838287867	1.17509590184715	1.59099185840138	1.89209187833251	2.02743243025762	2.10583723383077	2.2715368426787	1.99293451394878	0.789655781806786	0.837235439584276	0.90188775331265	1.03233101895911	0.963848511781032	1.95613529714531	1.84706020021723	1.70043811150357	1.72442013038671	2.01589753538966	1.31526643994141	2.05796657980968	0.904991701088772	1.84879025492849	206	168	295	194	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
DEFB1:::CCT	1.06653043912059	1.251844949845	1.24498593397134	1.1533241786256	1.2265808150019	1.33878419658143	1.52029285548597	1.5737034872949	1.64600938474552	1.65124046735491	1.68765425038491	1.06146167236291	1.06593194464091	1.03654697572322	1.16031637086646	1.15101495891069	1.5947309997292	1.63142478816485	1.56342061037651	1.31423066429484	1.74886048452132	1.21367508552431	1.61578008905324	1.09505438450084	1.57053350941734	219	246	247	224	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
DES:::AAG	1.93640253440685	1.8362292095564	1.70443830859327	1.51200707172794	1.07654201447843	1.95938119289199	2.43186443216404	3.01880268845264	2.62975485859296	2.7068389392525	2.74910932132492	0.28880805578779	0.363780892860467	0.316090391405205	0.351016673306816	0.522294337967682	1.67298011046016	2.14148755203676	2.17061798308382	2.08092199476187	1.98191488705075	1.67083338860914	2.70727404795741	0.368398070265592	2.00958450547867	143	99	451	168	promoter_candidate	0_1_0_0	0	0	0	1	1	1	1	1
DES:::CCT	1.55087542772995	1.6240860691194	1.27644642411204	1.60212420924596	1.5634968897114	1.66347572274786	1.39425651277217	1.50865810180922	2.11877774521577	0.846479641959787	2.71590953536557	-0.7147507846553	-0.493734025287179	-0.697701766862635	-0.58171098148339	-0.465989359009007	1.45215487820784	0.817342976570191	1.18581121751995	1.28552742614657	1.47825056445413	1.54675079044443	1.7168163074245	-0.590777383459502	1.24381741257974	166	227	774	291	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	1
DGAT2:::AAG	0.356934747785938	0.821341895453557	0.892750688320841	0.776975890927449	-0.148478461852029	0.0203422476095206	-0.0125172667265874	1.04857775922057	0.0325458313435673	0.268987593647676	-2.66713804350424	0.546422762090167	0.610027709441232	0.841948938649773	0.806235187134201	0.762683064804987	-0.222559794132011	0.602132232146162	0.605507775441878	-0.149016918135761	1.43215111141176	0.453311168040879	-0.265908825203803	0.713463532424072	0.453642881346406	383	622	360	454	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	0
DGAT2:::CCT	-0.219520086811996	-0.726107539011667	0.0181897645097146	0.0698573581235426	0.238664254720116	0.402094718957502	0.268058001989996	-1.8914111215914	-1.17265489486742	-0.494650542763492	1.06353713302311	-0.022769245234072	0.0852573289073738	0.0742180616711101	-0.0388086758560166	0.148901639167046	1.24021860362245	0.605296232596302	-0.253349664894616	0.296933786698493	0.856010400543438	-0.0361369215854647	-0.445424284841841	0.0493598217310882	0.549021871713213	513	666	554	432	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	0
DHCR24:::AAG	0.56238061510769	0.229419014077631	-0.259762074152315	-2.98997569590573	-0.799011956160664	-1.39124212943789	0.723233511471391	1.71411705221843	2.26458785028842	1.95869439734994	1.20106872839935	0.333026045543037	0.421172131733436	0.448953923802166	0.42324156029613	0.736722917974098	-3.94957029344335	0.849449709427362	0.0172062369218121	1.99578673423495	1.23231339193305	-0.774698704411879	1.5723403079455	0.472623315869773	0.0290371558147644	691	251	428	546	promoter_candidate	0_0_0_1	0	0	1	0	0	1	1	1
DHCR24:::CCT	-0.870652185317126	-1.01523556804439	-1.77655958042593	-4.34499057462181	0.152579798694841	-1.53412418243448	-1.62340281091097	-2.86026675250959	0.237060299171596	-2.87170780117989	-0.570924626322207	0.30495184526904	0.117190452725006	-0.142515218307544	-0.0220639380017743	0.0904526043934201	-4.4976365710488	-2.13025415117451	-4.60838147112042	-0.0530828025465298	-0.0748337457926863	-1.56483038202481	-1.53784833835021	0.0696031492156296	-2.27283774833659	976	969	545	1296	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
DHCR24_ATG:::AAG	-0.961542157343583	-0.428375863769205	0.619806892032778	0.0579432673661576	0.702351567349688	-0.423151635878201	1.23335014384284	-1.44560254160263	0.743249708757324	-3.6283246340381	-0.631265952899782	0.384739442348901	0.224947633677406	0.378439435899918	0.262249418261765	0.614976321098538	-2.02918036236148	0.497919404776866	0.332908419033659	-1.56252653759697	-1.54910814226501	-0.0721613217070609	-0.745718655188069	0.373070450257306	-0.861997443682588	518	733	449	735	promoter_candidate	0_0_0_1	0	0	1	0	1	0	1	0
DHCR24_ATG:::CCT	-0.545496172200428	-1.04413435358274	-0.961662835349969	-1.81563617144654	-0.466483638376182	-2.00852392798477	-0.621709975721953	-2.17904443274621	1.55760564675159	-1.87891573105303	-2.12157585855286	0.143966900339893	0.390703288774712	0.109982177811032	0.0684452212088914	0.437718337981221	0.68116597416868	-1.84807868670602	1.15531768117016	0.460876410601606	0.966422578796082	-1.14032284982344	-1.04872807026449	0.23016318522315	0.283140791606101	824	801	498	496	promoter_candidate	0_0_0_1	0	0	1	0	0	1	1	0
DHRS7C_tv1:::AAG	0.812411367215241	1.08296626520945	1.18858380342145	0.983112065394152	1.31176531900899	1.13052978995591	1.18927297744277	1.44406468840352	1.20851219866353	1.48912858695095	1.50600766621801	-1.34160195371314	-1.33372657098438	-1.52717050397795	-1.39146010157661	-1.45870960537675	1.52823247470178	0.785161554125393	1.14850277586927	1.04765832606919	0.987794097784782	1.08489476836753	1.36739722353576	-1.41053374712577	1.09946984571008	236	285	1070	320	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1
DHRS7C_tv1:::CCT	0.584332200273751	1.00064585942184	0.830050780108376	0.527701467991199	0.934384154258049	0.810705591346474	1.56602843049823	2.31529426563501	1.78951356914588	1.84293096433623	1.56013250142693	-1.86314740294153	-1.98518015239371	-2.23725686254707	-1.93984330547565	-2.04926189333602	1.34900972847611	0.940885998003187	1.32567231586367	1.05095481836177	1.42068376761153	0.781303342233282	1.81477994620846	-2.0149379233388	1.21744132566325	316	210	1282	295	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	1
DHRS7C_tv2:::AAG	-0.91015891962215	-0.882925730946158	-1.08661591736043	-1.1833438276261	-0.83404610524855	-0.785099360409186	-0.89904537511233	-0.614520310097871	-0.822743286038284	-0.634879112852903	-0.739828599387856	-0.930101858298736	-0.907844833853031	-0.821631055922223	-0.792345803084791	-0.780860832911106	-0.710348236581835	-1.06443431428422	-1.10862862291833	-1.11283632025706	-0.816425326750909	-0.947031643535429	-0.742203336697849	-0.846556876813977	-0.96253456415847	756	732	852	755	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0
DHRS7C_tv2:::CCT	-1.85801458523634	-1.79889087621638	-1.6737461327708	-1.83727829875379	-1.42449547057063	-1.53967363186276	-1.65885420197624	-1.72077636335538	-1.88097107034512	-0.865324495122739	-0.955691174717386	-2.02859441208978	-2.06439337208495	-2.04621840412183	-2.00096816040964	-1.95736983242998	-1.22938036139408	-1.55804841445656	-1.58485892280666	-1.33022520297407	-1.44961840383275	-1.68868316590178	-1.41632346110337	-2.01950883622724	-1.43042626109282	1026	924	1285	911	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0
DHRS7C_tv2ATG:::AAG	-0.839004574918176	-0.674854946922681	-0.755361729058413	-0.41464906231819	-0.826700423733724	-0.610865850860247	-0.951654306324748	-0.846296420424726	-0.760095232817037	-0.750502856214782	-0.809934064940481	-0.475465444424571	-0.461914285899808	-0.391892968827495	-0.424050018512332	-0.324827606611946	-0.772273581679381	-0.957577539423707	-1.19286080277174	-1.01989015404042	-0.880096811797328	-0.686906097968572	-0.823696576144355	-0.41563006485523	-0.964539777942515	667	750	723	756	promoter_candidate	1_0_0_0	1	0	0	0	1	0	1	0
DHRS7C_tv2ATG:::CCT	-1.29106994014449	-1.59839839613768	-1.74845722731756	-1.59556708251	-1.4789762927708	-1.61631633123262	-1.98170604096827	-1.37203094073297	-2.31444918225171	-1.3489585604286	-1.27687966523273	-1.42266876105473	-1.53212302870435	-1.54863662790853	-1.53349230262135	-1.50134818279054	-1.60805481482604	-1.36638718809662	-1.73282110677727	-1.77778074998825	-1.32124083059065	-1.55479754501886	-1.65880487792285	-1.5076537806159	-1.56125693805577	969	1010	1100	962	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0
