A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled	mean_log_A_ratio	mean_log_S_ratio	mean_log_L_ratio	mean_log_V_ratio	A_rank_value	S_rank_value	L_rank_value	V_rank_value	group	group2	A	S	L	V	A_DESeq2_Active	V_DESeq2_Active	L_DESeq2_Active	S_DESeq2_Active
CPE:::CCT	-1.5898721272771	-0.869523074420825	-1.01622596932372	-1.44581360728238	-1.20759445034402	-1.20216694858668	-1.81462860977336	-0.646711281140535	-1.41953064909516	-0.883530764331659	-1.0050753318736	-1.48662206905408	-1.280252159033	-1.44159975781041	-1.36125377771414	-1.27858196233212	-1.44444286293652	-1.10243526821963	-0.956114299336944	-1.26962513341318	-0.565950565695921	-1.22186602953912	-1.15389532724286	-1.36966194518875	-1.06771362592044	850	835	1053	801	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0
CPN2:::AAG	-0.253541449851455	-0.0128609554841027	-0.366648711121659	-0.384830350278492	-0.0639738919116721	-0.0975665575885999	0.497547970609064	0.623021408452574	0.122087163710937	0.301699741973559	0.455954817340828	1.09038231463013	1.21284393602995	1.21691673020381	1.26686277394454	1.25494393199098	0.799251517102839	0.942074251969236	0.634696240480607	0.724447222492674	0.920331979866701	-0.196570319372663	0.400062220417392	1.20838993735988	0.804160242382411	541	491	222	378	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CPN2:::CCT	-0.753158952050739	-0.7258991077675	-0.85052906640046	-0.598152927486354	-0.59541957463221	-0.982055479855604	-1.00306837492511	-0.687687496101166	-0.435037193829751	-0.0503332972934077	-0.485841320201026	1.7363439629645	1.76187160519326	1.70197228503051	1.74562449596962	1.75481898021826	0.632520006423586	0.339977522438656	0.259944846477005	0.438984874819741	0.452798242023381	-0.750869184698811	-0.532393536470092	1.74012626587523	0.424845098436474	682	685	119	460	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	0
CPS1:::AAG	-3.05382113580365	-4.47514038472006	-2.2943469433478	-4.17801154349696	-2.5830203466338	-1.28091705738288	-2.34522694327543	-2.44158469297116	-4.53664531895747	-1.65422057526632	-4.59411256077173	-2.55036691300865	-2.57004484708232	-2.54133059037737	-2.65534293134951	-2.4019322824695	-4.26535404677846	-2.52643961650063	-2.98064804453883	-3.30918201882168	-1.08884353356946	-2.97754290189753	-3.11435801824842	-2.54380351285747	-2.83409345204181	1530	1491	1450	1504	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CPS1:::CCT	-2.78414277214734	-1.66481119014833	-3.33354288957529	-1.84293523548158	-6.10705297661688	-2.91555385049817	-3.43221316539319	-4.10544309597995	-6.29617941555761	-4.11756233099994	-4.36022245849977	-3.32556487779808	-3.32749774187556	-3.66276710386173	-3.62672623478275	-3.73514817182269	-4.6890209167388	-2.95010648646097	-4.98692485531256	-4.96892459550088	-6.41412872127403	-3.1080064857446	-4.46232409328609	-3.53554082602816	-4.80182111505745	1545	1569	1564	1569	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CPT1B:::AAG	-0.422803026510653	-0.678232580598755	-0.466141526706679	-0.634390927282372	-0.357168041186925	-0.808104485992189	-0.466438053835479	-0.681591001181011	-1.51188195936972	-0.224214445710082	-0.368051679717288	-0.534526091376412	-0.593474398773218	-0.568128349579154	-0.626101146880205	-0.490803329419325	-0.96168774063567	-0.439738110508601	-1.34176245854842	0.029168996837573	0.215198893523493	-0.561140098046262	-0.650435427962716	-0.562606663205663	-0.499764083866324	636	711	766	660	promoter_candidate	0_1_0_0	0	0	0	1	1	0	0	0
CPT1B:::CCT	-0.569555628139044	-1.01680773366219	-1.10670527035927	-0.687247028861569	-0.313273625889947	-0.545630346416443	-1.66619364071943	-1.20109337901893	-0.739198538529477	-1.24810455806093	-0.248769686570783	-1.65029040263554	-1.59660493346545	-1.65164377638	-1.70546985090589	-1.53112204364342	-1.63124423613418	-0.914906777504841	-0.819389597672912	-2.20267411221743	-0.504314727595093	-0.706536605554744	-1.02067196057991	-1.62702620140606	-1.21450589022489	671	793	1129	836	promoter_candidate	0_1_0_0	0	0	0	1	0	0	0	0
CP_ATG:::AAG	-0.157018700129443	-1.5642449052521	-0.53677766278324	-0.539858103481417	-1.3443508768355	0.361480767633131	-0.663075843954402	1.35536498719962	-0.754782326892349	-2.48793232978851	-0.652177412781857	-0.417269375955626	-0.380703405602155	-0.425107215432356	-0.53489892210615	-0.48550974629149	-2.58417863549567	0.815142842135279	-1.88131954824836	-1.97101793672093	-0.833638195532954	-0.630128246808095	-0.640520585243498	-0.448697733077556	-1.29100229477253	654	705	735	864	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CP_ATG:::CCT	-2.36330463390512	-1.15284369769902	-0.595477819673777	-0.884337449367289	-1.41986479414325	-0.640956347252984	-0.942967579062199	-1.24005927664443	-1.60738261481599	-1.94028920021396	-2.56088835981723	-0.453209391424274	-0.305671493649901	-0.5201802441625	-0.693825304806361	-0.587070929614142	-1.97862846170717	-2.92399202435533	-1.86697952088695	-1.06973444123401	-1.19856986131383	-1.17613079034024	-1.65831740611076	-0.511991472731436	-1.80758086189946	834	1009	756	1063	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CRP:::AAG	-2.73065023138552	-2.71585160457359	-1.77068466110168	-2.24119537696331	-1.72879377508596	-2.86509619236796	-3.81569267241911	-1.43841207023443	-2.94213656554662	-3.62148752216029	-3.71697527735465	-0.316057858844335	-0.372739913774319	-0.223266024579345	-0.17255851820335	-0.0868181437271007	-3.90637011011143	-1.11809435735244	-3.1846121366093	-1.66112554478727	-1.58367059454842	-2.342045306913	-3.10694082154302	-0.23428809182569	-2.29077454868177	1334	1490	662	1306	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
CRP:::CCT	-2.22839421014385	-2.29508338851195	-1.79420878357654	-2.73454630296288	-4.12250015627389	-2.90957361791119	2.95012002439719	-4.06246343406016	-1.71924578262091	-3.35120979735705	-3.50467153878586	-0.319110245683477	-0.554146473253217	-0.492243141406087	-0.458992646008982	-0.366603933477582	-2.51446638647916	-1.06907928590495	-2.14470238778477	-0.722315710357679	-2.67859934569861	-2.68071774323005	-1.93749410568536	-0.438219287965869	-1.82583262324504	1459	1116	732	1072	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
CRYAB:::AAG	0.661540751636899	0.987292087947438	1.03480335984787	0.732859428805424	0.768405670673343	1.00680698871948	0.141385880284275	-0.504977170607053	-0.151877964575789	-0.139144026443092	-0.0637956561547539	-1.28778759907429	-1.13884929970812	-1.07981526058225	-0.945958546090772	-0.965741357352801	1.24335962043609	0.838429383178128	0.988226446540245	1.04418066292566	0.608818591677337	0.865284714605075	-0.143681787499283	-1.08363041256164	0.944602940951492	292	602	937	352	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	1
CRYAB:::CCT	0.396497905560989	0.56294878391984	0.658273764223729	0.342296040357422	0.696034428919703	0.700981947673924	-0.241814277717269	0.766490766359828	-0.040060852211523	-0.202019004962984	-0.0231977232719535	-1.57526911292551	-1.67539407431981	-1.6726469808497	-1.61050214164343	-1.66508609728212	1.43380985831779	0.9809220583707	1.05540566043784	0.855084557261735	1.2548219239819	0.559505478442601	0.0518797816392198	-1.63977968140412	1.11600881167399	365	564	1134	315	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	1
CSRP1:::AAG	1.94255071809527	1.92675735682718	1.62046837479265	1.79805343255148	1.97690846110379	2.53832490652039	2.513892497452	2.20005766680719	2.42103976024307	2.48346262261194	2.45767993644667	1.4808980510622	1.7120139310626	1.83205723587294	1.88407444279819	1.85961729360716	2.49032472434272	2.62903462043788	2.89311115445886	2.11857679622301	3.26829752145157	1.96717720831513	2.41522649671218	1.75373219088062	2.67986896338281	104	130	117	90	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1
CSRP1:::CCT	1.07726801705197	1.02762017898269	1.07105302057339	1.16821193206928	1.27150358832721	1.46086804076192	2.16664881657758	1.49370748317169	1.6505059593979	2.00104772797522	1.98967822154714	1.04100205017196	1.16889852512587	1.23164882156295	1.24855052786417	1.20442220432058	2.42815839813432	2.35199468864999	1.92113371551367	1.86550664200992	2.29673094514836	1.17942079629441	1.86031764173391	1.17890442580911	2.17270487789125	227	203	228	151	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1
CSRP3:::AAG	1.55293298153536	1.35312153995674	1.1240969410609	1.24837129760508	1.47906575104738	1.46400623405823	1.09347177506972	1.21447645937348	1.41896498612061	1.50056084870178	1.04074149944601	-1.1382257987451	-1.01028706180896	-1.05978035331352	-1.01754281604553	-0.995800717875566	1.61803719240491	1.24926427424974	1.12901152115539	1.24618807144417	1.65336215356433	1.37026579087728	1.25364311374232	-1.04432734955774	1.37917264256371	198	311	923	265	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	1
CSRP3:::CCT	1.7366223956135	1.66515629727368	1.16302312597574	1.15963988430911	1.30240349943239	1.48883249152153	1.3026866501726	0.912135220491606	0.811727534579826	0.798259213048384	1.52152326825218	-1.59913323528011	-1.66658853329979	-1.75220951109206	-1.75831818339238	-1.71926865264795	1.27042216344036	1.58283080052722	1.13485753141106	1.27773305680182	1.61237247041594	1.41927961568766	1.06926637730892	-1.69910362314246	1.37564320451928	189	348	1154	266	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	1
CXCL2:::AAG	0.982709292680943	0.774436124701471	0.33074640477921	0.557509608264406	0.710958138714514	0.441308502169674	-0.0274843761237225	0.389551856169895	0.58047444060293	0.732369156574823	1.14397175130851	0.931792374663465	0.981069105083926	1.03532805807893	1.05567005576597	1.04579103206134	0.542045858505707	0.763247421365295	0.617500103064471	0.558968810624279	0.845870560079994	0.632944678551703	0.563776565706487	1.00993012513073	0.665526550727949	343	458	271	409	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CXCL2:::CCT	0.351746861546794	0.296652235181534	0.19245855266737	0.20465693397581	0.453374940524242	0.368967147117907	0.979749788053482	0.531653190678828	0.20749970272206	0.380602966609974	0.226291497809747	1.44309937965955	1.47407277311493	1.48232765445741	1.40701691903067	1.49755567925078	0.142103637789608	0.0852058898465836	0.0547445406891809	0.208934447788541	0.292272300920195	0.311309445168943	0.465159429174818	1.46081448110267	0.156652163406822	416	481	165	516	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP1A2:::AAG	-0.950354912549232	-1.44939374942963	-1.39521571976723	-1.00412326451793	-0.931978516292386	-1.50847506314329	1.26396159283338	1.58199117001001	1.68338118787351	1.16365962120389	1.58330778764495	1.15846856485055	1.14991708831871	1.16922761674015	1.22143060914742	1.21329233840638	-0.874588708725187	-1.44320262516471	-0.839042953722838	-1.12354743046661	-0.58551464746068	-1.20659020428328	1.45526027191315	1.18246724349264	-0.973179273108004	847	262	225	763	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	1
CYP1A2:::CCT	-2.13298440759846	-1.79149102435848	-1.95712706046638	-1.83983547422409	-1.5514062914278	-2.26803064690116	1.40444026672768	1.61449375190824	1.15641110543266	1.15116782004799	1.36312933681926	1.747375940693	1.60803784976155	1.56333640272902	1.53923397084888	1.62234931655899	-1.25858271082928	-0.93361209818556	-1.754975900689	-1.30207155165098	-0.953862636703486	-1.92347915082939	1.33792845618717	1.61606669611829	-1.24062097961166	1140	297	138	846	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	1
CYP2A6:::AAG	0.900013087886158	0.776563612984795	0.663108083025673	0.678286391279741	0.612012756261762	0.955823307947506	1.26465125541824	1.34645712053846	1.28826768402784	1.58065140456642	1.32615373666957	1.84187857518114	1.87502527217313	2.04279957099684	2.19527177460434	2.06458491057843	1.4853612750804	1.51294223521398	1.21659461581122	1.34965602709039	1.26396520353872	0.764301206564272	1.36123624024411	2.00391202070678	1.36570387134694	318	288	84	267	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP2A6:::CCT	0.23990590484392	0.258752549400346	0.190794613322916	0.163120406794295	0.321291969311992	0.230409437158327	0.336755755038757	0.383349058472188	0.758126226377069	0.219368129765972	0.942339058652486	1.7605850151796	1.75129012878191	1.72135209915945	1.84115123540997	1.83047166982749	0.397546342334824	0.799511974310731	0.457876470138992	0.488947550432772	0.751029444420458	0.234045813471966	0.527987645661294	1.78097002967168	0.578982356327555	433	463	112	428	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP2A6_ATG:::AAG	0.786113447739104	0.495603549562199	0.325309648909519	0.546227050149298	1.01386634187695	0.69793932264506	0.370061368950734	1.15034217233591	1.21339385045421	1.06951602125002	0.620447624391556	2.18562922452716	2.25736657815764	2.3585226205619	2.48194578577808	2.40038491754029	1.21551507194219	1.41372898207618	0.921385051102473	0.833359450697766	1.22192540861067	0.644176560147022	0.884752207476486	2.33676982531302	1.12118279288586	341	398	44	313	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP2A6_ATG:::CCT	0.503072813175333	0.247250084397798	0.212315323733	0.32755052887563	0.462808854370112	0.221297273274411	0.353647789957365	0.322329373618423	0.241653563850876	-0.417137203518446	0.0649951967640695	2.30669670509208	2.31286933652018	2.25087645796262	2.31954128711768	2.33525692448846	0.828007239900617	0.863949389601736	0.615803243233385	0.492073909608149	0.772632779102801	0.329049146304381	0.113097744134458	2.3050481422362	0.714493312289338	413	545	50	399	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP2C18:::AAG	-5.36972603537407	-2.33561253026617	-0.858079534852137	-1.80827339944193	-2.43701791013649	-4.85425045579371	-2.15304553702427	-5.20706863048148	-4.1156038835408	-4.26638051619407	-3.74704056681497	-2.23580222164648	-1.68912164965634	-2.08527373669352	-2.01243316767256	-2.3130886034237	-6.29093514694254	-0.961492907959817	-1.12657099069813	-2.91389024170288	-2.6860948620406	-2.94382664431075	-3.89782782681112	-2.06714387581852	-2.79579682986879	1525	1559	1297	1496	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CYP2C18:::CCT	-2.43615798843327	-2.37708255542098	-2.83313334433868	-2.67370047435978	-3.03212264928855	-3.98570517349456	-2.98070381052496	-4.02771345706568	-4.37166541425952	-3.46215199947266	-5.26293544173881	-3.32028530045798	-3.16556951170843	-3.15659973903145	-3.10014085609643	-3.06745846771619	-3.65696678897926	-3.85281946970001	-2.43341520818223	-1.70615852676067	-3.20823834429669	-2.88965036422264	-4.02103402461233	-3.1620107750021	-2.97151966758377	1511	1563	1542	1528	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CYP2C9:::AAG	-3.87641058175082	-4.05276107233021	-2.76476502520309	-1.67233531934094	-2.16758725810273	-1.52124056940036	-0.836116912042991	-4.02621255074004	-3.64626657920913	-3.82089107613473	-1.9229004178481	-0.979983652809021	-0.951344024503871	-1.23689188792138	-1.28535967753829	-1.03755775538023	-2.68715683584493	-1.16113643704546	-1.99745160187546	-1.28272723309266	-1.60520367834809	-2.67584997102136	-2.850477507195	-1.09822739963056	-1.74673515724132	1458	1436	945	1035	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CYP2C9:::CCT	-2.47551194575506	-2.07036413720988	-2.10121633876857	-2.40764315334759	-1.60251790033588	-1.2895599305165	-2.96753038305604	-0.536799850462158	-2.8601850430938	-3.56112418080989	-0.822298141557406	-1.55374892070506	-1.86179980402038	-2.1369474797257	-1.97976734045	-1.71807722592563	-2.77256294319087	-1.72271625455039	-2.1772766644871	-0.966465202369528	-3.5589820599002	-1.99113556765558	-2.14958751979586	-1.85006815416535	-2.23960062489962	1167	1204	1219	1273	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CYP2C9_ATG:::AAG	-1.40381842582549	-1.13212011029103	-3.1919787574944	-1.84851279363972	-1.82898013339264	-2.55944172816837	-1.19588076433933	-0.610479942862284	-3.24220332139013	-3.34134178116006	-2.91323443441379	-0.99325142205396	-1.04586761810448	-1.05974673461053	-1.23076661242741	-1.16100991937596	-1.04269268495539	-1.17860462586928	0.902081982882426	-3.13100195961234	-2.08524403959588	-1.99414199146861	-2.26062804883312	-1.09812846131447	-1.30709226543009	1169	1243	944	868	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CYP2C9_ATG:::CCT	-1.39861295037175	-3.79905121121764	-3.51192341609184	-2.8009111803332	-2.23874391615444	-3.16750332843636	-3.56513639605073	-2.755749126872	-4.07051510534815	-0.231442438520552	-2.31858572006792	-1.90452249779682	-1.86938707411594	-2.06094708477141	-1.87610179791425	-1.89513816076906	-1.79472162330021	-4.12170016730435	-1.72954806578636	-1.68569648580443	-2.68322611970083	-2.81945766710087	-2.58828575737187	-1.92121932307349	-2.40297849237924	1493	1373	1238	1356	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CYP2D6:::AAG	-1.83659068423995	-1.6237800168471	-1.55468925009622	-1.84093226232447	-2.10166656898098	-1.41092084044161	-1.55239603192229	-1.3086248792796	-1.1227706214239	-0.578290432559569	-1.56659360886868	0.825549584610077	0.76707387939789	0.841019120554082	0.931460666166247	0.909655521458104	-1.07381866925538	-1.47411984576397	-1.5575594152647	-2.25917406220342	-0.876500045808864	-1.72809660382172	-1.22573511481081	0.85495175443728	-1.44823440765927	1048	860	313	921	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
CYP2D6:::CCT	-2.63831172025046	-2.28050728648191	-2.48129981323803	-1.33300538475932	-2.21332091335942	-1.67640330680135	6.73399428831787e-05	-1.34689972178685	-1.57739341942726	-0.956529687670749	-0.307047316213227	1.31697151108836	1.24015970601939	1.23102466470676	1.2728658323804	1.3687257318521	-1.43992148633949	-1.77507732267791	-2.69791275592703	-2.70749316055667	-3.33193714719448	-2.10380807081508	-0.837560561031041	1.2859494892094	-2.39046837453912	1215	754	203	1351	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
CYP2D6_ATG:::AAG	-0.175922461143217	-1.09125178919206	-0.702894066529995	-0.975796181382539	-0.879699581300352	-0.486266895302842	0.427383738512118	-0.918583572685208	-0.585011323069168	-0.275985921778002	0.0821399728636946	1.62861705843898	1.60521393984552	1.60666202158602	1.73030106672692	1.73013266239044	-2.02178163057676	-0.818370373320246	-2.30975922912612	-1.2321498399288	-1.26202524325695	-0.718638495808501	-0.254011421231313	1.66018534979758	-1.52881726324177	675	620	130	950	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	1
CYP2D6_ATG:::CCT	-1.87172699358203	-1.01040250422327	-1.50437533502124	-1.08920852339322	-2.04364765752964	-2.48004981860944	-1.99477328651755	-1.89431815652411	-1.02291814455588	-0.647289921308988	-1.16009027252005	2.22383882775106	2.20143992707417	2.16794325799654	2.23490697587424	2.29826569025003	-1.52367881965634	-1.24943262300682	-2.59887118851338	-2.22753672039317	-1.39958225517195	-1.66656847205981	-1.34387795628532	2.22527893578921	-1.79982032134833	1014	892	54	1059	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
CYP2D7_tv1:::AAG	-1.00185316399656	-0.422878052136034	-0.860347675198607	-1.40034327937379	-0.792460492388303	-1.30901626531616	-0.815300960162317	-0.504217265391498	-1.26372249218978	-0.465748286311714	-1.02874494590044	1.09647448569658	1.09461014496034	1.24598717988379	1.30346060129414	1.32413709270715	-1.07594936410708	-1.40430160039687	-1.6909708898169	-0.770211151790127	-0.817803601100985	-0.964483154734909	-0.81554678999115	1.2129339009084	-1.15184732144239	762	748	220	823	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
CYP2D7_tv1:::CCT	-1.27800475200304	-1.89779012476666	-1.04888637439871	-1.61999526049097	-1.72072033193446	-2.5092792415299	-0.395688393007313	-0.882385558915388	-2.68169845621216	-0.844049771125519	-0.967831826087458	1.52744542301465	1.43228492258849	1.59890569692054	1.63986845038077	1.65997021085036	-1.37743305971878	-1.53514637485714	-1.17859784654401	-0.878970482055202	-1.83526463532644	-1.67911268085396	-1.15433080106957	1.57169494075096	-1.36108247970031	1021	836	145	886	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
CYP2D7_tv2:::AAG	-1.06000274204995	-1.7364873882772	-0.870639809734433	-1.04765739292602	-1.6913723764409	-0.628116154110612	-2.92427247456046	-2.11321774024863	-1.90309485411437	-1.28931293526625	-0.535406079726455	0.196000272378045	0.233297135526047	0.253293905867165	0.268636147785028	0.337610664659341	-2.79647053779954	-1.22176638764697	-1.23955084495091	-2.45614976690812	-1.80156577591705	-1.17237931058985	-1.75306081678323	0.257767625243125	-1.90310066264452	832	1042	493	1114	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
CYP2D7_tv2:::CCT	-1.95259712290084	-2.03390873588584	-1.52658032467227	-1.43382158529955	-1.54137322550366	-1.72925150264928	-1.68199889034564	-3.12349817848093	-2.11558189205584	-3.13649442164852	-1.98361899728853	0.402497634332461	0.350148070403237	0.418903484967609	0.395283226707981	0.511370615115398	-2.86361575411494	-3.84392746037159	-1.46754579119881	-1.98658855359738	-1.85230649971239	-1.70292208281857	-2.40823847596389	0.415640606305337	-2.40279681179902	1037	1302	440	1355	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
CYP2E1:::AAG	0.519820728439995	0.048700755515491	0.0107757755646997	0.537089702822274	0.476154828726404	0.453015122343937	0.634888781813918	0.686879488643141	0.677440533088694	0.897920429204452	1.06927417936565	1.02853567289908	1.13933812929109	1.30660387382946	1.34349439902548	1.28700754001684	1.15186802411201	0.70853593485011	0.523242744810219	0.582007139879107	1.12381983627424	0.340926152235467	0.793280682423171	1.22099592301239	0.817894735985138	408	412	216	377	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP2E1:::CCT	0.157442359347641	-0.0392738554139423	-0.0590234742632066	-0.0469933157125374	0.179491614052461	0.214005142957067	0.178734118920889	0.61676787691358	0.171148917275939	-0.672771901932998	-0.0489842651772672	1.34490991252811	1.32192899225068	1.41657470461386	1.42070637257633	1.44169194250793	0.294913566374067	0.390893243882085	0.784195258495748	0.685644329603069	0.609593378297722	0.0676080784945806	0.0489789492000286	1.38916238489538	0.553047955330538	482	565	178	430	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP2E1_ATG:::AAG	0.684469578855807	0.458250220850075	0.291499308062383	0.474161441850916	0.885772660246614	0.752338241119366	0.371899480075121	1.11060046746254	0.593639484225657	0.719522206798834	0.984413235527221	1.51631239421657	1.5743861985703	1.73060829901308	1.80650830166884	1.73589771586445	0.905778181528395	1.05059973067184	0.942321712282565	1.25086569521471	1.28112738095631	0.591081908497527	0.756014974817874	1.67274258186665	1.08613854013076	356	420	126	324	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP2E1_ATG:::CCT	0.00725170041104126	0.159792457045474	0.0369279473579416	0.014829506435885	-0.0873227099597486	-0.260582645463198	0.607253298222907	-0.00593343961156623	0.681215154013018	0.114243547882351	-0.13995510016613	1.72047848562753	1.73868042292076	1.79734655833835	1.79753812326925	1.81793182846482	0.347550763820675	0.782338137429523	0.361649397748458	0.696236390666289	0.353723049549577	-0.021517290695434	0.251364692068116	1.77439508372414	0.508299547842905	507	518	113	444	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP3A4:::AAG	-0.890404891374784	-0.39816782819895	-0.432919014951125	-0.485258896535197	-0.824717656719566	-0.428748534935903	1.23600831068872	1.15573439866151	1.23318126620648	1.19803001942674	1.4407949721034	0.854917011307148	1.06869165859304	1.23264109408764	1.32434185023262	1.31399039270656	0.382105818461701	0.474144569418067	0.0507440325221044	0.665407813927029	0.300128752540346	-0.576702803785921	1.25274979341737	1.1589164013854	0.37450619737385	642	312	233	473	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP3A4:::CCT	-0.698573615298226	-0.804678419706374	-0.502660325018574	-0.893144454879731	-1.05238008380348	-0.857403246558652	0.781445196962664	1.09763002519961	1.14569531744008	0.890040709959774	0.801704103663298	0.584174722506048	0.653715009324541	0.806882693583765	0.88440144036439	0.899893807250778	0.138424152256045	0.275865725301852	-0.350960930059149	-0.0741142711448301	0.135987850206058	-0.801473357544173	0.943303070645086	0.765813534605905	0.0250405053119951	705	385	345	548	promoter_candidate	0_0_0_1	0	0	1	0	0	1	1	1
CYP3A5:::AAG	3.04312824880891	2.89363216272557	2.63449562982363	2.38300634680167	2.64174633125322	2.88914097403534	0.920019757760871	1.78169713621028	1.38610789877237	1.49072781543855	1.25129262613495	1.07208683758498	1.18087041058871	1.23033867096338	1.39713098183302	1.34687987877635	3.58514118309778	3.53858010795115	3.09581019817033	3.28445523197111	3.39935282094365	2.74752494890806	1.3659690468634	1.24546135594929	3.3806679084268	28	286	211	31	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP3A5:::CCT	2.42824600780538	2.5147728081336	2.11930443992632	2.21710211035427	2.27375675158201	2.48777815932102	0.570731902453295	1.15516221556557	0.964670111254902	0.937644462611829	1.10009680321827	1.38148449671254	1.30622395245523	1.25955419846276	1.29278380609792	1.36778074186254	2.87360999773755	2.90498753223737	2.5994591773162	2.58065300763825	2.8756360860891	2.3401600461871	0.945661099020773	1.3215654391182	2.76686916020369	61	383	195	78	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
CYP4A11:::AAG	-1.96636859087229	-1.14450664167934	-0.813260982946129	-1.62834650263467	-1.96622352781793	-1.08346767225465	-1.18428068571935	-1.01545027161161	-1.05721062079803	-1.31744392446819	-1.09697397013296	-0.616898808924428	-0.651452122134679	-0.58383118739199	-0.583318774704427	-0.438469314297785	-1.08437357138791	-1.28988100763206	-1.85218808753706	-0.851078865456938	-0.982973946256202	-1.43369565303417	-1.13427189454603	-0.574794041490662	-1.21209909565403	921	830	771	833	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CYP4A11:::CCT	-2.30339932303076	-1.87891804275809	-1.84791904636338	-2.02863709870744	-2.49526829202661	-1.90775984707178	-1.94768217736789	-1.60976317092949	-1.26520617201292	-1.71288214632902	-1.40245523709894	-1.29218927549539	-1.3024396951083	-1.41569308039833	-1.37880069386601	-1.24228132637423	-1.79119769488941	-2.23210851978257	-1.82163219131359	-1.46337581092463	-2.09654790270873	-2.07698360832634	-1.58759778074765	-1.32628081424845	-1.88097242392379	1203	983	1034	1100	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
CYP4A11_ATG:::AAG	-1.58799592930455	-1.21573005051215	-1.55191215806863	-1.82139219450934	-1.77209839355212	-1.67438352292502	-2.49125360530782	-2.15642240925689	-1.4562429760989	-0.945338970527181	-0.60508647044742	-0.331525612923062	-0.341364567226154	-0.291825104642516	-0.340891807264727	-0.145698782611844	-0.800117322464777	-0.919270627688966	-1.54930126455465	-1.26232631073571	-1.812178481487	-1.6039187081453	-1.53086888632764	-0.290261174933661	-1.26863880138622	994	963	670	857	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
