A_1_L_ratio	A_2_L_ratio	A_3_L_ratio	A_4_L_ratio	A_5_L_ratio	A_6_L_ratio	S_1_L_ratio	S_2_L_ratio	S_3_L_ratio	S_4_L_ratio	S_5_L_ratio	L_1_L_ratio	L_2_L_ratio	L_3_L_ratio	L_4_L_ratio	L_5_L_ratio	V_1_L_ratio	V_2_L_ratio	V_3_L_ratio	V_4_L_ratio	V_5_L_ratio	Promoters	enhancer_type	group	raw_names	A	V	S	L	L_DESeq2_Active	A_DESeq2_Active	S_DESeq2_Active	V_DESeq2_Active	A_1_ratio	A_1_L_ratio	A_2_ratio	A_2_L_ratio	A_3_ratio	A_3_L_ratio	A_4_ratio	A_4_L_ratio	A_5_ratio	A_5_L_ratio	A_6_ratio	A_6_L_ratio	S_1_ratio	S_1_L_ratio	S_2_ratio	S_2_L_ratio	S_3_ratio	S_3_L_ratio	S_4_ratio	S_4_L_ratio	S_5_ratio	S_5_L_ratio	L_1_ratio	L_1_L_ratio	L_2_ratio	L_2_L_ratio	L_3_ratio	L_3_L_ratio	L_4_ratio	L_4_L_ratio	L_5_ratio	L_5_L_ratio	V_1_ratio	V_1_L_ratio	V_2_ratio	V_2_L_ratio	V_3_ratio	V_3_L_ratio	V_4_ratio	V_4_L_ratio	V_5_ratio	V_5_L_ratio
CFI:::CCT	-1.39639049843076	-2.88718544302401	-1.42241080281021	-2.22668509649891	-2.26662570591053	-2.8874246852756	-1.7258773816235	-4.72896109735428	-4.23996588701452	-3.17457319653671	-3.50214844088758	0.603046410152598	-0.157093955823712	-0.0422431053929448	-0.202208381274335	-0.0823513184584931	-2.40565505980211	-2.26721240695078	-3.45346911885588	-2.92834819019021	-0.745027889220115	CFI	CCT	promoter_candidate	promoter_candidate568	0	0	0	1	1	0	0	0	0.379878377406602	-1.39639049843076	0.135166970049803	-2.88718544302401	0.373088344981706	-1.42241080281021	0.213649064270392	-2.22668509649891	0.20781537421126	-2.26662570591053	0.13514455715712	-2.8874246852756	0.302314612365918	-1.7258773816235	0.0377086393007972	-4.72896109735428	0.0529228333851786	-4.23996588701452	0.110753700152449	-3.17457319653671	0.0882568189407259	-3.50214844088758	1.51892055128472	0.603046410152598	0.896829751530353	-0.157093955823712	0.971143836424553	-0.0422431053929448	0.869219001992267	-0.202208381274335	0.944517008553937	-0.0823513184584931	0.188723363356504	-2.40565505980211	0.2077308790793	-2.26721240695078	0.0912855856436144	-3.45346911885588	0.131364905277574	-2.92834819019021	0.596656337241263	-0.745027889220115
CFI_ATG:::AAG	-0.803826615116974	0.311922228618768	-1.29786196194574	-0.0928038969993136	-1.70105678257589	-3.09761755055398	-0.525514534845969	-3.4827037850563	-1.22630399920606	0.733724413264354	-2.7301747959879	-0.0613461124636563	0.0617405569195565	0.327977894344089	0.0782475463514325	0.125218245341697	-2.43147182303182	-1.38423149364391	-2.6814954739562	-1.53805244957645	-3.09172378737144	CFI_ATG	AAG	promoter_candidate	promoter_candidate569	0	0	0	1	1	0	0	0	0.572827788008702	-0.803826615116974	1.24136057168115	0.311922228618768	0.406728513268391	-1.29786196194574	0.937698547509927	-0.0928038969993136	0.307560730764445	-1.70105678257589	0.116821883007607	-3.09761755055398	0.694711298075463	-0.525514534845969	0.0894543974423746	-3.4827037850563	0.42741101703434	-1.22630399920606	1.6629265105796	0.733724413264354	0.150707717706595	-2.7301747959879	0.958369491478147	-0.0613461124636563	1.04372421528059	0.0617405569195565	1.25525275755872	0.327977894344089	1.05573485147638	0.0782475463514325	1.09067271294773	0.125218245341697	0.185376230853042	-2.43147182303182	0.383093514253877	-1.38423149364391	0.155879652552384	-2.6814954739562	0.344349992429188	-1.53805244957645	0.117300105222379	-3.09172378737144
CFI_ATG:::CCT	-0.785336223157723	-1.91529808299027	-2.13406965544764	-4.01226639406699	-1.84267464189125	-1.79339145374991	-1.7595265936501	-4.28832664198258	-4.45854226170603	-3.93618601516498	-1.80113115591067	0.379296982682778	0.486531837090214	0.292527006513229	0.393048999532596	0.224954600063681	-4.40142088503145	-2.42112762766285	-1.3926991632145	-2.78086660823649	-3.37208728109637	CFI_ATG	CCT	promoter_candidate	promoter_candidate569	0	0	0	1	1	0	0	0	0.580216720689063	-0.785336223157723	0.265117152400427	-1.91529808299027	0.227814320681836	-2.13406965544764	0.0619708516784735	-4.01226639406699	0.278804423860513	-1.84267464189125	0.288493065474311	-1.79339145374991	0.295345064069371	-1.7595265936501	0.0511782049973941	-4.28832664198258	0.0454825747862277	-4.45854226170603	0.0653265827788849	-3.93618601516498	0.286949515597133	-1.80113115591067	1.30070787323104	0.379296982682778	1.40107271907857	0.486531837090214	1.22478371570753	0.292527006513229	1.31316572488019	0.393048999532596	1.16874046907823	0.224954600063681	0.0473195155854978	-4.40142088503145	0.186710164139559	-2.42112762766285	0.380851593408519	-1.3926991632145	0.145504269521254	-2.78086660823649	0.0965829753900191	-3.37208728109637
CHCHD10:::AAG	1.53770242727518	1.59071326951652	1.25320136471451	1.85631910046289	1.66337618079117	2.04763197904457	1.47859029634687	1.1040015968456	1.46333922920472	0.569217059594418	1.33813531232115	1.18744063691486	1.14992306035243	1.25558097246554	1.33509443186977	1.30424029763599	0.912796275129309	1.41065540584302	1.61076891724191	1.25534450589127	1.73846275704755	CHCHD10	AAG	promoter_candidate	promoter_candidate62	0	1	0	0	1	1	1	1	2.90331765482308	1.53770242727518	3.01198225306824	1.59071326951652	2.3836978314709	1.25320136471451	3.62082663038779	1.85631910046289	3.16756929524581	1.66337618079117	4.13426818888356	2.04763197904457	2.78676296630008	1.47859029634687	2.14950072488247	1.1040015968456	2.75745860687289	1.46333922920472	1.48371814874406	0.569217059594418	2.52824331314904	1.33813531232115	2.27748355516078	1.18744063691486	2.21902059950241	1.14992306035243	2.3876327908475	1.25558097246554	2.52291995044833	1.33509443186977	2.4695365095567	1.30424029763599	1.88269105302226	0.912796275129309	2.65857912701555	1.41065540584302	3.05414576089154	1.61076891724191	2.3872414752452	1.25534450589127	3.33679430961093	1.73846275704755
CHCHD10:::CCT	0.0649740352409939	0.647543791282043	0.266464860995156	0.862410434881866	1.05872141469258	0.666631204215193	0.172890769337891	1.24629248733331	1.09943779101948	0.000568100090477929	0.200234920828594	0.466505644882669	0.335992016146015	0.396021207582553	0.443700576462182	0.539505138788909	0.616835216999034	0.32572398822265	0.572979180242965	1.25676434620511	0.805722191627879	CHCHD10	CCT	promoter_candidate	promoter_candidate62	0	1	0	0	1	1	1	1	1.04606611315337	0.0649740352409939	1.56649893760967	0.647543791282043	1.20285676746734	0.266464860995156	1.81807338626657	0.862410434881866	2.08308457425347	1.05872141469258	1.58736203302149	0.666631204215193	1.12731505659334	0.172890769337891	2.37230990452013	1.24629248733331	2.14271176135901	1.09943779101948	1.00039385451632	0.000568100090477929	1.14888541819032	0.200234920828594	1.38175865079696	0.466505644882669	1.26224504684652	0.335992016146015	1.31587386820119	0.396021207582553	1.36008854410414	0.443700576462182	1.45347387332862	0.539505138788909	1.53350749417269	0.616835216999034	1.2532932214725	0.32572398822265	1.4875922946033	0.572979180242965	2.38959205526366	1.25676434620511	1.74802060590921	0.805722191627879
CHI3L1:::AAG	-0.088177981723486	-0.329687776956261	-0.966835834953653	-0.807895232861713	-0.667891851843083	-0.79009743202038	0.396333766681012	0.168885805708252	0.160013075338128	0.164093421916628	-0.327846172180437	-0.345886579707752	-0.207743099771377	0.00923053576652639	0.0645013503189618	0.0309782388378799	-0.272790605380906	-0.321883034058587	-0.344293589099349	0.00138728649730106	0.0319244059589815	CHI3L1	AAG	promoter_candidate	promoter_candidate684	0	0	0	1	1	0	1	1	0.940710047280088	-0.088177981723486	0.795708669625496	-0.329687776956261	0.511626949861398	-0.966835834953653	0.571214602977977	-0.807895232861713	0.62942576836982	-0.667891851843083	0.578305034959285	-0.79009743202038	1.31615898244515	0.396333766681012	1.12418993674337	0.168885805708252	1.11729726424089	0.160013075338128	1.12046176750156	0.164093421916628	0.796725042818959	-0.327846172180437	0.786824300653355	-0.345886579707752	0.865890740670007	-0.207743099771377	1.00641863153246	0.00923053576652639	1.04572343596136	0.0645013503189618	1.02170467152341	0.0309782388378799	0.827716943265063	-0.272790605380906	0.800024987419359	-0.321883034058587	0.787693573736282	-0.344293589099349	1.00096205620371	0.00138728649730106	1.02237495901147	0.0319244059589815
CHI3L1:::CCT	-0.789376911526235	-0.727148948678198	-1.00514826010505	-1.3942978957336	-0.935383064625208	-1.5407882296307	-0.295629087115587	-0.360963172810292	-0.205825094540992	-1.26729581940505	0.394592841464518	-0.667352483661518	-0.630321551300367	-0.571557164914668	-0.518419825852122	-0.583219486046442	-0.801817597756126	-1.02226517670471	-1.70359190017011	-1.41582467787189	-0.535257464344698	CHI3L1	CCT	promoter_candidate	promoter_candidate684	0	0	0	1	0	0	1	0	0.57859392809733	-0.789376911526235	0.604096549519944	-0.727148948678198	0.498218928779828	-1.00514826010505	0.380429783831675	-1.3942978957336	0.522903610009255	-0.935383064625208	0.343697620888609	-1.5407882296307	0.814716997621769	-0.295629087115587	0.778644567005214	-0.360963172810292	0.867042673257306	-0.205825094540992	0.415437738055858	-1.26729581940505	1.31457170838102	0.394592841464518	0.629661130447005	-0.667352483661518	0.64603241003189	-0.630321551300367	0.672890116112592	-0.571557164914668	0.698136078300445	-0.518419825852122	0.667472597222433	-0.583219486046442	0.573626031986223	-0.801817597756126	0.492342717346011	-1.02226517670471	0.307020756654611	-1.70359190017011	0.374795444327608	-1.41582467787189	0.69003552149788	-0.535257464344698
CKB:::AAG	3.14595464192416	2.22825432520788	2.87421204183181	3.07811987118094	3.10250116883865	3.60173570712508	3.74882013428282	2.79906275687796	3.04641658956618	2.62822059456614	3.6593531961831	1.27406037075203	1.58602525248285	1.54674458132913	1.6195287924795	1.69328762769886	3.18525491897062	2.89591198156112	3.52268351210076	3.63227058292974	3.56298429461469	CKB	AAG	promoter_candidate	promoter_candidate65	1	0	0	0	1	1	1	1	8.85170052447106	3.14595464192416	4.68566666388724	2.22825432520788	7.33202671162227	2.87421204183181	8.44513140416537	3.07811987118094	8.58906547488678	3.10250116883865	12.1403297861768	3.60173570712508	13.4433439036601	3.74882013428282	6.95988156821373	2.79906275687796	8.26157353395546	3.04641658956618	6.18262967682241	2.62822059456614	12.6349950694093	3.6593531961831	2.41841254999727	1.27406037075203	3.00221074432688	1.58602525248285	2.92157146830835	1.54674458132913	3.07274658995571	1.6195287924795	3.23392815380645	1.69328762769886	9.09614289929106	3.18525491897062	7.44314314359748	2.89591198156112	11.4929998854266	3.52268351210076	12.4000203481388	3.63227058292974	11.818575849247	3.56298429461469
CKB:::CCT	2.00944461114575	2.70189753368343	2.20486504949776	1.65338151552957	2.01938352215599	1.9884528700719	1.80755754807371	1.33994705477577	1.98580366447619	2.22560021592634	2.24605257645037	1.09862154554556	0.95060106760202	0.894598328580027	1.0500136075379	1.03857245906649	1.41733919149669	2.68617469208876	1.83577076164133	2.8644817683873	2.73702151148932	CKB	CCT	promoter_candidate	promoter_candidate65	1	0	0	0	1	1	1	1	4.02627192316722	2.00944461114575	6.50657144436397	2.70189753368343	4.61031411566027	2.20486504949776	3.14570092790744	1.65338151552957	4.05410518978035	2.01938352215599	3.9681123402098	1.9884528700719	3.5004916083035	1.80755754807371	2.5314202860658	1.33994705477577	3.96083242368592	1.98580366447619	4.67705442179133	2.22560021592634	4.74383087495801	2.24605257645037	2.14149980453251	1.09862154554556	1.93267769838704	0.95060106760202	1.85909220952256	0.894598328580027	2.07054937706731	1.0500136075379	2.05419403062586	1.03857245906649	2.67092449284608	1.41733919149669	6.43604624400176	2.68617469208876	3.56962064266361	1.83577076164133	7.2827421593243	2.8644817683873	6.66692506457331	2.73702151148932
CKMT2:::AAG	1.51177833382249	1.6766407264797	1.64693058885981	1.54767816761774	1.70116041638474	2.03869578053906	1.72794361775531	2.19016858413606	2.07050944444283	1.95418135616149	1.3196865668871	1.44380817904091	1.51117747613173	1.54362209766882	1.61230627854756	1.55506354318991	2.28288025947178	1.70942413446995	1.78086132197822	1.75567889157211	1.94241879605102	CKMT2	AAG	promoter_candidate	promoter_candidate26	0	1	0	0	1	1	1	1	2.85161325842906	1.51177833382249	3.19682711824746	1.6766407264797	3.13166651023612	1.64693058885981	2.92346266616351	1.54767816761774	3.25162394294231	1.70116041638474	4.10873926098983	2.03869578053906	3.31255318427502	1.72794361775531	4.5635881041013	2.19016858413606	4.20034970004318	2.07050944444283	3.87495983397642	1.95418135616149	2.49611874391785	1.3196865668871	2.72037997861589	1.44380817904091	2.85042585779712	1.51117747613173	2.91525503006668	1.54362209766882	3.05740204720375	1.61230627854756	2.93846668783385	1.55506354318991	4.86648551013663	2.28288025947178	3.27030260109524	1.70942413446995	3.43631269083009	1.78086132197822	3.37685186188585	1.75567889157211	3.84349501168738	1.94241879605102
CKMT2:::CCT	1.18726044246526	1.12867943538626	1.25597051556549	1.08759315154842	1.10488731876896	0.922621360518228	1.7486919588963	1.9559258494042	1.30678640764886	1.31352576620294	1.91836399332629	0.957939077524241	0.942939733560921	0.94023875996873	1.00562093148648	0.979611648351355	1.01851451392982	1.03633372861457	1.02339386081746	0.716715586353304	1.5087950832401	CKMT2	CCT	promoter_candidate	promoter_candidate26	0	1	0	0	1	1	1	1	2.27719911232566	1.18726044246526	2.18658500517019	1.12867943538626	2.3882775642961	1.25597051556549	2.12519194762701	1.08759315154842	2.15082078519022	1.10488731876896	1.89555637072097	0.922621360518228	3.36053739769678	1.7486919588963	3.87964823288984	1.9559258494042	2.47389866724701	1.30678640764886	2.48548219116754	1.31352576620294	3.77994172657186	1.91836399332629	1.94253295959875	0.957939077524241	1.92244154796444	0.942939733560921	1.91884577328919	0.94023875996873	2.00780746520829	1.00562093148648	1.97193452263732	0.979611648351355	2.02583196619978	1.01851451392982	2.05100886652933	1.03633372861457	2.0326951431643	1.02339386081746	1.64343635475887	0.716715586353304	2.84572269449782	1.5087950832401
CLDN1:::AAG	2.60411124420047	2.76186476024451	2.83506126304894	2.65912549605179	2.5523974008699	2.59178771622073	2.77374870651107	2.60383614052875	2.74113166162537	2.17733957367154	2.62921094019915	1.76001767404506	1.91497212816818	2.04352868929299	2.00710469732581	1.99796993429462	2.35178868659835	2.80435860515402	2.40901150873113	2.81846707673831	2.52459951829084	CLDN1	AAG	promoter_candidate	promoter_candidate706	0	0	0	1	1	1	1	1	6.08016824081558	2.60411124420047	6.78272386757046	2.76186476024451	7.13573116282481	2.83506126304894	6.31650052461951	2.65912549605179	5.86608266147537	2.5523974008699	6.02845252293458	2.59178771622073	6.83882610958378	2.77374870651107	6.07900894027641	2.60383614052875	6.68594580886122	2.74113166162537	4.52318678619084	2.17733957367154	6.18687523265416	2.62921094019915	3.38702274264457	1.76001767404506	3.77106528869681	1.91497212816818	4.1225262765903	2.04352868929299	4.01974698678697	2.00710469732581	3.99437542091706	1.99796993429462	5.10456734799983	2.35178868659835	6.98547686638935	2.80435860515402	5.31110300132814	2.40901150873113	7.05412468710042	2.81846707673831	5.75413679156541	2.52459951829084
CLDN1:::CCT	1.97846330554193	1.91687930456596	1.82275399178691	1.73767333588977	1.95852965774101	1.32833083976424	1.09513829141992	1.08705393338188	2.0776245745904	0.757089068295571	1.91017453683764	0.662438311119395	0.757733723202998	0.693961674689872	0.750542151645259	0.777867159073497	1.66555867617379	1.92564778067246	1.99068742302544	1.72068184356882	1.67900600357667	CLDN1	CCT	promoter_candidate	promoter_candidate706	0	0	0	1	1	1	1	1	3.94073109056609	1.97846330554193	3.77605375986241	1.91687930456596	3.53755846577904	1.82275399178691	3.33496896509663	1.73767333588977	3.88665663150833	1.95852965774101	2.51111976815997	1.32833083976424	2.1363355875229	1.09513829141992	2.12439778950801	1.08705393338188	4.22111628736185	2.0776245745904	1.69007710663472	0.757089068295571	3.75854567714398	1.91017453683764	1.58275539276322	0.662438311119395	1.69083247067652	0.757733723202998	1.61771972129778	0.693961674689872	1.68242495168774	0.750542151645259	1.71459418905804	0.777867159073497	3.17236479042568	1.66555867617379	3.79907391299604	1.92564778067246	3.97426320878909	1.99068742302544	3.29592141263958	1.72068184356882	3.20207256758138	1.67900600357667
CLU:::AAG	0.10278070281962	-0.245515468644256	-0.461451255010586	0.184718860610331	-0.304220797126222	0.0299534420531637	-0.536029226260065	-0.758879357786171	-0.922294104435024	-1.63494765407824	-1.25459424562218	-0.813985696566945	-0.7389161011533	-0.81070748129787	-0.841859674021608	-0.777405596139201	-1.32228805909097	-0.785149764295671	-0.964224674266592	-0.922081045445494	-0.64427784102575	CLU	AAG	promoter_candidate	promoter_candidate266	1	0	0	0	0	1	0	0	1.0738412297388	0.10278070281962	0.843514358281684	-0.245515468644256	0.726255326656279	-0.461451255010586	1.13659546218745	0.184718860610331	0.809879516212724	-0.304220797126222	1.02097917663626	0.0299534420531637	0.689666489439467	-0.536029226260065	0.590955188734718	-0.758879357786171	0.527669278429497	-0.922294104435024	0.321982089779513	-1.63494765407824	0.419111424801338	-1.25459424562218	0.56880825329191	-0.813985696566945	0.599189355063503	-0.7389161011533	0.570102217707069	-0.81070748129787	0.557923925862305	-0.841859674021608	0.583415007827307	-0.777405596139201	0.399900209180696	-1.32228805909097	0.580291714736952	-0.785149764295671	0.512553791530126	-0.964224674266592	0.52774721103618	-0.922081045445494	0.63981297685109	-0.64427784102575
CLU:::CCT	-1.31015114330972	-0.429461638016351	-0.499642906297773	-0.722239573701688	-0.72360730644755	-0.651707647602445	-2.035133707914	-1.86869316173603	-1.94398015690504	-1.9582545626349	-2.61438900286083	-0.303337922239464	-0.281986065462384	-0.396241681035937	-0.499939568895583	-0.373443204814329	-1.20277279435628	-0.781572058880936	-0.934205093318595	-0.978402659364817	-1.13266913009976	CLU	CCT	promoter_candidate	promoter_candidate266	1	0	0	0	0	0	0	0	0.403278628090248	-1.31015114330972	0.74253882244593	-0.429461638016351	0.707281824853721	-0.499642906297773	0.606155743049573	-0.722239573701688	0.605581355414681	-0.72360730644755	0.636526442350287	-0.651707647602445	0.243985326765759	-2.035133707914	0.273821348946762	-1.86869316173603	0.259898433460456	-1.94398015690504	0.257339609439564	-1.9582545626349	0.163301618765946	-2.61438900286083	0.810375283574396	-0.303337922239464	0.822458012537349	-0.281986065462384	0.759835129555894	-0.396241681035937	0.707136400848004	-0.499939568895583	0.771937952562064	-0.373443204814329	0.434439505741386	-1.20277279435628	0.581732552288818	-0.781572058880936	0.523330739076666	-0.934205093318595	0.507541374748603	-0.978402659364817	0.456071166829748	-1.13266913009976
CMYA5:::AAG	0.0773508720865801	0.540215602193238	-2.9481670803601	0.800572750357341	1.44467616700139	-2.66661660815909	2.02547160480636	-1.99972848841673	1.01827657538379	1.02556738100192	-1.46127175656666	0.0590913224871914	-0.00591801620224174	0.352996767540881	0.334837331865169	0.491815478532834	0.212635481568442	-2.85103980768353	0.203103797113328	-2.05015133291647	1.99340426761179	CMYA5	AAG	promoter_candidate	promoter_candidate99	0	0	1	0	1	0	1	0	1.05507888738038	0.0773508720865801	1.4541898211023	0.540215602193238	0.129572630786208	-2.9481670803601	1.74179248147872	0.800572750357341	2.72201716974934	1.44467616700139	0.157495595910599	-2.66661660815909	4.07124940790778	2.02547160480636	0.250047053799673	-1.99972848841673	2.02549788051163	1.01827657538379	2.03575984745678	1.02556738100192	0.363172846061634	-1.46127175656666	1.04180937337576	0.0590913224871914	0.99590634569529	-0.00591801620224174	1.27721089751186	0.352996767540881	1.26123519281375	0.334837331865169	1.40621333297361	0.491815478532834	1.15880312600988	0.212635481568442	0.138596256168838	-2.85103980768353	1.15117231137024	0.203103797113328	0.241458752849193	-2.05015133291647	3.98175448608703	1.99340426761179
CMYA5:::CCT	0.973100568024013	0.221367294986514	0.631511575687024	0.103351360464924	-0.558797609983195	0.614464865298765	-3.10700964239395	-0.171501920932737	0.43997035506223	0.635290789212295	0.588816630672263	-0.575193684667696	-0.486588492285639	-0.697034669597382	-0.582475216404003	-0.583755895494677	0.53543458694985	-2.53392034304277	0.184773391434385	0.265665524310979	0.0522413275229608	CMYA5	CCT	promoter_candidate	promoter_candidate99	0	0	1	0	0	1	1	1	1.96305496444128	0.973100568024013	1.16583797044312	0.221367294986514	1.54918729586843	0.631511575687024	1.07426607137324	0.103351360464924	0.678867718944212	-0.558797609983195	1.53099000606182	0.614464865298765	0.11606383081174	-3.10700964239395	0.88791783097682	-0.171501920932737	1.35657645181454	0.43997035506223	1.55325079125144	0.635290789212295	1.5040125763346	0.588816630672263	0.671196135930067	-0.575193684667696	0.713710799422129	-0.486588492285639	0.616838761391904	-0.697034669597382	0.66781702743162	-0.582475216404003	0.667224469902106	-0.583755895494677	1.4493786890857	0.53543458694985	0.172668839491284	-2.53392034304277	1.13663842390616	0.184773391434385	1.20219049968235	0.265665524310979	1.03687453021141	0.0522413275229608
CNN1:::AAG	1.93195616588591	1.76538039472709	2.01182573526267	1.54818209820998	1.59931857419501	1.93926956123983	1.82158545533064	2.45155071546414	2.52769716614293	2.30291004126641	2.34263439094422	1.43069829041245	1.58408090549646	1.58811161671292	1.69598464521286	1.60459532947549	2.56319389965742	1.97655273122323	2.33871864509251	2.01692113208177	2.2546353844854	CNN1	AAG	promoter_candidate	promoter_candidate265	1	0	0	0	1	1	1	1	3.81572226545975	1.93195616588591	3.39963625889419	1.76538039472709	4.03292264894727	2.01182573526267	2.92448400439356	1.54818209820998	3.03000163922786	1.59931857419501	3.83511426130822	1.93926956123983	3.53469431759827	1.82158545533064	5.47003746957252	2.45155071546414	5.76650492077268	2.52769716614293	4.93452097935299	2.30291004126641	5.07228001271748	2.34263439094422	2.69577164008865	1.43069829041245	2.99816733427217	1.58408090549646	3.00655555474525	1.58811161671292	3.23997941083098	1.69598464521286	3.04110436851673	1.60459532947549	5.91014653056217	2.56319389965742	3.93551579821127	1.97655273122323	5.05853155656449	2.33871864509251	4.04719154993548	2.01692113208177	4.77213674701251	2.2546353844854
CNN1:::CCT	1.36368755107761	1.27616286041142	0.997001359346237	1.20368010712665	1.07164913906145	1.40200710995906	1.30887860269914	1.70622512819551	1.67039572654455	1.33815524163828	0.994397476477191	0.937129274333327	0.933608352034517	0.904791824187697	0.934099514425234	0.865782874657699	1.72182527636246	1.78889670120782	1.87180255945866	1.72038047774658	1.87020755356777	CNN1	CCT	promoter_candidate	promoter_candidate265	1	0	0	0	1	1	1	1	2.57342110048779	1.36368755107761	2.42193955610783	1.27616286041142	1.99584731853847	0.997001359346237	2.30326451868353	1.20368010712665	2.10183459347581	1.07164913906145	2.64268983511554	1.40200710995906	2.47748891552665	1.30887860269914	3.26305912413153	1.70622512819551	3.1830189069927	1.67039572654455	2.52827823841692	1.33815524163828	1.99224831431888	0.994397476477191	1.91471447887697	0.937129274333327	1.91004728244692	0.933608352034517	1.87227431278831	0.904791824187697	1.91069766459671	0.934099514425234	1.8223282805591	0.865782874657699	3.29853468736243	1.72182527636246	3.45550532218549	1.78889670120782	3.6598957619042	1.87180255945866	3.29523299665265	1.72038047774658	3.65585171281581	1.87020755356777
COL18A1:::AAG	1.32464220655483	1.72952043549961	1.61800989869723	1.39327649187464	1.71243459121574	1.67446002002015	1.06041783781801	1.6557877528658	1.40907132290423	1.55021982227025	1.51361908098738	0.901235998889845	0.950216268854848	1.06348972369454	1.06849044712235	1.08842565698582	1.31496941163464	1.06140672686544	1.08595743338953	1.81788620322978	1.36093375124401	COL18A1	AAG	promoter_candidate	promoter_candidate290	1	0	0	0	1	1	1	1	2.50470762391328	1.32464220655483	3.31617567411151	1.72952043549961	3.06951325263984	1.61800989869723	2.62674561726237	1.39327649187464	3.27713383239085	1.71243459121574	3.19199860270153	1.67446002002015	2.08553545347635	1.06041783781801	3.150951946764	1.6557877528658	2.65566160217925	1.40907132290423	2.92861758897766	1.55021982227025	2.85525397873527	1.51361908098738	1.86766538121673	0.901235998889845	1.93216227914375	0.950216268854848	2.08998085058108	1.06348972369454	2.0972377901267	1.06849044712235	2.12641864098015	1.08842565698582	2.48797055549086	1.31496941163464	2.08696546473304	1.06140672686544	2.12278378439706	1.08595743338953	3.52564252534525	1.81788620322978	2.56851366876751	1.36093375124401
COL18A1:::CCT	0.385773035622508	0.799570949164543	0.89013331945602	0.726294001236142	0.858375125012154	0.347743795311249	0.760376200314314	0.993677225414654	0.656862097354391	0.467910444618114	0.859230015403607	0.142312016811484	0.130608115314478	0.112899365596565	0.190994277684973	0.251894148065786	0.133392301368986	0.369591705624281	0.712718104962739	0.857211347708553	0.420010810344749	COL18A1	CCT	promoter_candidate	promoter_candidate290	1	0	0	0	1	1	1	1	1.30655969012153	0.385773035622508	1.74058340815381	0.799570949164543	1.85334738370865	0.89013331945602	1.65438384301404	0.726294001236142	1.81299522455024	0.858375125012154	1.27256892280109	0.347743795311249	1.69393228062542	0.760376200314314	1.99125395251704	0.993677225414654	1.576649633969	0.656862097354391	1.38310477003392	0.467910444618114	1.81406986018407	0.859230015403607	1.10367240940768	0.142312016811484	1.09475505796371	0.130608115314478	1.08139932843405	0.112899365596565	1.14155017926571	0.190994277684973	1.19076947824838	0.251894148065786	1.09686981171698	0.133392301368986	1.29198713607405	0.369591705624281	1.63888895368948	0.712718104962739	1.81153332729663	0.857211347708553	1.33793758012889	0.420010810344749
COL18A1_ATG:::AAG	0.747423952276081	1.04986119773686	1.23709309270698	1.32656996012647	1.2637825303927	0.666160374882106	0.653038822718073	1.60593182099805	0.323900660275654	0.596308490640013	1.34787277856967	0.975851921924423	1.06558017972571	1.14221234113088	1.14013578670277	1.17675209257	0.962150851426987	0.82289285682969	1.01101402301332	0.822488903061564	0.748106256794267	COL18A1_ATG	AAG	promoter_candidate	promoter_candidate291	1	0	0	0	1	1	1	1	1.67879253393274	0.747423952276081	2.07033065076595	1.04986119773686	2.35723091563127	1.23709309270698	2.5080566937463	1.32656996012647	2.4012448677706	1.2637825303927	1.58684407555662	0.666160374882106	1.57247689884071	0.653038822718073	3.04392290831825	1.60593182099805	1.25171026661034	0.323900660275654	1.51184317029991	0.596308490640013	2.54536540225027	1.34787277856967	1.96680226530307	0.975851921924423	2.09301141477921	1.06558017972571	2.20719231881325	1.14221234113088	2.20401766450894	1.14013578670277	2.26067263516815	1.17675209257	1.94821223587461	0.962150851426987	1.76894949300568	0.82289285682969	2.01532710972978	1.01101402301332	1.76845425751773	0.822488903061564	1.67958668557518	0.748106256794267
COL18A1_ATG:::CCT	0.526467517675584	0.681709053850073	0.90910549270896	0.438080756126252	0.334177813758407	-0.141065041724815	0.587402168535339	0.776317399125811	0.0835876589373149	0.859124087908846	0.584570722967294	0.30183978999391	0.305726181515631	0.306902183126361	0.308138179152569	0.355337811014527	0.0524079975937183	0.510286187677357	0.30637214613502	0.321389034370283	0.414013666062978	COL18A1_ATG	CCT	promoter_candidate	promoter_candidate291	1	0	0	0	1	1	1	1	1.44039801619699	0.526467517675584	1.6040388159769	0.681709053850073	1.8778808039616	0.90910549270896	1.35480081153222	0.438080756126252	1.26065875959368	0.334177813758407	0.906849444075346	-0.141065041724815	1.50253871924452	0.587402168535339	1.71275334076121	0.776317399125811	1.05964987835384	0.0835876589373149	1.81393666999777	0.859124087908846	1.49959271583523	0.584570722967294	1.23271542590678	0.30183978999391	1.23604064245609	0.305726181515631	1.23704860210509	0.306902183126361	1.2381088693567	0.308138179152569	1.27928509433595	0.355337811014527	1.03699432402039	0.0524079975937183	1.42433271271364	0.510286187677357	1.23659420178571	0.30637214613502	1.24953302690032	0.321389034370283	1.33238744619627	0.414013666062978
