A_1_ratio_scaled_AAG	A_2_ratio_scaled_AAG	A_3_ratio_scaled_AAG	A_4_ratio_scaled_AAG	A_5_ratio_scaled_AAG	A_6_ratio_scaled_AAG	S_1_ratio_scaled_AAG	S_2_ratio_scaled_AAG	S_3_ratio_scaled_AAG	S_4_ratio_scaled_AAG	S_5_ratio_scaled_AAG	L_1_ratio_scaled_AAG	L_2_ratio_scaled_AAG	L_3_ratio_scaled_AAG	L_4_ratio_scaled_AAG	L_5_ratio_scaled_AAG	V_1_ratio_scaled_AAG	V_2_ratio_scaled_AAG	V_3_ratio_scaled_AAG	V_4_ratio_scaled_AAG	V_5_ratio_scaled_AAG	A_AAG	V_AAG	S_AAG	L_AAG	group_AAG	FDR_active_A_AAG	FDR_active_S_AAG	FDR_active_L_AAG	FDR_active_V_AAG	A_mean_log_ratio_AAG	S_mean_log_ratio_AAG	L_mean_log_ratio_AAG	V_mean_log_ratio_AAG	A_1_ratio_scaled_CCT	A_2_ratio_scaled_CCT	A_3_ratio_scaled_CCT	A_4_ratio_scaled_CCT	A_5_ratio_scaled_CCT	A_6_ratio_scaled_CCT	S_1_ratio_scaled_CCT	S_2_ratio_scaled_CCT	S_3_ratio_scaled_CCT	S_4_ratio_scaled_CCT	S_5_ratio_scaled_CCT	L_1_ratio_scaled_CCT	L_2_ratio_scaled_CCT	L_3_ratio_scaled_CCT	L_4_ratio_scaled_CCT	L_5_ratio_scaled_CCT	V_1_ratio_scaled_CCT	V_2_ratio_scaled_CCT	V_3_ratio_scaled_CCT	V_4_ratio_scaled_CCT	V_5_ratio_scaled_CCT	A_CCT	V_CCT	S_CCT	L_CCT	group_CCT	FDR_active_A_CCT	FDR_active_S_CCT	FDR_active_L_CCT	FDR_active_V_CCT	A_mean_log_ratio_CCT	S_mean_log_ratio_CCT	L_mean_log_ratio_CCT	V_mean_log_ratio_CCT	A_CCT_activity	A_AAG_activity	A_fold	A_pvalue	A_qvalue	S_CCT_activity	S_AAG_activity	S_fold	S_pvalue	S_qvalue	L_CCT_activity	L_AAG_activity	L_fold	L_pvalue	L_qvalue	V_CCT_activity	V_AAG_activity	V_fold	V_pvalue	V_qvalue	qvalue_0_05_A	fold_1_5_A	active_A	final_sig_A	qvalue_0_05_S	fold_1_5_S	active_S	final_sig_S	qvalue_0_05_L	fold_1_5_L	active_L	final_sig_L	qvalue_0_05_V	fold_1_5_V	active_V	final_sig_V	group2
PCK1	2.93761864817717	2.81800352674078	2.75076279662754	2.56886300134918	2.81571606182432	2.7350268995746	3.03590786877494	3.15430453613534	3.13592215335161	3.22246182516154	3.51043545029107	1.18914578380372	1.33456365994812	1.34200758301073	1.47927551164342	1.42382901345197	3.02132277312914	3.11089466952392	2.9190881889412	3.03170950096848	3.11273728912851	0	0	0	1	promoter_candidate	1	1	1	1	2.77099848904893	3.2118063667429	1.35376431037159	3.03915048433825	2.40977270597033	2.37369121604506	2.17867661616203	2.21163116617831	2.14860323536223	2.4719149683361	2.57460680773628	2.9387795350786	2.52980883132497	2.33015737824768	3.03388834876748	1.16275244486437	1.21032434126901	1.08076232614841	1.16121961480436	1.09849790449738	2.67144960054989	2.76543167702554	2.48425579491013	2.61735587275562	2.61986013654059	0	0	0	1	promoter_candidate	1	1	1	1	2.29904831800901	2.681448180231	1.14271132631671	2.63167061635635	2.29904831800901	2.77099848904893	0.47195017103992	0.00054256806064812	0.00529003859131917	2.681448180231	3.2118063667429	0.530358186511899	0.00860859660661524	0.0699448474287488	1.14271132631671	1.35376431037159	0.211052984054883	0.022718049939245	0.0253143985037301	2.63167061635635	3.03915048433825	0.407479867981897	0.000122794550853884	0.0119724687082537	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0_0_0_1
PCK2	1.32542772696411	1.40934072165511	1.29656898179643	1.45252781869849	1.58908602113402	1.39954667230999	1.64810375686288	0.841889753923292	1.88289001693191	1.43006483049482	1.39751824924424	1.02902646079433	1.09356758252479	1.18171036124078	1.25584006858205	1.21085607716404	-0.0624496698316594	0.851205117389169	1.07612304072857	1.25914592961625	1.51911427006196	0	0	0	1	promoter_candidate	1	1	1	1	1.41208299042636	1.44009332149143	1.1542001100612	0.928627737592859	0.258445952909664	0.579369210576509	0.775061171261501	0.310222532674641	0.937501750722483	0.808515497019231	1.15732204852429	1.09854800118948	1.853208385438	0.704899400582891	1.30948183969321	0.559495664090481	0.521738954639795	0.533656281162913	0.54639312419992	0.591330625247153	0.944473716365839	0.857140451269054	0.804936430523429	0.390217490787817	0.979518494461277	0	0	0	1	promoter_candidate	1	1	1	1	0.611519352527338	1.22469193508557	0.550522929868052	0.795257316681483	0.611519352527338	1.41208299042636	0.800563637899022	0.000625215318830807	0.00587551745407264	1.22469193508557	1.44009332149143	0.215401386405853	0.284700305843014	0.438000470527713	0.550522929868052	1.1542001100612	0.603677180193145	0.000115254268649594	0.000252523397603044	0.795257316681483	0.928627737592859	0.133370420911376	0.6980080681491	0.77226424561177	1	2	1	2	0	0	1	0	1	2	1	2	0	0	1	0	0_0_0_1
PCOLCE2	-0.631031934690233	-1.15878941728229	-0.464647178589576	-0.968606457501325	-1.40675673635104	-0.594611785352642	-0.201361894118891	-0.337937965662904	-1.14883389457513	-1.98332660341738	0.102149330996767	-0.143596441587029	-0.22614865424458	0.0194830713626519	-0.036186216030951	0.047428610404929	-0.37389894812845	-0.398265709420708	-0.96854310903434	-2.23074143330649	-1.0307549297269	1	0	0	0	promoter_candidate	1	1	1	1	-0.870740584961185	-0.713862205355508	-0.0678039260189958	-1.00044082592338	-0.941707935237885	-1.95258356221791	-2.66524840769519	-1.18096189127853	-0.850482689309426	-0.494694321406454	-1.59552332115233	-3.7498473230104	-2.7498445430784	1.22008197398704	-1.08276266826774	-0.778881802301226	-0.616339857578638	-0.750326461097355	-0.63154703171629	-0.610533365551613	-0.970245049815111	-2.61016077276119	-0.984277839235757	-1.30372160715991	-0.437796397136734	1	0	0	0	promoter_candidate	0	0	1	0	-1.34761313452423	-1.59157917630436	-0.677525703649024	-1.26124033322174	-1.34761313452423	-0.870740584961185	0.476872549563049	0.276204295928355	0.332468133987835	-1.59157917630436	-0.713862205355508	0.877716970948856	0.46755596948135	0.60883748947488	-0.677525703649024	-0.0678039260189958	0.609721777630028	0.000601499494659532	0.000914560635154845	-1.26124033322174	-1.00044082592338	0.260799507298362	0.661857264380042	0.742803836282637	0	0	1	0	0	2	1	0	1	2	1	2	0	0	1	0	1_0_0_0
PCOLCE	0.586013172573139	0.710361468484897	0.346476145657869	0.480026979705443	0.737548406361143	0.668989888988501	0.76044179880706	0.0688857304951055	0.522005571166527	0.21233710586176	0.239177345379943	0.945703431170683	1.01105752381264	1.04270558671135	1.05818665172368	1.14426045468916	0.730232036708806	0.974765879585624	0.845056565045857	0.800886005580026	0.739323929483007	1	0	0	0	promoter_candidate	1	1	1	1	0.588236010295165	0.360569510342079	1.0403827296215	0.818052883280664	-0.251212544564041	0.0635463320663883	-0.147832555086196	0.0803089363219514	-0.254324843269736	0.206744069034904	-0.424714709502417	-0.176199712064151	-0.538112396944855	-0.236771641252058	-0.01820434897567	0.996934885596227	0.934023473152528	0.916149252416487	0.912737962256362	1.02175307352797	0.452534629025825	0.154618452268398	0.0778339838997785	0.212631980858306	0.217921438630402	1	0	0	0	promoter_candidate	1	1	1	1	-0.0504617675827883	-0.27880056174783	0.956319729389915	0.223108096936542	-0.0504617675827883	0.588236010295165	0.638697777877953	0.00112711968394777	0.00814030882851164	-0.27880056174783	0.360569510342079	0.639370072089909	0.0337868328407841	0.11817815971216	0.956319729389915	1.0403827296215	0.0840630002315889	0.0777822226477984	0.0824322468278298	0.223108096936542	0.818052883280664	0.594944786344122	0.00352249132527479	0.0327088480204087	1	2	1	2	0	2	1	0	0	0	1	0	1	2	1	2	1_0_0_0
PDE4DIP	-2.07705693007387	-2.18843863800141	-1.71707915226744	-1.82836707548349	-1.746570434051	-1.88408458296728	-1.93661731954722	-2.69491127686063	-1.62097215266489	-2.2942971223891	-1.71437736911359	-1.35431849452781	-1.39035955058992	-1.38812536055428	-1.32824113257963	-1.31294705509772	-1.63124328818833	-1.79445524983985	-1.64799259879032	-1.58700842969975	-1.0353394494128	0	0	1	0	promoter_candidate	0	0	0	0	-1.90693280214075	-2.05223504811509	-1.35479831866987	-1.53920780318621	-1.95798539128291	-1.93242219778624	-2.16526061695199	-2.23445292186077	-2.1938494929106	-2.18004547021662	-2.17330517118951	-1.82367529628016	-1.78525248794211	-1.96692260033577	-2.01635766825857	-1.96518493453233	-1.98052552233823	-2.01758082599575	-2.07579943914427	-2.05350008544779	-2.25641007889898	-2.14575816323841	-1.97517769958771	-2.24477333998051	-1.79480705887532	0	0	1	0	promoter_candidate	0	0	0	0	-2.11066934850152	-1.95310264480122	-2.01851816149167	-2.08338526811619	-2.11066934850152	-1.90693280214075	0.203736546360773	0.169651162906626	0.223526870045892	-1.95310264480122	-2.05223504811509	-0.099132403313863	0.67915534420095	0.772217446759098	-2.01851816149167	-1.35479831866987	0.663719842821802	3.78313879164053e-05	0.000126104626388018	-2.08338526811619	-1.53920780318621	0.544177464929978	0.00327977527507001	0.0315830211673408	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0_0_1_0
PDK4	0.859359343402365	0.760072935041846	0.59478644344222	0.379800588663306	0.761434595879203	0.719729890024169	0.626863149708322	1.43076875985323	1.28008733479508	1.33894504720958	1.02318753639784	-0.149797222564731	-0.112581982379878	-0.157149920940646	-0.0836135532121966	-0.101757996415333	0.935974733991567	1.34320550339546	1.01281150183479	1.30556173943021	1.26497938321099	0	0	1	0	promoter_candidate	1	1	1	1	0.679197299408852	1.13997036559281	-0.120980135102557	1.1725065723726	0.139308248782877	-0.00116872770426392	0.163574450097244	0.132022344256622	-0.178889990167898	0.533901400873792	0.879227504123132	0.832754363732518	0.832418628579014	1.30464587931434	0.920873162769175	-0.469610032304151	-0.564340751189659	-0.663457607870978	-0.632462351490325	-0.624026357977338	0.621257474789684	0.879166270229884	0.560494708036256	0.876457496813459	0.888068667016108	0	0	1	0	promoter_candidate	1	1	1	1	0.131457954356395	0.953983907703636	-0.59077942016649	0.765088923377078	0.131457954356395	0.679197299408852	0.547739345052456	0.00699169989609671	0.0233056663203224	0.953983907703636	1.13997036559281	0.185986457889174	0.28750151129066	0.438847708036625	-0.59077942016649	-0.120980135102557	0.469799285063933	0.000322202251657333	0.000549929444841838	0.765088923377078	1.1725065723726	0.407417648995525	0.000122290714839049	0.013626679653494	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0_0_1_0
PDLIM7	1.72082865774391	2.14766620617527	0.83833100660021	1.65274380493225	1.90693885414598	1.37924442145431	2.04869292372127	1.53966356906545	2.52232001512389	1.59768243532908	1.92852059362213	0.281832754292717	0.300397685224622	0.438905665986696	0.56599929257291	0.505540025962388	0.45484095478944	1.79772082709114	2.04364601896222	1.54427075448357	1.79825866914952	0	0	1	0	promoter_candidate	1	1	1	1	1.60762549184199	1.92737590737236	0.418535084807867	1.52774744489518	0.481314563080015	0.833550380450599	0.390997372165993	1.12921303151535	-0.563529070672011	1.58330285623841	1.82338035809416	1.89953322733245	1.8100538262404	1.16967778876692	2.27293611293747	0.0401412610139056	-0.128037919720336	-0.086672463791367	-0.062567601053795	-0.0457022839703493	1.02628225088535	2.17988571128311	0.361621218145667	1.06758774017027	1.90774339959368	0	0	1	0	promoter_candidate	1	1	1	1	0.64247485546306	1.79511626267428	-0.0565678015043883	1.30862406401562	0.64247485546306	1.60762549184199	0.965150636378928	0.0511845505322503	0.0854902557069706	1.79511626267428	1.92737590737236	0.132259644698083	0.567160333730418	0.680592400476501	-0.0565678015043883	0.418535084807867	0.475102886312255	0.0020351833495686	0.00264133612755991	1.30862406401562	1.52774744489518	0.21912338087956	0.618254791265292	0.70502739354814	0	2	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0_0_1_0
PEA15	1.07031091150684	1.74490700229365	2.50696725562917	0.58726656710347	2.66025403019681	1.40923722424243	1.07973032926046	1.38097000062438	0.279865850723385	1.57997220745065	0.901746323288254	1.13031364023497	1.05984693374401	1.03834640269601	1.24395865542662	1.29980781281448	1.28537677720642	2.4904887075215	2.34722406305052	2.15680424186176	1.37408224624014	1	0	0	0	promoter_candidate	1	1	1	1	1.66315716516206	1.04445694226943	1.15445468898322	1.93079520717607	1.44879591113628	1.05821131225777	1.6874390109322	1.32931617870544	2.23378174931481	2.1015422460804	1.58474154095347	1.6336971119048	1.83221135451762	2.0071252394871	0.216280118967435	1.510225835475	1.46023964600799	1.3293412852464	1.49282021776568	1.41715206831801	1.5785318468789	1.05402840606121	2.18906270904244	1.96558179770327	0.988424142689627	1	0	0	0	promoter_candidate	1	1	1	1	1.64318106807115	1.45481107316609	1.44195581056262	1.55512578047509	1.64318106807115	1.66315716516206	0.0199760970909095	0.947469600527891	0.956049532227368	1.45481107316609	1.04445694226943	-0.410354130896661	0.313599605646863	0.467701132704691	1.44195581056262	1.15445468898322	-0.287501121579398	0.00482660023294571	0.00592873729401206	1.55512578047509	1.93079520717607	0.375669426700976	0.261495485421677	0.380534475053933	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1_0_0_0
PEBP4	-0.0347648150830291	-0.0311393539856254	-0.181182426026458	-0.0663838691403268	0.373336694891004	0.138708390983631	-0.9223809337635	-1.48272970941663	-1.11110347722574	-0.66674219550867	-0.987188899280262	0.0329156714137694	0.0484999319505199	0.141229551291394	0.147207962793621	0.273142245695421	0.155445265276659	-0.776541030527167	-0.0325801698140207	-0.0442246317579328	-0.835197162347505	0	0	1	0	promoter_candidate	1	0	1	1	0.0330957702731993	-1.03402904303896	0.128599072628945	-0.306619545833993	-0.119481412520666	0.133703443621776	-0.168138997004018	-0.340343560878873	0.227688076452115	-0.270130271204112	-1.75874048154447	-0.380824002130187	-1.21558980367039	-1.17543778450118	-1.0751291962967	0.270636721626873	0.291252417194109	0.251651157412489	0.363833655379242	0.345739669699391	-0.325103570661327	-0.427789198436256	-0.585040790183505	-0.114014323930215	-0.2232792559643	0	0	1	0	promoter_candidate	1	0	1	1	-0.0894504535889632	-1.12114425362859	0.304622724262421	-0.33504542783512	-0.0894504535889632	0.0330957702731993	0.122546223862162	0.200913875171934	0.255232610153271	-1.12114425362859	-1.03402904303896	0.0871152105896278	0.803743821840724	0.861154094829347	0.304622724262421	0.128599072628945	-0.176023651633476	0.00755519966389152	0.00894242145346796	-0.33504542783512	-0.306619545833993	0.0284258820011272	0.906498331737227	0.94150292776969	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0_0_1_0
PERM1	-1.60286156613496	-1.84433500902308	-1.98035754948327	-2.80678336011868	-1.79660821703139	-1.64178021933695	-1.47323903090895	-3.70992554055266	-1.18644099982588	-1.60905122582098	-2.4030045119328	-1.44859061256628	-1.48346735601976	-1.45313783701639	-1.58525339582893	-1.48349396835229	-2.23722334864933	-1.62340906346404	-2.57475875157311	-1.87051224237225	-1.82278176176573	0	0	1	0	promoter_candidate	0	0	0	0	-1.94545432018806	-2.07633226180825	-1.49078863395673	-2.02573703356489	-2.67594960134899	-2.72051115666717	-2.82431430619074	-2.65827488287003	-2.44902861564991	-2.41456087754754	-3.13422558794298	-3.28051466702442	-2.5681129652796	-3.19871411990602	-2.96964654938622	-2.38326671019948	-2.30375498913804	-2.40893396372794	-2.51323803127594	-2.51550694745748	-2.59085857910171	-2.9064900048648	-3.2382128999367	-1.93798954624829	-3.28143486180227	0	0	1	0	promoter_candidate	0	0	0	0	-2.62377324004573	-3.03024277790785	-2.42494012835978	-2.79099717839075	-2.62377324004573	-1.94545432018806	0.678318919857675	0.0116109469408857	0.0313375038542936	-3.03024277790785	-2.07633226180825	0.953910516099595	0.0740849438553848	0.193913611433558	-2.42494012835978	-1.49078863395673	0.934151494403049	1.03728672907615e-05	7.28904187999456e-05	-2.79099717839075	-2.02573703356489	0.76526014482586	0.0451766140003773	0.119046482838832	1	2	0	0	0	2	0	0	1	2	0	0	0	2	0	0	0_0_1_0
PERM1_ATG	-1.65499101512745	-1.93154653710166	-1.91441911344083	-1.39959444181865	-2.02466599561046	-2.29150503826238	-2.80378768829332	-1.61544687172427	-1.56792612368174	-1.76208501829928	-2.14465118671888	-1.57761398902744	-1.62026389344955	-1.58203348865601	-1.65953505069615	-1.63510576868194	-3.03993280345047	-2.19097672257045	-1.51255036577876	-1.99364825709848	-2.42146576800732	0	0	1	0	promoter_candidate	0	0	0	0	-1.8694536902269	-1.9787793777435	-1.61491043810222	-2.2317147833811	-2.3711120814739	-2.48680787174231	-2.78517570556419	-2.98446134235195	-3.70910269635957	-2.25167783332389	-2.21903064720174	-2.5076570756548	-2.70279906752092	-1.84952224503439	-3.48035298888502	-2.537949265672	-2.60722492364765	-2.61014676043004	-2.76076224760375	-2.73952285319002	-3.72263340858042	-2.04480757808809	-1.93283237404672	-2.3461722786887	-1.31001094304314	0	0	1	0	promoter_candidate	0	0	0	0	-2.76472292180264	-2.55187240485937	-2.65112121010869	-2.27129131648941	-2.76472292180264	-1.8694536902269	0.895269231575731	0.0199553653295998	0.0443452562879996	-2.55187240485937	-1.9787793777435	0.573093027115879	0.18549886569613	0.335705603812022	-2.65112121010869	-1.61491043810222	1.03621077200647	3.79645088867666e-06	5.28791373779964e-05	-2.27129131648941	-2.2317147833811	0.0395765331083173	0.906807343328546	0.940571446537587	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0_0_1_0
PFKM	-0.919193925135064	-0.404245209579562	-0.468548789738758	-0.567632952023928	-0.514134926820411	-0.469869348758394	-0.476475213815089	-0.668256248462167	0.212163159603807	-0.293108193888173	-0.401869023035092	-1.22051583143444	-1.0638837245484	-0.966223744695141	-0.973588521498216	-0.854569219687668	-1.09581244163917	-0.405057069654294	-0.584302210660113	-0.443113084760241	-0.703703917759105	0	0	1	0	promoter_candidate	1	1	0	1	-0.557270858676019	-0.325509103919343	-1.01575620837277	-0.646397744894585	-0.724962810044541	-1.15635968652926	-1.4150480666359	-1.24155282030531	-1.50357651076678	-0.619558780949365	-1.21271998388295	-1.01609170410819	-0.437707940351741	-0.89256925310832	-0.284996636468228	-1.85726642959593	-1.7421759124053	-1.73785854156254	-1.71428351235997	-1.65798628497579	-0.650779936696136	-1.16588872475625	-0.749140949026357	-0.88716728291505	-1.01862618871419	0	0	1	0	promoter_candidate	0	1	0	1	-1.11017644587186	-0.768817103583886	-1.7419141361799	-0.894320616421596	-1.11017644587186	-0.557270858676019	0.55290558719584	0.0353739117281782	0.0660087348037775	-0.768817103583886	-0.325509103919343	0.443307999664543	0.0452766547741897	0.138493296956345	-1.7419141361799	-1.01575620837277	0.726157927807131	1.83146614791944e-05	8.40319761986567e-05	-0.894320616421596	-0.646397744894585	0.247922871527012	0.281096010198683	0.398645250827223	0	0	1	0	0	0	1	0	1	2	0	0	0	0	1	0	0_0_1_0
PGK_pro	1.46979654747085	1.47324577634229	1.44048873003482	1.56843523737778	1.78317449852347	1.62941209487652	1.81551470857596	2.00082362986136	2.3422547226065	2.07430302956346	2.07888894182708	1.38075589434673	1.46850806143223	1.47830693465408	1.52152754280318	1.56989952141881	2.0701847917791	2.22743802804746	2.00713240592894	2.19515495038624	1.99580016604836	1	1	1	1	PC	1	1	1	1	1.56075881410429	2.06235700648687	1.483799590931	2.09914206843802	0.864300235335125	0.909914751215079	0.5545184216529	0.54922236051415	0.97114819512084	0.964768285390919	0.577834132176022	1.65397940854045	1.23226073764356	1.37863460579282	1.11602303540921	0.620122589807522	0.603827271003837	0.529274249195125	0.547740807967049	0.638138131478204	0.897135640854673	1.31551895699738	1.20347857096439	1.01725176295606	1.11303231547712	1	1	1	1	PC	1	1	1	1	0.802312041538169	1.19174638391241	0.587820609890347	1.10928344944992	0.802312041538169	1.56075881410429	0.758446772566119	0.000137032291769905	0.00368569612346642	1.19174638391241	2.06235700648687	0.870610622574456	0.00541201504938076	0.0578270101166711	0.587820609890347	1.483799590931	0.895978981040657	1.993861292036e-05	8.78650738863321e-05	1.10928344944992	2.09914206843802	0.989858618988095	0.000220113963991508	0.0132068378394905	1	2	1	2	0	2	1	0	1	2	1	2	1	2	1	2	1_1_1_1
PGM5	2.198760482559	2.39436879694353	2.31460518062954	2.16168083142263	2.48511319634911	2.54262794618533	2.0705173922796	2.02816163772082	1.92533035538684	2.43625160143546	2.97348982052495	0.106177956579286	0.220586078149616	0.37489165855567	0.376071745355033	0.424886448986818	2.68474776414545	2.87527814621063	2.65762491941526	2.79288823473593	2.7312262449647	1	0	0	0	promoter_candidate	1	1	1	1	2.34952607234819	2.28675016146953	0.300522777525285	2.74835306189439	1.98919262634965	2.26405283598144	1.99479564074343	1.87770294521343	2.22543195454413	2.22305419160462	1.61689281712076	1.98499088573219	2.27541791691672	1.82559979550143	1.97469344421807	-0.0942953596274247	-0.0909959675847629	0.0230753371749571	0.0534273568077902	0.108965613745587	2.46285151537798	2.47744023801729	2.38841267061031	2.17893969861332	2.42644954158537	1	0	0	0	promoter_candidate	1	1	1	1	2.09570503240611	1.93551897189783	3.53961032293369e-05	2.38681873284085	2.09570503240611	2.34952607234819	0.253821039942075	0.000373277181965836	0.00485260336555586	1.93551897189783	2.28675016146953	0.3512311895717	0.205859572953945	0.358416220768029	3.53961032293369e-05	0.300522777525285	0.300487381422056	0.000318761693480719	0.000545250265164387	2.38681873284085	2.74835306189439	0.361534329053541	0.00646783377633412	0.0454496427526182	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1_0_0_0
PI16	-1.452231153976	-1.95558044358833	-1.19611526201515	-1.39295822447146	-1.14371496467465	-1.51948928596305	-0.875687954653964	-1.16414664028295	-1.45571103038929	-0.88341331231612	-0.926375910162142	-0.787680725803981	-0.699148663931667	-0.730795601603065	-0.757517773951751	-0.714802683824978	-1.4124640399928	-1.2571810855819	-1.6686421135214	-1.11102630228083	-0.922820409835137	1	0	0	0	promoter_candidate	0	0	0	0	-1.44334822244811	-1.06106696956089	-0.737989089823088	-1.27442679024241	-2.108934453643	-1.81994721383563	-1.91306665621462	-2.269680099073	-2.0184964463085	-1.99458990815651	-1.41564683043126	-1.43543120261207	-2.12866281149895	-2.03328752859057	-1.64089332260611	-1.62580180015174	-1.64191759557571	-1.60558092231185	-1.5554506026814	-1.61929992515284	-1.96649698949698	-1.6378507581448	-1.53301441115996	-2.30402141237874	-2.66817606066231	1	0	0	0	promoter_candidate	0	0	0	0	-2.02078579620521	-1.73078433914779	-1.60961016917471	-2.02191192636856	-2.02078579620521	-1.44334822244811	0.577437573757102	0.013705864666783	0.0349365177780742	-1.73078433914779	-1.06106696956089	0.669717369586898	0.00939116919195266	0.0732511196972308	-1.60961016917471	-0.737989089823088	0.871621079351622	4.17174823453638e-06	5.61028210851444e-05	-2.02191192636856	-1.27442679024241	0.747485136126145	0.0846105705119319	0.171418818180018	1	0	0	0	0	2	0	0	1	2	0	0	0	2	0	0	1_0_0_0
PIPOX	-0.459913312438256	-0.665600275251372	-0.635595920182971	-0.595768584215422	-0.202954276037651	-0.758337242460197	-0.393030560024167	0.0405126257190462	-0.108939844074319	0.198425477857793	-0.0976694104192557	0.0610734347255548	0.0494472244253372	0.114085364281069	0.0640515226139738	0.163228536185421	-0.0576875173875203	0.319796450340028	0.222722096881919	-0.0151537615165453	-0.242381244699758	0	0	0	1	promoter_candidate	1	1	1	1	-0.553028268430978	-0.0721403421881805	0.0903772164462712	0.0454592047236248	-1.14108186819197	-0.721611435753165	-1.55692945276675	-0.880474649045987	-0.753106359078481	-0.664629597675556	-0.914263460096843	-1.34106011608624	-0.59494283534358	-1.55506932911468	-0.426967202434159	0.401230535122234	0.353222242818097	0.282049262373617	0.307381340887058	0.361705153676534	-0.506593821776972	-0.170479829667915	-0.135154792543009	-0.972742277041892	-0.452715475651968	0	0	0	1	promoter_candidate	0	0	1	1	-0.952972227085318	-0.966460588615101	0.341117706975508	-0.447537239336351	-0.952972227085318	-0.553028268430978	0.39994395865434	0.0524299022445669	0.0868265897043783	-0.966460588615101	-0.0721403421881805	0.894320246426921	0.0341464987356351	0.118374528950202	0.341117706975508	0.0903772164462712	-0.250740490529237	0.00142808756919	0.00193051699127937	-0.447537239336351	0.0454592047236248	0.492996444059976	0.0172133404275115	0.0733683362484097	0	0	1	0	0	2	1	0	1	0	1	0	0	0	1	0	0_0_0_1
PKIA	-3.82217501625454	-1.62237506614698	-3.27388742504814	-1.26579812127435	-2.48197883792113	-2.37945634670355	-3.12073065553318	-2.81567409586371	-2.38975233176318	-1.20613398689613	-5.80130291306373	-1.55785600734212	-1.61911665112973	-1.49111369850993	-1.86458970512181	-1.53505348585306	-1.49732010675462	-0.665522176688296	-0.443641100393036	-2.16873274288282	-1.70276630218341	0	0	1	0	promoter_candidate	0	0	0	0	-2.47427846889145	-3.06671879662399	-1.61354590959133	-1.29559648578044	-2.40044696514816	-2.2296153477184	-3.59828999442467	-1.61301278693999	-2.77280314342094	-1.76533462568158	-2.63738240248009	-3.39651126161418	-1.30941513390629	-1.84095247140106	-3.24560345598925	-2.32904216467218	-2.40250025447271	-2.43197650438445	-2.34578675062378	-2.07676936663319	-2.25539830368256	-3.19394617373371	-4.20586728540322	-1.84350920555569	-2.419531262902	0	0	1	0	promoter_candidate	0	0	0	0	-2.39658381055562	-2.48597294507817	-2.31721500815726	-2.78365044625544	-2.39658381055562	-2.47427846889145	-0.0776946583358273	0.816914861435043	0.850725756901647	-2.48597294507817	-3.06671879662399	-0.580745851545811	0.3814384361765	0.533193512934892	-2.31721500815726	-1.61354590959133	0.70366909856593	0.00113761667849034	0.00156497532490735	-2.78365044625544	-1.29559648578044	1.488053960475	0.111286262237273	0.208161353825114	0	0	0	0	0	1	0	0	1	2	0	0	0	2	0	0	0_0_1_0
PLA2G2A	1.29407914811954	1.30851112026943	0.502772335881342	1.03644119720075	0.782673679645416	1.23720009399996	2.61739435233563	2.85415213348982	2.7048867202105	3.27341473041655	3.09020547443941	0.957093831529448	1.01857146359713	1.05270017838536	1.22128596417805	1.11844935580997	2.03393557558855	2.15063072521074	1.6658663846772	1.69834988520226	2.02175916723259	1	0	0	0	promoter_candidate	1	1	1	1	1.02694626251941	2.90801068217838	1.07362015869999	1.91410834758227	0.930294570447078	0.440829788797872	0.273156733820595	0.704844983459117	0.136093144883322	0.664045657116285	1.81269114001054	2.28298761076087	2.2687652829036	2.00635476938336	2.50389378185619	1.51308811651687	1.53873643938979	1.46015793406652	1.53627883153759	1.59391467232163	1.48356207118776	1.56644857401573	1.31921395026414	1.40872715612202	1.55081252525278	1	0	0	0	promoter_candidate	1	1	1	1	0.524877479754045	2.17493851698291	1.52843519876648	1.46575285536848	0.524877479754045	1.02694626251941	0.502068782765361	0.00353053273549932	0.0152144504623727	2.17493851698291	2.90801068217838	0.733072165195471	0.00737644942540849	0.0646475342900969	1.52843519876648	1.07362015869999	-0.45481504006649	0.000446121483822751	0.000715997443172316	1.46575285536848	1.91410834758227	0.448355492213784	0.00140871787334681	0.0228916654418857	1	0	1	0	0	2	1	0	1	0	1	0	1	0	1	0	1_0_0_0
